Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
20,22.458,19.437,7.879,6.411,65.455,30.92,27.60303057,18.14522638,168557211.775,8203921.4661,0.73321978,0.30621471,24.893,16.97,8.508,1.511,72.028,111.745,50.29646095,65.99411066,167557579.36,3355911.0042,0.75953013,0.31605322,1840.0,1840.0
21,22.458,76.074,7.88,6.533,69.453,304.593,29.20508396,339.66074186,168557211.775,6691381.66278,0.66189529,0.34931916,24.893,16.622,8.508,1.749,72.028,114.512,41.90880678,68.45178259,168464591.37,3518187.04842,0.6800367,0.31062579,1932.0,1932.0
22,22.458,70.0,7.88,6.405,69.453,284.63,29.20508396,329.66056062,168557211.775,6691381.66278,0.66189529,0.34026173,24.893,16.622,8.508,1.749,72.028,114.512,41.90880678,68.45178259,168464591.37,3518187.04842,0.6800367,0.30816584,2024.0,2024.0
23,22.458,68.778,7.882,6.238,69.453,264.869,28.29870671,328.91156735,168557211.775,5551237.7294,0.66189529,0.32396245,22.449,17.559,8.58,1.81,72.028,114.601,41.90880678,65.63648515,168519170.02,3518187.04842,0.6800367,0.31367237,2116.0,2116.0
24,22.458,63.994,7.88,6.106,64.931,254.702,24.22712029,330.6769428,169870544.455,5323976.13613,0.60293303,0.3657424,20.246,12.778,8.491,2.171,53.037,33.201,39.41204065,34.6113592,168620869.783,3581084.41322,0.57484958,0.27202041,2208.0,2208.0
25,21.907,61.421,7.882,6.028,64.306,241.118,24.22712029,320.56792251,169874155.006,5323976.13613,0.60868113,0.37650704,20.246,9.785,8.491,2.171,53.037,33.201,38.56787475,33.90243477,168620869.783,3581084.41322,0.57484958,0.28009897,2300.0,2300.0
26,22.913,58.665,7.883,4.899,70.422,224.88,29.18338162,315.62754977,169879248.444,6168547.27915,0.71348218,0.31198072,20.246,9.785,8.491,2.171,53.037,33.201,38.56787475,33.90243477,168620869.783,3581084.41322,0.57484958,0.26274716,2392.0,2392.0
27,22.913,58.665,7.883,4.835,70.422,211.255,29.18338162,309.16517571,169879248.444,6168547.27915,0.71348218,0.30841527,19.799,9.654,8.491,2.043,53.037,39.919,38.56787475,31.8941598,168620869.783,3581084.41322,0.64512544,0.26206681,2484.0,2484.0
28,24.43,57.921,8.172,4.99,68.77,206.485,30.3534341,305.27240022,169889211.109,6168547.27915,0.76505232,0.30538985,19.799,9.654,8.491,2.043,53.037,39.919,38.56787475,31.8941598,168620869.783,3581084.41322,0.64952261,0.26533208,2576.0,2576.0
29,26.475,58.311,8.416,5.061,62.029,196.015,29.92396396,296.13044893,170524448.931,4546424.84023,0.7640589,0.20455367,21.1,9.86,8.491,1.861,51.189,32.252,38.56787475,13.70342523,168623651.338,3544744.01418,0.6145855,0.27429913,2668.0,2668.0
30,26.475,57.569,8.416,4.99,62.029,191.546,29.92396396,294.43233415,170524448.931,4546424.84023,0.7640589,0.20683375,22.939,13.904,9.058,1.853,56.721,48.545,38.90647474,16.6592449,168623815.579,3625305.45902,0.67976559,0.2961742,2760.0,2760.0
31,25.863,56.358,8.12,4.806,62.653,186.806,27.94972512,287.11805445,171433054.932,4546424.84023,0.71302561,0.3427177,22.939,13.904,9.058,1.853,56.721,48.545,38.90647474,16.6592449,168623815.579,3625305.45902,0.67976559,0.2961742,2852.0,2852.0
32,23.43,56.35,8.317,4.721,62.998,195.744,27.94972512,295.40587867,171433054.932,4201616.4678,0.59565539,0.37431588,22.939,13.79,9.058,1.853,52.481,53.72,38.56787475,18.77246321,168623815.579,4176591.93127,0.71231999,0.18368862,2944.0,2944.0
33,23.43,54.992,8.194,4.674,62.998,195.438,27.94972512,294.13015778,171433054.932,4200231.71065,0.59565539,0.33526137,22.939,14.688,9.058,2.084,52.481,51.063,38.67172336,31.43856098,169894371.992,4254351.6099,0.70948407,0.16787592,3036.0,3036.0
34,23.43,51.989,8.194,4.674,62.998,180.195,27.94972512,251.56952961,171433054.932,4200231.71065,0.59565539,0.30247713,22.939,14.688,9.058,2.084,52.481,51.063,38.67172336,31.43856098,169894371.992,4254351.6099,0.70948407,0.16787592,3128.0,3128.0
35,23.43,51.055,8.194,4.549,62.998,170.141,27.94972512,244.90385622,171433054.932,4200231.71065,0.59565539,0.31000714,22.449,18.158,9.058,2.033,51.089,49.427,37.3045163,23.56660642,170567324.867,4349668.9175,0.66296904,0.13988675,3220.0,3220.0
36,23.638,49.832,7.882,4.57,69.394,167.85,27.68517364,241.60239727,171433054.932,4165351.78162,0.58260415,0.34111652,22.449,18.333,9.058,1.855,50.342,52.622,37.3045163,25.41314668,170567324.867,4380887.76057,0.69653695,0.13598202,3312.0,3312.0
37,22.1,16.14,7.78,1.505,62.528,45.286,22.53011146,77.46713546,171433054.932,4165351.78162,0.58260415,0.29230146,19.94,16.188,8.406,1.868,45.711,28.283,26.7943505,24.31414362,170567324.867,4380887.76057,0.69653695,0.13598202,3404.0,3404.0
38,23.226,16.14,7.882,1.578,62.528,45.492,22.53011146,78.31873384,171539840.293,3817883.4595,0.58260415,0.26558878,18.918,7.617,8.406,2.201,46.412,27.689,17.43908472,24.31414362,170567324.867,3335382.98417,0.69653695,0.14523449,3496.0,3496.0
39,23.226,13.837,8.027,1.632,62.528,42.294,22.53011146,77.50425134,171539840.293,3817883.4595,0.61219157,0.26558878,19.886,15.359,8.406,2.386,50.398,45.925,26.35518173,25.24384668,170567324.867,3523618.43277,0.70948407,0.18948025,3588.0,3588.0
40,23.226,13.837,8.317,1.736,54.699,42.506,20.65455439,77.50425134,171539840.293,3817883.4595,0.5677448,0.26158111,19.886,11.806,8.406,2.665,50.398,46.568,26.35518173,24.25322388,170567324.867,3536622.58992,0.73896811,0.18948025,3680.0,3680.0
41,23.226,16.14,8.08,1.733,54.699,45.704,20.65455439,77.87959473,171539840.293,3817883.4595,0.5677448,0.25606529,19.886,11.806,8.406,2.665,50.398,46.568,26.35518173,24.25322388,170567324.867,3536622.58992,0.73896811,0.18948025,3772.0,3772.0
42,22.638,17.565,7.882,1.693,63.058,45.492,19.40351509,78.34189514,172258283.779,2266982.77648,0.60115992,0.27511044,20.341,11.806,8.884,2.813,46.412,126.448,25.17600506,73.06471679,171202864.844,3182967.53217,0.75510601,0.0912211,3864.0,3864.0
43,22.638,17.565,7.882,1.693,63.058,45.492,19.40351509,78.34189514,172258283.779,2266982.77648,0.60115992,0.27511044,20.078,11.263,8.968,2.915,51.838,48.171,25.17600506,63.54807042,171294954.035,3369155.0243,0.75471864,0.18198983,3956.0,3956.0
44,22.638,17.565,7.882,1.693,63.058,45.492,19.40351509,78.34189514,172258283.779,2266982.77648,0.60115992,0.27511044,19.328,11.256,9.058,3.238,47.477,16.627,16.89358591,23.32259223,171831185.536,2248512.564,0.7703275,0.15820242,4048.0,4048.0
45,22.638,17.565,7.882,1.693,63.058,45.492,19.40351509,78.34189514,172258283.779,2266982.77648,0.60115992,0.27511044,18.505,10.849,9.058,3.232,47.477,17.723,16.64416919,19.51727854,171831185.536,1220352.34095,0.7703275,0.25921784,4140.0,4140.0
46,22.638,17.565,7.882,1.693,63.058,45.492,19.40351509,78.34189514,172258283.779,2266982.77648,0.60115992,0.27511044,17.491,11.836,9.058,3.192,49.365,17.723,16.64416919,19.57990671,171831185.536,1220352.34095,0.70000626,0.29417065,4232.0,4232.0
47,22.638,17.565,7.882,1.693,63.058,45.492,19.40351509,78.34189514,172258283.779,2266982.77648,0.60115992,0.27511044,16.362,5.22,7.95,2.799,47.421,19.948,15.72127243,5.22586713,171885124.1,1283173.466,0.70000626,0.30705731,4324.0,4324.0
48,24.765,17.717,7.882,1.695,62.653,36.896,19.40351509,68.12637933,172258283.779,2266982.77648,0.63415356,0.26109415,16.362,5.795,7.95,2.799,47.421,19.948,15.72127243,5.22586713,171885124.1,1283173.466,0.61149258,0.27350906,4416.0,4416.0
49,24.765,17.717,7.882,1.695,62.653,36.896,19.40351509,68.12637933,172258283.779,2266982.77648,0.63415356,0.26109415,16.362,6.104,7.95,2.927,48.3,21.417,15.85589379,5.22586713,171885330.85,1283173.466,0.70000626,0.29711888,4508.0,4508.0
50,19.788,14.58,8.027,2.673,49.254,35.935,18.43447614,69.26554128,172429841.052,2266982.77648,0.5604208,0.24298966,16.362,6.104,7.95,2.927,48.3,21.417,15.85589379,5.22586713,171885330.85,1283173.466,0.70000626,0.29925835,4600.0,4600.0
51,19.788,13.853,8.027,2.347,49.254,30.504,18.43447614,69.26554128,172429841.052,2266982.77648,0.52782083,0.23756165,16.465,6.084,7.95,2.799,47.421,19.948,16.14364748,6.20975103,171890358.616,1283173.466,0.70000626,0.27512062,4692.0,4692.0
52,19.788,14.026,8.027,2.082,49.254,50.827,18.43447614,79.7427757,172429841.052,2266982.77648,0.52053811,0.28204689,16.465,6.084,7.95,2.799,47.421,19.948,16.14364748,6.20975103,171890358.616,1283173.466,0.70000626,0.27512062,4784.0,4784.0
53,19.788,13.97,8.027,1.991,49.254,50.827,18.43447614,78.77486121,172429841.052,2266982.77648,0.52053811,0.28237163,16.607,6.084,7.95,2.738,43.042,19.948,16.14364748,7.17627385,171890630.926,1283173.466,0.70000626,0.27974822,4876.0,4876.0
54,18.391,12.306,8.025,1.962,46.977,142.366,18.32058216,101.83646075,172429841.052,1829838.85305,0.61659987,0.35685188,16.607,6.084,7.95,2.738,43.042,19.948,16.14364748,7.17627385,171890630.926,1283173.466,0.70000626,0.27974822,4968.0,4968.0
55,18.391,12.306,8.025,1.962,46.977,140.02,18.32058216,101.83646075,172429841.052,1829838.85305,0.61659987,0.35685188,16.607,6.084,7.95,2.738,43.042,19.948,16.14364748,7.17627385,171890630.926,1283173.466,0.70000626,0.27974822,5060.0,5060.0
56,21.758,31.589,8.275,3.306,60.781,152.957,19.28962112,158.04841036,172429841.052,1829838.85305,0.61659987,0.44520167,17.005,3.371,7.95,3.125,43.042,19.004,16.14364748,7.11623011,171890630.926,1283173.466,0.70000626,0.23946051,5152.0,5152.0
57,21.758,30.134,8.275,3.306,60.781,150.724,19.28962112,157.7633411,172429841.052,1829838.85305,0.61659987,0.41196098,17.491,5.579,7.95,2.51,41.21,18.976,16.01425887,6.98893732,171890630.926,1283173.466,0.78716321,0.25781378,5244.0,5244.0
58,21.758,28.572,8.275,3.224,60.781,148.667,19.28962112,155.42165745,172429841.052,1829838.85305,0.61659987,0.386556,17.491,5.579,7.95,2.51,41.21,18.976,16.01425887,6.98893732,171890630.926,1283173.466,0.78716321,0.25501141,5336.0,5336.0
59,21.758,27.925,8.275,3.151,60.781,146.129,18.63084073,155.06425485,172429841.052,2039504.383,0.6227622,0.36839003,17.491,5.579,7.95,2.51,41.21,18.976,16.01425887,6.98893732,171890630.926,1283173.466,0.78716321,0.25781378,5428.0,5428.0
60,21.139,27.517,8.152,3.151,60.781,138.734,18.63084073,150.84281312,172429841.052,2039504.383,0.6227622,0.40399662,17.491,5.579,7.95,2.51,41.21,18.976,16.01425887,6.98893732,171890630.926,1283173.466,0.78716321,0.25781378,5520.0,5520.0
61,21.139,27.517,8.152,3.151,60.781,136.294,18.63084073,146.30567922,172429841.052,2039504.383,0.6227622,0.39937911,17.491,5.759,7.95,2.7,44.523,21.187,15.95389881,4.59916324,171897834.557,1283243.22198,0.78716321,0.29727205,5612.0,5612.0
62,21.139,27.517,8.152,3.151,60.781,136.294,18.63084073,146.30567922,172429841.052,2039504.383,0.65668432,0.28025809,17.491,5.759,7.95,2.7,44.523,21.187,15.95389881,4.59916324,171897834.557,1283243.22198,0.78716321,0.29727205,5704.0,5704.0
63,21.758,35.556,8.838,2.914,95.726,133.674,81.90446284,138.55119787,172964082.208,2386526.36187,0.74114611,0.29365817,17.491,5.106,7.936,1.517,44.985,22.685,15.95389881,11.03990781,171897834.557,1283243.22198,0.74163712,0.25588685,5796.0,5796.0
64,21.758,35.332,8.838,2.893,92.879,132.184,81.90446284,137.20917654,173367390.282,2386526.36187,0.72590901,0.26948018,17.491,5.106,7.936,1.517,44.985,22.685,15.95389881,11.03990781,171897834.557,1283243.22198,0.74163712,0.25588685,5888.0,5888.0
65,21.139,28.031,8.152,2.865,45.793,124.893,17.4121742,136.44280198,173367390.282,2717126.4244,0.73353144,0.10738307,17.491,5.106,7.936,1.517,44.985,22.685,15.95389881,11.03990781,171897834.557,1283243.22198,0.74163712,0.25588685,5980.0,5980.0
66,21.139,28.031,8.152,2.865,45.793,124.893,17.4121742,137.506295,173367390.282,2717126.4244,0.73543155,0.09987859,17.491,5.106,7.936,1.517,44.985,22.685,15.95389881,11.03990781,171897834.557,1283243.22198,0.70000626,0.2611318,6072.0,6072.0
67,18.808,26.336,8.315,2.967,45.793,89.771,17.4121742,122.66595389,173367390.282,2385487.75488,0.72122389,0.09916697,17.491,5.106,7.936,1.517,44.985,22.685,15.95389881,11.03990781,171897834.557,1283243.22198,0.70000626,0.2611318,6164.0,6164.0
68,18.808,25.899,8.315,2.974,45.793,87.736,17.4121742,106.90427799,173367390.282,2385487.75488,0.72122389,0.10451039,17.491,3.904,7.833,1.517,41.398,22.685,15.95389881,8.72983073,171897834.557,1283243.22198,0.70000626,0.28145545,6256.0,6256.0
69,21.264,32.683,8.788,3.274,61.065,105.359,48.72584328,118.6631953,173385728.657,1855403.5068,0.753766,0.16984309,17.491,3.904,7.833,1.517,41.398,22.685,15.95389881,8.72983073,171897834.557,1283243.22198,0.70000626,0.28145545,6348.0,6348.0
70,21.264,32.46,8.788,3.133,61.065,102.69,48.72584328,116.84606773,173385728.657,1855403.5068,0.74712928,0.18605593,17.491,3.904,7.833,1.517,41.398,22.685,15.95389881,8.72983073,171897834.557,1283243.22198,0.70000626,0.28145545,6440.0,6440.0
71,17.747,26.946,8.217,2.984,61.065,85.776,18.18529916,96.42800181,173436246.962,1855403.5068,0.71971568,0.22080294,17.491,3.464,7.833,1.252,39.669,21.417,15.95389881,8.72983073,171897834.557,1282701.10555,0.70507088,0.28348158,6532.0,6532.0
72,17.747,26.364,8.217,2.974,61.065,81.114,18.18529916,95.37386971,173436246.962,1855403.5068,0.71971568,0.21460668,17.41,3.412,7.76,1.208,39.669,22.685,15.95389881,6.07285616,171897834.557,1282701.10555,0.70507088,0.31047591,6624.0,6624.0
73,16.5,26.364,8.317,2.974,50.204,81.114,18.18529916,91.08845475,173436246.962,1846315.89292,0.71971568,0.23911349,17.41,3.247,7.969,1.301,38.279,19.502,15.85471366,5.7734878,171897834.557,2357013.92845,0.65207441,0.30742847,6716.0,6716.0
74,16.5,26.168,8.317,2.974,50.204,80.426,18.18529916,81.04635346,173436246.962,1846315.89292,0.71971568,0.25816577,17.41,3.247,7.969,1.301,38.279,19.502,15.85471366,5.7734878,171897834.557,2357013.92845,0.65207441,0.30742847,6808.0,6808.0
75,16.5,26.168,8.317,2.95,47.604,80.426,18.18529916,81.25433275,173436246.962,1846315.89292,0.72785533,0.18892993,17.491,3.3,8.052,1.301,38.279,17.048,15.85471366,6.23492595,171897834.557,2357013.92845,0.65207441,0.36125881,6900.0,6900.0
76,16.5,31.505,8.832,3.219,82.837,91.958,42.64725314,93.3748541,173503877.023,1293873.38637,0.77707495,0.18005869,16.665,5.023,8.052,1.295,38.279,22.53,13.97330031,6.40216531,172066985.878,3026422.61925,0.7221195,0.1956754,6992.0,6992.0
77,16.5,30.525,8.567,3.197,82.837,88.879,42.64725314,90.26332769,173503877.023,1293873.38637,0.78116308,0.23666681,16.665,5.023,8.052,1.295,38.279,22.53,13.97330031,6.40216531,172066985.878,3026422.61925,0.65578536,0.20030391,7084.0,7084.0
78,16.5,30.525,8.567,3.204,82.837,88.879,42.64725314,90.26332769,173503877.023,1293873.38637,0.78994287,0.23607763,17.491,3.393,7.936,1.084,39.669,23.165,14.61387269,6.69025289,172066985.878,2831565.59845,0.72242246,0.1956754,7176.0,7176.0
79,26.944,37.952,9.421,3.295,107.196,107.117,57.3784104,110.08276629,173932553.04,1231077.84262,0.7898421,0.21595262,17.491,3.393,7.936,1.084,39.669,23.165,14.61387269,6.69025289,172066985.878,2831565.59845,0.76903295,0.22343491,7268.0,7268.0
80,26.558,38.769,9.022,3.201,106.423,106.408,57.09762633,108.17045275,173933408.756,1231077.84262,0.77829775,0.17796342,17.491,3.393,7.936,1.084,39.669,23.165,14.61387269,6.69025289,172066985.878,2831565.59845,0.74559925,0.1956754,7360.0,7360.0
81,26.558,37.409,9.022,3.192,106.423,106.408,57.09762633,105.49522892,173933408.756,1231077.84262,0.78357881,0.18950984,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.74393103,0.22343491,7452.0,7452.0
82,26.558,37.0,9.022,3.189,106.423,105.261,57.09762633,106.51773392,173933408.756,1231077.84262,0.78097253,0.19387032,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.72049733,0.1956754,7544.0,7544.0
83,12.961,29.816,7.613,3.638,73.215,94.586,18.18529916,88.73588149,173933408.756,1267638.34635,0.77689875,0.17528582,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.74393103,0.22343491,7636.0,7636.0
84,18.097,29.509,7.617,3.638,73.215,93.801,18.18529916,84.32960876,174004346.158,1405907.93297,0.77689875,0.16004345,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.72049733,0.1956754,7728.0,7728.0
85,18.097,29.509,7.617,3.638,73.215,93.801,18.18529916,84.32960876,174004346.158,1405907.93297,0.77689875,0.1630259,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.74393103,0.22343491,7820.0,7820.0
86,18.097,29.509,7.617,3.582,73.215,93.801,18.18529916,85.34243908,174004346.158,1405907.93297,0.78352688,0.16342389,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.72049733,0.1956754,7912.0,7912.0
87,18.097,28.933,7.617,3.579,73.215,93.801,18.18529916,84.39949905,174004346.158,1405907.93297,0.77553818,0.16468347,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.74393103,0.22343491,8004.0,8004.0
88,18.097,28.749,7.617,3.552,72.366,93.801,18.18529916,83.29063383,174004346.158,1405907.93297,0.78086226,0.17271688,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.72049733,0.1956754,8096.0,8096.0
89,18.097,28.168,7.617,3.532,72.093,93.801,18.18529916,82.06910348,174004346.158,1405907.93297,0.77650207,0.17981467,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.74393103,0.22343491,8188.0,8188.0
90,17.475,28.168,7.202,3.603,67.255,93.821,18.18529916,82.49363603,174004346.158,1405907.93297,0.7739119,0.1990446,17.491,3.413,8.052,1.25,41.398,23.165,15.28180019,6.58085985,172066985.878,2819601.66298,0.72049733,0.1956754,8280.0,8280.0
91,16.446,28.168,7.795,3.504,67.255,94.505,18.18529916,83.08763926,174004346.158,1405907.93297,0.76261904,0.21499079,17.491,3.413,8.052,1.35,47.407,19.959,16.87074151,7.7873391,172855876.57,3041612.87738,0.72476124,0.22343491,8372.0,8372.0
92,16.446,27.665,7.795,3.476,65.917,92.112,18.18529916,76.06231636,174004346.158,1405907.93297,0.76553245,0.17824391,16.324,21.248,8.333,2.642,45.978,69.522,16.66162108,72.59342962,173880270.152,2860304.40335,0.74362689,0.18276611,8464.0,8464.0
93,16.446,26.555,7.795,3.465,64.501,92.112,18.18529916,79.50578627,174004346.158,1405907.93297,0.76269,0.1347916,16.324,21.048,8.333,2.637,45.978,68.859,16.66162108,71.80175153,173880270.152,2860304.40335,0.78975994,0.18815574,8556.0,8556.0
94,16.446,26.555,7.795,3.356,64.501,92.112,18.18529916,79.62969346,174004346.158,1405907.93297,0.74893639,0.13229598,16.324,20.654,8.333,2.602,45.978,68.859,16.66162108,71.58788047,173880270.152,2860304.40335,0.75737161,0.18306835,8648.0,8648.0
95,14.743,26.555,8.06,3.356,64.501,92.112,18.18529916,79.42596764,174004346.158,1407820.96518,0.74893639,0.14585194,16.324,20.444,8.333,2.589,45.978,68.859,16.66162108,75.3058837,173880270.152,2860304.40335,0.79523879,0.20309177,8740.0,8740.0
96,14.743,26.442,8.06,3.333,64.501,92.112,18.18529916,79.64813316,174004346.158,1407820.96518,0.74893639,0.14560552,16.324,19.678,8.333,2.438,45.978,68.859,16.66162108,70.81332182,173880270.152,2860304.40335,0.77156562,0.18306835,8832.0,8832.0
97,14.743,25.707,8.06,3.187,64.501,91.592,18.18529916,79.24848196,174004346.158,1407820.96518,0.74493606,0.14406156,16.324,18.965,8.333,2.438,45.978,68.342,16.66162108,70.38538479,173880270.152,2860304.40335,0.81995102,0.20309177,8924.0,8924.0
98,14.743,25.707,8.06,3.187,64.501,91.592,18.18529916,77.99787479,174004346.158,1407820.96518,0.75032017,0.14135587,16.324,18.965,8.333,2.427,45.978,67.675,16.66162108,70.38538479,173880270.152,2860304.40335,0.78215592,0.18306835,9016.0,9016.0
99,14.743,25.707,8.06,3.187,64.501,91.592,18.18529916,77.99787479,174004346.158,1407820.96518,0.75073135,0.14171271,16.324,18.965,8.333,2.427,45.978,65.836,16.66162108,71.90716845,173880270.152,2860304.40335,0.82504712,0.20321963,9108.0,9108.0
100,14.743,25.707,8.06,3.187,64.501,91.592,18.18529916,77.99787479,174004346.158,1407820.96518,0.75073135,0.14171271,16.3,18.992,8.333,2.318,46.553,65.836,16.37513007,71.90716845,173882789.92,2860304.40335,0.78427212,0.18438358,9200.0,9200.0
