Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
11,496.86,397.608,0.178,0.099,0.197,0.203,455.54790785,358.46278063,44880.9368,1949.474275,0.7245349,0.29514512,372.564,223.566,0.247,0.066,0.163,0.163,330.88650115,266.29682119,45247.6967,1639.133225,0.69274087,0.33796082,35.3,35.0
12,375.063,155.381,0.329,0.145,0.243,0.268,322.52601118,376.60218596,43360.73065,1965.60455,0.88891694,0.27477789,403.632,182.842,0.323,0.209,0.22,0.202,337.38759303,156.11437672,42573.20685,3803.5542,0.83141667,0.26820672,38.4,38.0
13,384.391,137.333,0.218,0.144,0.18,0.083,324.53644935,100.22654348,45951.77115,2399.490825,0.67925212,0.19465655,339.173,212.575,0.139,0.131,0.139,0.212,277.72167646,195.40620737,45117.0993,1830.518125,0.73578556,0.16501396,41.7,41.2
14,347.938,111.743,0.238,0.113,0.136,0.222,281.79799093,130.52559795,46757.75995,2509.584825,0.74509093,0.23947873,376.531,177.429,0.287,0.167,0.051,0.113,386.446438,286.38183693,46359.3592,3781.75345,0.77340726,0.16153358,45.1,44.5
15,362.882,122.14,0.218,0.139,0.182,0.228,360.27657164,147.94738745,44361.2249,4091.489625,0.69790724,0.14296292,387.054,231.358,0.32,0.225,0.222,0.082,334.98143285,294.03584371,45524.2558,4736.9206,0.81381658,0.10689381,48.5,47.5
16,420.22,252.752,0.239,0.131,0.233,0.147,354.07984499,278.89516573,45146.2063,6114.950525,0.78510121,0.39621768,434.059,211.896,0.207,0.148,0.169,0.146,367.27669166,245.46275387,46267.81685,2732.650025,0.6446628,0.28534928,51.5,50.6
17,358.84,166.085,0.212,0.146,0.224,0.161,279.62430189,276.20198043,46238.84075,3200.1013,0.60270915,0.25571033,327.113,336.324,0.261,0.179,0.112,0.15,276.15691304,342.73124891,45666.2586,4550.970325,0.69916259,0.21645324,55.1,53.8
18,362.564,184.214,0.334,0.2,0.193,0.271,296.42373581,188.28583375,44648.49335,5143.296075,0.82044798,0.07477468,332.66,134.196,0.292,0.167,0.16,0.184,224.32537321,107.06009274,44761.84955,2913.917625,0.60757938,0.26309559,58.3,56.7
19,379.726,221.604,0.231,0.094,0.158,0.129,318.15072924,198.42956731,45111.5369,590.93965,0.65060037,0.15551107,524.664,106.878,0.274,0.163,0.199,0.161,481.63926671,261.44386914,42866.331,3176.108225,0.80179842,0.30248944,61.2,59.7
20,388.383,345.419,0.224,0.15,0.209,0.243,311.44509588,252.64770215,43517.0638,1493.383925,0.72644438,0.30608397,285.064,190.389,0.181,0.107,0.164,0.16,233.87564131,220.45519929,45372.48215,2114.00575,0.6526956,0.2559013,64.3,62.8
21,302.344,116.667,0.205,0.081,0.106,0.146,240.15560952,116.66634174,46664.94825,3913.01175,0.73009152,0.12713472,348.27,208.829,0.29,0.114,0.129,0.233,346.06603591,259.69047535,45644.73735,3474.047025,0.69168287,0.34912536,68.0,66.0
22,436.812,369.929,0.369,0.212,0.188,0.088,370.67146029,366.22904228,44263.52195,2252.06565,0.78752651,0.35330395,352.338,182.638,0.232,0.257,0.08,0.142,295.01087071,183.16545577,45990.8585,2108.9226,0.58733848,0.33120478,71.0,69.0
23,487.829,134.034,0.275,0.179,0.106,0.151,391.7429282,143.37607499,43796.90035,5802.843025,0.75764991,0.20171974,297.845,189.481,0.244,0.071,0.084,0.244,319.11584224,253.47011124,45604.56215,513.4571,0.67925444,0.3761671,74.1,72.0
24,418.965,251.607,0.19,0.095,0.181,0.221,405.87229361,230.50510362,44576.7483,4303.71765,0.63863018,0.3821836,453.974,211.629,0.299,0.173,0.133,0.189,387.83309054,198.97640065,44447.99605,4543.9622,0.61684483,0.3758821,77.4,75.2
25,335.612,123.752,0.254,0.182,0.154,0.142,269.24415855,130.40495816,45606.68345,3951.031675,0.56551014,0.3631946,392.169,244.881,0.211,0.094,0.153,0.286,372.93766175,225.63799436,43891.89545,6005.941725,0.62853192,0.3305656,80.8,78.0
26,387.168,111.005,0.301,0.099,0.154,0.069,394.88205894,240.02955959,44567.6833,1732.992825,0.74557902,0.26965979,374.406,167.156,0.254,0.184,0.142,0.231,343.23376728,161.71944032,43409.3602,4192.216625,0.77903213,0.22904616,84.1,81.4
27,359.497,145.738,0.19,0.216,0.079,0.174,312.30471336,141.03584228,46136.56865,3254.548275,0.75425483,0.32785489,334.483,192.38,0.223,0.124,0.166,0.166,236.95255036,236.51405667,45080.6329,2090.247925,0.58967148,0.21758756,87.4,84.9
28,425.032,127.823,0.234,0.238,0.198,0.174,336.69009382,103.25344951,46457.70355,2503.505975,0.57121106,0.15691109,430.262,345.88,0.265,0.104,0.175,0.132,463.91676731,347.93007812,44981.21075,4888.557125,0.67630463,0.34543769,90.6,88.0
29,501.634,389.841,0.274,0.168,0.102,0.127,496.54456237,355.0634952,45531.8157,2512.237175,0.7928522,0.314513,338.804,227.887,0.254,0.145,0.249,0.157,385.14994007,199.54507615,45437.9467,2552.02075,0.66074496,0.17651444,94.1,91.2
30,432.739,280.776,0.303,0.285,0.059,0.087,366.59788272,308.46323924,46422.6696,4132.724075,0.69719508,0.26037445,326.565,334.198,0.238,0.175,0.155,0.2,330.03218342,288.04145604,45234.4984,1382.023575,0.60661227,0.45326766,97.2,94.6
31,413.157,260.861,0.277,0.169,0.157,0.148,353.84771743,277.82699261,45322.43355,3749.26785,0.69083605,0.25249662,429.18,182.07,0.232,0.08,0.19,0.289,368.3303039,159.44118356,44626.0366,4211.410425,0.67448262,0.43668248,100.3,97.5
32,431.341,60.143,0.244,0.169,0.17,0.133,368.35265908,54.12944135,45092.56825,2223.304875,0.74147184,0.14569289,583.979,259.464,0.308,0.118,0.264,0.224,488.65857528,302.10955788,42730.01515,2951.582875,0.73013025,0.24741854,103.5,100.6
33,283.836,167.168,0.269,0.125,0.125,0.125,308.37745161,176.74011289,44356.1061,3441.79735,0.85597879,0.2340084,491.627,343.628,0.343,0.129,0.238,0.283,475.82179696,330.15472811,42937.5935,5017.912825,0.78152203,0.42945149,106.7,103.4
34,386.575,426.649,0.225,0.126,0.206,0.184,335.69186692,443.550001,45267.1143,1678.66785,0.51409817,0.2058525,283.334,71.353,0.29,0.194,0.153,0.094,269.25355273,108.72216172,44007.63365,2730.6383,0.86118405,0.22997421,109.9,106.8
35,334.119,124.096,0.116,0.131,0.305,0.133,291.92139001,122.48753148,45348.6466,5465.947775,0.88458924,0.15889396,540.273,299.989,0.26,0.14,0.199,0.185,527.19373441,272.03930931,43519.50485,2402.674775,0.7050538,0.44271869,113.3,109.9
36,503.355,286.357,0.283,0.251,0.088,0.17,628.43491335,365.62787719,44648.70515,3617.1651,0.84205079,0.2937659,372.502,193.742,0.271,0.13,0.183,0.107,324.62425275,240.11190864,44055.6611,1333.8325,0.67184394,0.26042325,116.4,112.9
37,419.282,188.055,0.247,0.177,0.28,0.224,410.13640021,305.89554205,43663.4495,5319.428175,0.75844853,0.30562521,337.558,192.073,0.248,0.096,0.206,0.313,312.59585892,124.74631929,44469.7949,3459.4688,0.7707305,0.28503272,119.7,116.1
38,405.257,224.96,0.24,0.179,0.179,0.133,328.64126637,214.14099114,45976.89085,2384.7116,0.76107431,0.31297216,370.9,155.505,0.362,0.158,0.116,0.189,383.14548315,174.69819955,44377.5245,3598.90165,0.69775481,0.45507728,122.9,119.5
39,310.201,234.465,0.308,0.134,0.219,0.181,314.41882845,208.74180534,43919.4561,4849.45985,0.75912573,0.32774574,444.397,296.449,0.302,0.138,0.08,0.121,363.41256015,336.01541017,46299.32735,3562.114525,0.77740413,0.32215124,125.9,122.5
40,427.325,208.295,0.241,0.162,0.121,0.232,377.15434295,168.74808721,45695.6875,2716.6763,0.71842527,0.25014392,477.463,358.789,0.279,0.125,0.27,0.133,411.32303245,175.78165374,44714.03965,2016.475425,0.70477963,0.23049106,129.3,125.8
41,354.923,127.229,0.242,0.123,0.12,0.124,288.78263808,161.20660539,45014.31185,1422.9181,0.65911184,0.38618578,390.647,140.215,0.336,0.175,0.209,0.184,341.42063963,280.50638584,42811.0188,3694.80895,0.66403399,0.28415175,132.7,128.9
42,424.735,183.031,0.255,0.199,0.22,0.175,362.97094792,157.25874503,45209.26585,2471.03035,0.72451294,0.31737305,412.365,199.568,0.318,0.137,0.193,0.182,359.19012402,60.61729074,44042.15595,4599.9852,0.71620888,0.16268123,135.7,131.8
43,309.261,132.241,0.235,0.112,0.207,0.066,322.58086295,191.92987284,46110.0095,2375.81855,0.7871246,0.3383436,359.893,225.629,0.189,0.1,0.12,0.074,326.51693599,131.06172292,46147.6198,2373.081625,0.71407535,0.29298033,139.1,135.4
44,310.716,122.004,0.228,0.183,0.121,0.212,272.93950219,181.20011344,45474.21475,2198.0227,0.69745097,0.15296958,467.44,277.279,0.203,0.173,0.202,0.2,393.21045369,251.41952786,43331.71705,3472.750875,0.70053724,0.3284098,142.4,138.6
45,559.001,310.804,0.185,0.114,0.152,0.287,470.28084562,223.08577154,42599.3482,4763.76145,0.57202527,0.32000114,368.845,236.123,0.281,0.293,0.195,0.105,331.62699242,94.62212552,45563.0312,3164.810025,0.77673255,0.32410093,145.3,141.9
46,350.109,207.047,0.282,0.184,0.042,0.251,306.92959085,120.13205236,44638.54285,5166.37875,0.75959899,0.34440306,481.473,271.949,0.332,0.175,0.124,0.204,481.11523713,210.43275895,42373.7186,3915.542725,0.78920034,0.23192372,148.7,144.8
47,275.341,131.585,0.198,0.109,0.101,0.076,286.86918201,202.617227,45875.8662,2186.3569,0.67428074,0.17879944,398.368,148.925,0.188,0.092,0.162,0.108,367.0238312,168.30117346,45992.5432,1856.1074,0.62059889,0.19816848,151.9,147.9
48,590.406,380.051,0.286,0.144,0.173,0.195,514.17404736,308.64615872,44635.2955,3779.745075,0.68203302,0.24746335,398.953,155.156,0.26,0.149,0.185,0.241,355.61527381,215.03386819,45660.1112,2993.74905,0.63128797,0.17827947,155.4,150.8
49,294.594,203.975,0.184,0.243,0.195,0.176,331.90476203,299.52380444,43834.09605,2448.47715,0.73513778,0.17597382,359.772,333.431,0.238,0.154,0.086,0.194,371.51875414,386.5673051,45488.609,3951.552875,0.62020967,0.2531276,158.8,153.8
50,332.367,176.676,0.254,0.128,0.156,0.168,270.23472463,185.39115301,45434.92715,1706.720525,0.80097464,0.27289073,398.733,123.278,0.179,0.112,0.132,0.18,340.79986715,217.91272616,46566.2085,3885.020725,0.74969786,0.11536306,162.2,157.0
51,247.42,138.277,0.273,0.072,0.238,0.219,194.65444537,141.77554511,45263.7486,1179.80845,0.73598658,0.19069355,403.919,315.317,0.22,0.095,0.107,0.243,337.77923189,360.21717409,45596.1193,4098.52685,0.67850507,0.18216697,165.5,159.8
52,409.904,151.135,0.173,0.1,0.165,0.118,448.91464939,143.53995825,46734.7697,1964.9451,0.73458361,0.14860667,334.044,373.464,0.294,0.129,0.095,0.162,262.30917558,335.25673549,45117.33805,1570.07255,0.79026863,0.20731271,168.9,163.1
53,341.253,181.362,0.262,0.237,0.214,0.114,306.55831445,261.61875871,44041.6099,3908.60185,0.68600934,0.21221587,392.127,210.175,0.145,0.181,0.138,0.133,325.98622976,210.17545369,46457.0579,2682.200525,0.69643532,0.30667382,172.0,166.0
54,300.443,376.677,0.334,0.141,0.161,0.076,277.61028439,340.28871457,45780.4823,1680.354175,0.80830861,0.3001473,340.544,171.607,0.295,0.216,0.197,0.142,304.80628118,207.31135079,43771.63975,3826.625475,0.67552964,0.24751206,175.6,169.1
55,370.927,135.765,0.237,0.141,0.119,0.112,315.7770754,166.91057512,45061.6408,1958.3203,0.68107779,0.47389628,428.614,215.458,0.232,0.083,0.254,0.302,362.47327317,307.65369131,45500.255,1242.934925,0.49910906,0.51837485,178.3,172.0
56,322.365,173.66,0.233,0.191,0.137,0.117,258.10189314,184.79687412,44796.2481,4172.170775,0.55052745,0.33515297,411.073,239.515,0.238,0.109,0.284,0.209,333.0184048,218.9821161,44766.1106,3008.2814,0.69354825,0.21576362,181.4,175.1
57,413.025,241.709,0.168,0.12,0.051,0.159,346.88447066,213.51592006,46443.9228,1391.294475,0.72076188,0.19665459,354.725,174.953,0.214,0.072,0.163,0.234,272.60799543,186.78165321,45885.0959,3427.1876,0.70263359,0.20312967,185.1,178.4
58,452.851,228.676,0.152,0.179,0.132,0.166,472.20175687,261.55950484,46943.7243,3207.765425,0.82005288,0.06454002,378.818,172.001,0.259,0.105,0.099,0.224,350.11127974,209.29995706,44735.39775,2429.76195,0.71869542,0.19013637,188.3,181.9
59,413.06,85.211,0.239,0.107,0.132,0.067,428.46595636,154.91650633,45565.15855,2462.16395,0.74538797,0.39843559,482.53,198.71,0.28,0.156,0.142,0.108,409.27211352,269.42278107,44629.68045,2544.699825,0.79752173,0.24690955,191.3,185.1
60,375.434,283.178,0.179,0.158,0.165,0.17,359.70862131,238.39509093,46030.9808,1952.03185,0.63168416,0.34984441,359.845,242.698,0.234,0.191,0.13,0.149,332.67650522,212.60145194,43912.3271,3330.585675,0.84645742,0.42839995,194.8,188.6
61,479.184,205.319,0.251,0.18,0.162,0.186,418.07860352,263.76498428,44737.2028,2075.660375,0.65654774,0.24834839,285.867,278.882,0.199,0.23,0.133,0.206,225.92977968,237.41061223,45932.06245,4434.486875,0.72330079,0.2369849,198.2,191.6
62,510.171,345.734,0.302,0.133,0.151,0.136,469.51731267,335.21089079,44399.2108,3579.31915,0.68321782,0.29617007,309.083,326.222,0.186,0.172,0.233,0.166,246.31338535,326.12046587,44099.24795,3616.51605,0.71016173,0.18329746,201.5,195.1
63,350.285,146.015,0.243,0.217,0.154,0.138,320.95589856,206.45914536,43820.38035,4178.63305,0.71302842,0.22224775,513.213,150.695,0.182,0.062,0.079,0.22,446.08946664,29.86536107,45760.19275,2884.193975,0.75693385,0.20869778,204.7,198.2
64,336.578,157.241,0.167,0.137,0.248,0.26,270.72434021,158.73821454,46019.7838,2285.16805,0.69545361,0.35474557,333.198,165.791,0.226,0.131,0.183,0.114,285.23542084,287.32176765,45529.0527,4256.9976,0.62918229,0.33757008,208.0,201.3
65,455.51,238.53,0.102,0.119,0.082,0.13,389.3697964,259.8847842,47257.25775,1846.693675,0.57576143,0.08239125,342.072,142.98,0.202,0.193,0.122,0.333,295.9254538,240.4698644,44093.27945,5934.624625,0.57594617,0.07728658,211.1,204.7
66,398.232,243.722,0.241,0.109,0.147,0.135,381.53025623,280.40378397,45555.97395,2966.01145,0.75819512,0.27958058,363.471,123.708,0.275,0.135,0.221,0.255,358.290768,251.24661184,45472.3938,3440.721875,0.70339365,0.33835256,214.5,208.0
67,307.675,22.828,0.307,0.183,0.163,0.25,304.88319524,97.84403985,44717.69565,3384.0088,0.66347724,0.11975331,385.259,388.774,0.238,0.132,0.126,0.2,323.23479124,327.36189754,44948.3628,3226.03965,0.71667208,0.35639767,218.2,211.3
68,365.285,98.794,0.238,0.197,0.213,0.214,316.63393986,181.34249777,43650.56865,4180.7606,0.63558813,0.36756932,413.801,180.546,0.223,0.255,0.198,0.101,381.03779662,172.53643954,44900.7906,1665.507575,0.78183094,0.30181745,221.2,214.4
69,440.767,97.25,0.374,0.184,0.171,0.207,473.04187106,123.33296041,45580.2984,3121.86515,0.7005157,0.18730614,437.721,96.25,0.217,0.113,0.167,0.18,388.28211968,271.17518421,45253.44295,4462.63785,0.61205966,0.51207096,224.3,217.3
70,417.731,345.335,0.237,0.161,0.127,0.16,384.93798062,328.90322265,43660.2925,2348.9361,0.72313918,0.14306151,318.441,153.869,0.198,0.143,0.235,0.285,305.74901076,110.1099873,46717.26775,6461.188975,0.45400045,0.41676993,227.5,220.4
71,485.738,336.073,0.218,0.126,0.155,0.22,488.25167989,295.28672661,43452.0706,4193.363225,0.71874658,0.20445524,278.604,139.902,0.179,0.037,0.184,0.207,300.16202598,198.54279757,44877.40195,1806.1722,0.672051,0.23880652,230.5,223.8
72,511.905,205.201,0.273,0.159,0.156,0.109,491.50913478,182.95921501,43781.0327,3905.28085,0.68305298,0.10018007,571.987,199.929,0.238,0.143,0.116,0.163,471.52062461,314.52392373,45285.01165,4178.22385,0.61894821,0.29661327,233.6,226.9
73,483.387,159.756,0.195,0.064,0.16,0.161,411.44683242,149.72415189,45409.9908,1250.773175,0.5766903,0.2839485,281.165,103.466,0.23,0.108,0.137,0.194,303.18799389,148.48627211,46365.15685,1437.0039,0.59462495,0.54611663,236.7,230.1
74,349.09,182.559,0.285,0.148,0.159,0.091,356.88332158,267.29948163,44950.43105,3468.43165,0.634488,0.31531956,362.092,119.621,0.277,0.135,0.085,0.155,362.85375384,194.60622978,45437.44525,1425.502175,0.65436646,0.27300997,239.6,233.5
75,384.024,252.99,0.252,0.192,0.233,0.137,337.60932132,159.18861211,44978.8808,4323.5668,0.80850056,0.24811837,359.441,138.621,0.153,0.141,0.19,0.174,323.29041671,88.61360254,45813.0945,2389.6719,0.68206755,0.2239816,243.0,236.6
76,452.371,311.873,0.154,0.194,0.146,0.188,376.03921025,395.05128943,45683.4971,3513.31475,0.63676073,0.18789525,353.099,147.462,0.207,0.119,0.087,0.194,323.00592792,162.21331003,46082.03445,1737.4691,0.67223013,0.27690081,246.2,239.5
77,408.735,184.276,0.255,0.175,0.19,0.199,342.59447714,157.05455542,44652.03475,3464.15425,0.71260026,0.38233344,375.296,138.422,0.301,0.127,0.184,0.216,309.15587712,146.92492428,44747.1989,2691.6709,0.75376695,0.31770541,249.6,242.6
78,292.291,156.097,0.221,0.216,0.235,0.138,234.79286744,185.43311237,46221.393,4628.8927,0.82920521,0.13204949,408.538,343.944,0.295,0.26,0.172,0.223,429.90432586,460.68477813,43035.96935,4434.4616,0.6992325,0.29118711,253.1,245.6
79,319.779,222.052,0.244,0.127,0.292,0.306,323.4024928,337.84985116,44228.89025,2266.506225,0.8250523,0.13228279,678.606,302.083,0.18,0.198,0.193,0.083,661.08867481,227.09418611,43666.52265,2845.359475,0.81849481,0.14647186,256.7,248.9
80,516.351,188.74,0.222,0.062,0.151,0.224,400.20193554,200.08691381,44301.3148,2814.4826,0.69715081,0.38408836,482.8,245.971,0.299,0.227,0.091,0.08,407.10120026,225.27377511,45436.56465,6159.898125,0.69524164,0.32449304,259.7,251.7
81,538.059,279.043,0.242,0.115,0.182,0.132,528.24140768,139.2956602,43546.20785,4092.314,0.71691381,0.30167444,398.571,132.646,0.269,0.121,0.121,0.214,335.58098105,67.45466988,45357.6973,1952.7111,0.70396695,0.17755708,262.8,255.0
82,408.937,100.445,0.224,0.117,0.181,0.144,333.01357948,78.99097031,44284.90685,3127.50665,0.68661583,0.25330304,483.231,223.172,0.281,0.142,0.144,0.172,395.10684778,217.73845066,43852.3736,3270.7034,0.77106051,0.36539773,266.5,258.5
83,466.206,366.388,0.238,0.124,0.12,0.181,436.45078497,336.39144823,44259.30165,2321.617425,0.66860131,0.30922333,312.733,211.469,0.206,0.157,0.186,0.114,246.59303865,239.26817763,45338.4658,4619.11765,0.80383542,0.17997867,269.8,261.7
84,390.906,295.197,0.356,0.189,0.178,0.258,413.61312942,294.24264926,44160.9434,3535.195275,0.57882151,0.33434924,427.574,198.201,0.224,0.115,0.218,0.218,430.19614312,218.19016453,44961.6701,2987.893425,0.67940259,0.27084542,273.3,265.3
85,358.946,213.592,0.171,0.122,0.094,0.177,326.93993608,115.67563121,46477.7845,3253.724075,0.71086809,0.10902999,489.643,289.627,0.178,0.071,0.248,0.184,455.07431689,233.34939878,45362.0763,2323.0587,0.7368776,0.11095344,276.8,268.2
86,279.29,81.981,0.267,0.142,0.148,0.149,218.83931205,82.93273187,44848.4447,2862.3751,0.76449445,0.08199722,361.823,242.931,0.219,0.09,0.17,0.218,360.19771207,259.86873293,44761.6353,3248.10835,0.75396792,0.30413883,280.0,271.6
87,433.668,200.376,0.328,0.256,0.153,0.158,363.40997278,234.22302632,45243.89785,4374.483,0.53956962,0.16157608,325.631,266.495,0.163,0.19,0.13,0.131,341.67297237,300.63390146,47094.37705,2344.80155,0.63421908,0.40732215,283.0,274.5
88,442.293,225.45,0.222,0.084,0.081,0.237,386.54339387,279.18224454,45317.68105,4307.947025,0.68589805,0.19070032,387.832,187.211,0.217,0.183,0.153,0.137,392.45460845,223.18814399,45255.07205,1222.76735,0.66147617,0.37464137,285.9,278.2
89,346.293,91.752,0.237,0.171,0.11,0.215,303.05805036,180.9505138,44730.82405,2716.341275,0.81716131,0.34297082,389.957,352.849,0.338,0.236,0.06,0.17,323.81631351,327.38417028,44754.03265,2301.847175,0.71076657,0.45624648,289.3,281.5
90,373.701,173.523,0.226,0.24,0.215,0.257,422.05546214,227.80750589,45314.35095,5654.993075,0.71246712,0.28004544,358.807,197.602,0.334,0.178,0.206,0.195,316.55823331,132.67074621,42356.1573,3558.48385,0.77592972,0.35582105,292.7,284.7
91,382.685,151.198,0.358,0.21,0.151,0.186,359.59441441,178.90381086,44681.8305,4353.4749,0.57059038,0.44738703,437.835,288.801,0.246,0.108,0.246,0.115,371.69461929,302.39919847,44152.7168,3585.254675,0.78710606,0.21587711,295.8,287.9
92,392.135,170.288,0.25,0.138,0.134,0.098,339.7208836,198.22017165,45192.78805,2439.135075,0.664576,0.09913905,428.549,174.762,0.193,0.247,0.137,0.156,380.56346138,167.02993534,45720.1733,1206.887325,0.58343407,0.4038109,298.5,290.7
93,444.239,450.101,0.262,0.128,0.209,0.185,418.78393864,447.95591772,43052.5702,5065.4938,0.77128454,0.33925181,379.533,152.734,0.302,0.258,0.093,0.165,308.43833199,196.91046019,45004.01145,2673.529725,0.73928362,0.38745787,301.2,293.9
94,336.796,107.995,0.287,0.188,0.215,0.267,272.56391082,53.75991734,44026.6175,4207.202825,0.75948197,0.23072047,517.167,226.281,0.224,0.111,0.162,0.258,503.91775419,271.6646751,44507.01095,1373.6061,0.71839852,0.34672257,304.2,297.2
95,441.569,183.325,0.234,0.13,0.05,0.168,378.62847979,186.2213385,46162.3988,851.34465,0.77688437,0.23225847,296.53,66.327,0.244,0.183,0.152,0.135,241.5925194,59.94101491,45437.727,2188.0763,0.69683383,0.45246687,307.4,299.9
96,478.851,129.53,0.221,0.149,0.162,0.246,400.86898407,76.40676154,46266.0376,3061.3938,0.67576505,0.31732157,331.318,205.317,0.35,0.095,0.104,0.18,263.80970483,125.84547702,42737.53345,4131.563775,0.81589173,0.35193874,310.5,302.7
97,402.757,278.391,0.277,0.154,0.161,0.171,414.97920953,232.55973581,44506.8344,2042.369075,0.61783781,0.22968207,364.006,187.566,0.288,0.086,0.141,0.136,354.00214972,183.82611795,45599.0378,3050.96675,0.64350398,0.2022356,313.9,306.1
98,361.552,111.268,0.288,0.171,0.216,0.113,359.73043895,207.76277105,43952.1514,5421.3663,0.77933965,0.15020445,362.132,232.233,0.268,0.14,0.131,0.145,381.94634152,273.31304636,44564.76685,3124.898275,0.66298755,0.42810545,317.1,309.3
99,527.622,198.711,0.236,0.23,0.102,0.112,501.95456905,236.28453264,43343.02245,4517.8979,0.72921539,0.23161072,516.076,284.825,0.251,0.179,0.135,0.128,467.03513431,263.71749614,43797.77275,963.355575,0.78688705,0.34355479,319.9,312.4
100,372.911,154.27,0.317,0.161,0.192,0.206,400.49475657,77.6550561,44829.47325,2259.665925,0.73414481,0.20308342,403.936,220.634,0.277,0.173,0.151,0.206,352.95188655,182.8716317,44422.16615,3922.844525,0.73412527,0.17022799,323.2,315.3
