Generation, o25, o50, o75, n25, n50, n75 
84,74.7968610802,81.2083651812,84.1699437223,9.21171043533,10.0870469453,10.4913791867
85,67.7974424236,68.0952754696,84.103936902,8.2561083485,8.29677027976,10.4823675447
86,67.7974424236,68.0952754696,84.103936902,8.2561083485,8.29677027976,10.4823675447
87,63.1206534913,68.9216818963,81.8653167031,7.61760542667,8.40959617926,10.1767378577
88,61.9705562856,68.9216818963,81.8653167031,7.46058734505,8.40959617926,10.1767378577
89,62.510621775,68.1821129625,81.8653167031,7.53432028403,8.30862584856,10.1767378577
90,62.2878736685,71.0230017206,83.0338340036,7.50390939338,8.69648080608,10.3362707597
91,62.1322893122,69.8074517259,81.6688784474,7.48266809566,8.53052672209,10.1499189436
92,61.8324988118,69.8074517259,81.0921170877,7.44173892114,8.53052672209,10.0711760671
93,61.5315276095,61.8324988118,77.0315100822,7.40064855019,7.44173892114,9.51679795108
94,58.8983662594,61.8324988118,75.6844706763,7.04115376862,7.44173892114,9.33289215398
95,58.8761029472,61.8324988118,78.741961036,7.03811424938,7.44173892114,9.75031884491
96,58.8828104794,59.8907626611,78.741961036,7.0390300014,7.17664160253,9.75031884491
97,56.5900810153,58.8828104794,65.1896708232,6.726012997,7.0390300014,7.90007992592
98,55.5446053455,58.4715216244,76.3283458794,6.58327846706,6.98287841119,9.42079780985
99,55.6786851674,58.2080461857,65.3439093696,6.60158383839,6.94690718394,7.9211374857
