Generation, o25, o50, o75, n25, n50, n75 
61,92.7031768546,97.7256493009,131.728499943,6.89807828704,7.32598034953,10.2229379886
62,91.4694670127,97.0427245183,118.67867749,6.79296930108,7.26779686995,9.11112582785
63,90.6078960119,96.9610828094,115.733303036,6.71956561153,7.26084120101,8.86018730762
64,89.4848743692,93.7603621799,110.484256597,6.62388698267,6.98814782669,8.41298170886
65,89.4848743692,93.7603621799,102.150891225,6.62388698267,6.98814782669,7.70299986861
66,89.4848743692,92.299944704,100.36165016,6.62388698267,6.8637239186,7.55056101499
67,90.0776812837,92.299944704,100.869226884,6.67439264579,6.8637239186,7.59380527952
68,85.4927617755,90.0776812837,93.7367051209,6.2837689968,6.67439264579,6.98613230457
69,80.0645233397,85.3946017818,90.0776812837,5.82129668914,6.27540601139,6.67439264579
70,76.5851069784,85.3946017818,89.0387605329,5.52485913709,6.27540601139,6.5858792021
71,76.5851069784,88.131843347,98.829140625,5.52485913709,6.50861213126,7.4199950442
72,83.258028558,86.2369576116,86.3044661556,6.09337532852,6.34717261655,6.35292417527
73,82.2109559276,83.3158467208,86.2369576116,6.00416736513,6.09830129106,6.34717261655
74,74.0353127909,81.6727896613,81.9266814415,5.30762306394,5.95831694828,5.97994789151
75,73.356704934,79.7796044788,83.0376370946,5.24980737561,5.79702231641,6.0745985283
76,65.1834685165,76.2722285519,83.0376370946,4.55346812086,5.49820267945,6.0745985283
77,64.6429900401,77.5977388369,80.4331042946,4.5074207095,5.61113283305,5.85269886258
78,61.3896358849,77.6136036353,80.4331042946,4.23024309072,5.6124844741,5.85269886258
79,61.216670675,77.6136036353,78.4976823241,4.21550688842,5.6124844741,5.68780576225
80,67.6608970469,75.1930713649,78.4976823241,4.76453882143,5.40626119227,5.68780576225
81,61.2958077562,75.1930713649,78.6564274939,4.22224916936,5.40626119227,5.70133045279
82,61.2958077562,74.6006721505,77.7216228468,4.22224916936,5.35579026418,5.62168744015
83,61.0072731905,74.3318061234,76.9868396328,4.19766674764,5.33288355264,5.55908575221
84,60.1779491618,61.0072731905,73.3178699489,4.12701041928,4.19766674764,5.24649873223
85,60.1779491618,61.3201614318,64.6757635764,4.12701041928,4.22432404147,4.51021293264
86,61.3201614318,67.2716883301,67.6700465676,4.22432404147,4.7313792144,4.76531833766
87,61.3201614318,66.9925901198,67.2716883301,4.22432404147,4.7076007465,4.7313792144
88,62.6830065562,65.0874285567,66.8423193991,4.3404350298,4.54528575703,4.69479805778
89,62.122115714,63.3388620912,66.7761429846,4.29264853604,4.39631227734,4.68915999315
90,61.2162437546,64.353226036,66.7761429846,4.21547051587,4.48273354271,4.68915999315
91,61.2162437546,61.8340398825,65.9863471602,4.21547051587,4.26810519732,4.62187136871
92,51.872007087,60.0146920624,66.9076194652,3.41936497518,4.11310132364,4.70036145972
93,51.872007087,60.700764973,66.9076194652,3.41936497518,4.17155301584,4.70036145972
94,51.7427832543,59.3788903608,66.4476584663,3.40835542856,4.05893261245,4.66117393561
95,53.5497190801,58.8762422841,66.8742780276,3.56230183144,4.01610825631,4.69752085281
96,53.5497190801,58.8762422841,66.5875779985,3.56230183144,4.01610825631,4.67309472901
97,53.5497190801,55.2265074649,65.2650852488,3.56230183144,3.70515999859,4.56042166186
98,50.9932773093,54.6406935446,61.2349336015,3.34449940085,3.65525012105,4.21706284397
99,51.4045554516,54.6406935446,65.2650852488,3.37953926762,3.65525012105,4.56042166186
