Generation, o25, o50, o75, n25, n50, n75 
83,62.7697021087,74.8915742758,78.6948962053,4.34610977178,5.37853237484,5.70246216659
84,64.2427765543,74.6656098326,78.6948962053,4.47157185657,5.35928693194,5.70246216659
85,64.2427765543,74.6656098326,78.6948962053,4.47157185657,5.35928693194,5.70246216659
86,64.2427765543,72.5476106406,78.6948962053,4.47157185657,5.17889646016,5.70246216659
87,64.2427765543,72.1234247026,79.0653982209,4.47157185657,5.14276844757,5.73401790734
88,63.5107691849,70.8347770829,78.5849615566,4.40922662281,5.03301403739,5.69309900762
89,62.7146532032,68.6531704156,77.3179521138,4.341421244,4.8472061025,5.58518752588
90,62.7146532032,68.0302653709,75.2826801757,4.341421244,4.7941531385,5.41184295308
91,55.1011184477,68.0302653709,74.472172932,3.69297476128,4.7941531385,5.34281186723
92,52.8793783968,67.529810404,73.6293729637,3.50374865701,4.75152927541,5.27103040268
93,60.6345111337,67.529810404,71.3715759376,4.16425507194,4.75152927541,5.07873331765
94,52.6018564036,63.8915455939,66.9046831366,3.48011204587,4.44165743597,4.6982870442
95,50.3229951943,61.2218681295,63.8915455939,3.28602091957,4.21428040055,4.44165743597
96,50.4902618554,59.1745282055,60.2457758352,3.30026705905,4.03990799465,4.13114639835
97,55.171261184,59.1745282055,73.736932824,3.69894883405,4.03990799465,5.28019130039
98,50.4902618554,58.1743980421,73.3409478295,3.30026705905,3.95472668169,5.24646516856
99,49.8309678712,57.7141709964,72.9043890417,3.24411484082,3.91552903978,5.20928335753
