Generation, o25, o50, o75, n25, n50, n75 
27,222.692281091,259.947553199,302.711375041,25.6152920742,30.0678934109,35.1788546124
28,229.449664492,229.698796134,282.370054009,26.4229075515,26.4526827704,32.7477411594
29,217.752416938,217.869603011,270.954304615,25.0248992389,25.0389048504,31.3833763827
30,214.706411317,217.634195271,268.477683757,24.6608528118,25.0107698574,31.0873805487
31,216.283522579,217.64945211,264.583608461,24.8493428514,25.0125932939,30.6219762209
32,209.835668471,214.8137051,249.407120824,24.0787210791,24.6736761362,28.8081430286
33,214.8137051,215.660426005,246.113990871,24.6736761362,24.7748728374,28.4145612884
34,201.431873113,214.8137051,229.024950854,23.0743330199,24.6736761362,26.3721474736
35,177.104454985,180.940579407,213.688472845,20.1668171613,20.625295432,24.539192871
36,175.595849477,179.385743804,211.341893088,19.9865146558,20.4394676901,24.2587390299
37,172.537372839,175.952092861,185.945207952,19.6209777426,20.0290914424,21.2234286488
38,171.722029092,173.061907758,194.845240235,19.5235311142,19.6836680613,22.2871249633
39,164.324887292,169.01242008,186.821154256,18.6394542681,19.1996894665,21.3281182527
40,162.828623105,165.437852692,195.336493854,18.4606267481,18.7724714479,22.3458376339
41,163.28294965,168.365694239,193.770106572,18.5149260423,19.1223953766,22.1586292816
42,161.432941047,168.876194636,188.099718573,18.2938204024,19.1834083454,21.4809271537
43,155.340139083,158.018994867,164.004424253,17.5656330444,17.8857991891,18.6011538055
44,154.570417547,160.398187335,188.097761376,17.4736390004,18.1701507712,21.4806932374
45,151.657241401,158.442868884,159.508468165,17.1254678217,17.9364589189,18.0638150892
46,151.657241401,157.566845354,158.442868884,17.1254678217,17.8317600852,17.9364589189
47,156.697293271,158.059769286,161.009883817,17.7278346928,17.8906723848,18.2432582918
48,154.916434223,156.995927619,157.94396229,17.5149935316,17.7635262775,17.8768315952
49,151.614835645,153.170514477,153.616636542,17.1203996551,17.3063281762,17.3596469038
50,149.340325575,150.580114578,156.478715992,16.8485592952,16.9967339255,17.7017112094
51,149.340325575,150.389578817,156.478715992,16.8485592952,16.9739618524,17.7017112094
52,122.718929589,144.985001719,147.318915691,13.6668763644,16.3280283817,16.6069684588
53,122.718929589,143.762468969,143.859351203,13.6668763644,16.1819161498,16.1934951275
54,120.583216251,129.016737654,142.502658726,13.4116244355,14.4195652328,16.0313486609
55,117.4453206,121.757526631,121.970592646,13.036595679,13.5519733223,13.5774381216
56,107.408858184,111.575283032,127.094179836,11.8370777735,12.335032232,14.1897888004
57,102.52463259,107.218970547,125.221438025,11.2533346366,11.8143831615,13.9659661783
58,102.52463259,106.862900287,118.947595429,11.2533346366,11.7718270661,13.216141567
59,102.52463259,105.505742551,118.947595429,11.2533346366,11.6096249935,13.216141567
60,101.577297148,104.266851359,118.72683684,11.1401128878,11.461557666,13.1897573821
61,94.5471989017,101.443793609,114.100024561,10.2999036215,11.1241570781,12.6367792565
62,92.4477429995,101.260035354,110.717255484,10.0489850366,11.1021950253,12.2324842062
63,90.331019462,101.511908475,105.776315822,9.79600269288,11.1322978948,11.6419628302
64,99.30871078,103.482207233,105.509297155,10.8689805052,11.3677801337,11.6100498256
65,98.2173317664,102.857552449,105.509297155,10.7385432441,11.2931238886,11.6100498256
66,90.6466681447,102.309788908,112.218843643,9.83372776285,11.2276573778,12.411948026
67,82.282311206,103.389327432,112.070518304,8.8340532261,11.3566795108,12.3942207739
68,82.282311206,91.69332097,107.338753132,8.8340532261,9.95881952852,11.8286990976
69,81.3025074083,91.69332097,107.338753132,8.71695098922,9.95881952852,11.8286990976
70,78.079863132,91.69332097,94.0761069738,8.33179341553,9.95881952852,10.2436005956
71,78.079863132,88.0817872388,91.8014102098,8.33179341553,9.52718344029,9.97173792279
72,77.7464317847,86.1358372687,90.114223657,8.29194303251,9.29461127137,9.77009212408
73,81.6359539363,86.8299011577,90.6439748527,8.75680318656,9.37756301551,9.83340587133
74,80.0682498515,86.7538651123,90.6439748527,8.56943745526,9.36847549103,9.83340587133
75,78.5489342116,88.9504959542,89.2930135123,8.38785491765,9.63100803661,9.67194436724
76,77.1319766708,88.6407894969,88.9504959542,8.21850581124,9.5939931577,9.63100803661
77,76.3544068943,77.1319766708,85.5177752987,8.12557377692,8.21850581124,9.22074297305
78,71.8997477627,75.1105954569,85.5177752987,7.59317070799,7.9769184013,9.22074297305
79,71.8997477627,78.5386284466,85.0844108718,7.59317070799,8.38662321377,9.16894898746
80,70.9335944197,83.329697833,83.5909869506,7.47769991894,8.95923269283,8.99046092466
81,70.9335944197,81.7867884872,85.7708431389,7.47769991894,8.7748303297,9.25098863064
82,69.3606321743,82.6945934459,84.3428574915,7.28970575328,8.88332755289,9.08032148897
83,70.8479515316,79.2710041296,81.6575484674,7.46746422299,8.47415383053,8.75938407869
84,68.8137598488,77.1791674358,81.6859150344,7.22434575697,8.22414586301,8.76277433748
85,68.8137598488,77.1791674358,83.5658473907,7.22434575697,8.22414586301,8.98745634487
86,68.538619376,77.1791674358,83.5658473907,7.19146206649,8.22414586301,8.98745634487
87,68.538619376,83.29211561,85.2946408849,7.19146206649,8.95474101563,9.19407483904
88,68.2129411527,82.9532086977,92.026133891,7.15253830589,8.91423621495,9.9985959997
89,67.4078015047,82.7966305085,92.7664410083,7.05631123063,8.89552261511,10.0870745498
90,68.1702167908,70.2539987549,81.3274253462,7.14743206078,7.39647735917,8.71992908164
91,67.2468038537,67.5322125464,74.7300835895,7.03706943436,7.07118034148,7.93144114256
92,66.0578230068,72.6606913748,74.7300835895,6.89496719195,7.68411564955,7.93144114256
93,65.0977378056,70.6307114748,74.2446230027,6.78022164297,7.44150055899,7.87342083199
94,57.7309002628,69.4709795929,73.1115102773,5.89976664065,7.30289403606,7.73799572434
95,57.7309002628,65.418726581,71.8379986962,5.89976664065,6.81858493948,7.58579070617
96,57.1282870742,59.2313115668,71.8379986962,5.82774471899,6.07908980754,7.58579070617
97,57.1044857216,59.2313115668,71.4883298922,5.82490007638,6.07908980754,7.54399968718
98,55.8687111487,57.1044857216,70.7916211512,5.67720523473,5.82490007638,7.46073184089
99,56.2601495379,57.1044857216,70.7916211512,5.72398838772,5.82490007638,7.46073184089
