Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
14,0.052,0.66,0.039,2.471,0.226,54.624,0.00027,0.01712,0.081,1.382,0.103,4.692,0.26,16.828,0.00046,0.02151
15,0.05,0.337,0.042,3.058,0.071,40.368,0.00022,0.03174,0.08,1.415,0.089,4.462,0.21,40.542,0.00042,0.02846
16,0.048,0.483,0.034,2.003,0.115,52.433,0.00017,0.02902,0.067,0.606,0.076,3.705,0.115,20.71,0.00041,0.02682
17,0.044,0.701,0.026,1.883,0.166,45.275,0.00014,0.02081,0.064,1.077,0.075,3.391,0.166,47.811,0.00037,0.02319
18,0.041,0.7,0.027,2.503,0.071,28.238,0.00011,0.01646,0.06,0.745,0.06,2.435,0.213,47.158,0.00035,0.02832
19,0.04,0.679,0.027,2.611,0.093,30.903,9e-05,0.00511,0.058,0.515,0.048,2.864,0.123,35.772,0.00027,0.02254
20,0.037,0.686,0.029,2.172,0.071,34.612,0.00012,0.00647,0.055,0.643,0.042,2.71,0.071,47.381,0.00026,0.02288
21,0.037,0.807,0.023,2.155,0.052,25.148,0.00013,0.01157,0.052,0.733,0.037,1.647,0.14,55.658,0.00022,0.02346
22,0.036,0.53,0.018,2.028,0.071,36.579,0.0001,0.01347,0.05,1.472,0.027,1.72,0.035,51.197,0.00024,0.02514
23,0.034,0.752,0.019,1.407,0.083,26.012,8e-05,0.00978,0.049,0.838,0.025,1.37,0.187,49.013,0.00021,0.02432
24,0.033,0.87,0.018,1.737,0.213,45.511,6e-05,0.01012,0.049,1.136,0.023,1.341,0.187,22.966,0.0002,0.02233
25,0.032,0.904,0.013,1.815,0.202,23.664,5e-05,0.00963,0.047,1.221,0.025,1.229,0.279,45.608,0.0002,0.01723
26,0.031,0.993,0.014,1.66,0.356,52.616,4e-05,0.01097,0.046,1.111,0.02,1.552,0.32,60.853,0.00018,0.01123
27,0.029,0.915,0.011,2.119,0.356,46.881,4e-05,0.011,0.047,1.241,0.018,1.445,0.298,53.444,0.00017,0.01051
28,0.028,0.861,0.009,2.187,0.32,50.928,6e-05,0.0111,0.043,1.347,0.018,1.311,0.328,68.507,0.00017,0.01248
29,0.028,0.75,0.008,2.063,0.187,43.039,6e-05,0.01082,0.04,1.358,0.015,1.055,0.309,50.933,0.00016,0.00945
30,0.028,0.763,0.006,1.983,0.209,17.099,5e-05,0.01115,0.04,1.341,0.014,1.122,0.29,45.404,0.00016,0.00863
31,0.028,1.025,0.006,1.902,0.14,16.553,6e-05,0.01058,0.039,1.371,0.014,1.566,0.393,58.646,0.00016,0.0085
32,0.028,0.99,0.007,1.923,0.166,32.951,7e-05,0.01085,0.035,1.816,0.014,1.719,0.393,38.996,0.00015,0.00771
33,0.028,0.687,0.004,1.589,0.071,14.189,6e-05,0.01166,0.035,1.254,0.011,1.235,0.525,46.22,0.00014,0.00878
34,0.027,0.398,0.006,1.381,0.239,51.729,5e-05,0.01144,0.034,1.137,0.009,1.285,0.264,31.841,0.00012,0.01118
35,0.027,0.635,0.004,1.455,0.213,52.025,3e-05,0.01223,0.034,1.078,0.007,1.375,0.129,38.782,0.00011,0.01345
36,0.028,0.409,0.004,1.28,0.118,44.458,3e-05,0.0124,0.033,1.102,0.007,1.105,0.459,49.502,0.0001,0.0127
37,0.027,0.519,0.005,1.309,0.235,45.404,3e-05,0.00978,0.032,0.509,0.008,1.177,0.301,56.281,9e-05,0.01253
38,0.027,0.489,0.005,0.843,0.148,42.093,3e-05,0.00986,0.029,0.471,0.009,1.062,0.459,79.614,8e-05,0.01257
39,0.026,0.598,0.004,1.047,0.118,32.161,3e-05,0.00987,0.029,0.421,0.008,0.991,0.525,76.158,8e-05,0.01085
40,0.024,0.653,0.002,1.238,0.14,21.068,2e-05,0.01146,0.028,0.22,0.007,0.892,0.503,72.847,8e-05,0.00971
41,0.024,0.798,0.001,0.654,0.14,22.159,2e-05,0.01075,0.027,0.279,0.006,0.966,0.525,29.541,8e-05,0.01014
42,0.023,0.893,0.002,0.665,0.187,23.846,2e-05,0.00581,0.027,0.412,0.005,0.861,0.467,54.032,7e-05,0.01038
43,0.021,0.63,0.003,0.416,0.071,28.635,2e-05,0.00415,0.025,0.44,0.006,0.786,0.569,27.188,7e-05,0.00978
44,0.023,0.606,0.003,0.591,0.071,18.703,2e-05,0.00445,0.024,1.336,0.007,0.663,0.613,25.934,8e-05,0.00987
45,0.023,0.653,0.002,0.902,0.093,16.553,2e-05,0.00438,0.025,1.814,0.007,1.142,0.702,44.042,8e-05,0.00901
46,0.022,0.801,0.001,1.113,0.093,38.427,2e-05,0.00623,0.026,1.641,0.005,0.913,0.569,42.637,8e-05,0.00881
47,0.021,0.844,0.002,0.689,0.166,17.645,2e-05,0.00607,0.025,1.806,0.005,0.924,0.525,46.457,7e-05,0.01005
48,0.02,0.861,0.002,0.657,0.118,35.472,3e-05,0.00552,0.024,1.811,0.004,1.155,0.393,39.728,7e-05,0.01066
49,0.019,1.052,0.002,0.69,0.071,43.802,3e-05,0.00447,0.024,1.707,0.004,0.816,0.569,34.158,7e-05,0.00942
50,0.018,1.056,0.002,0.673,0.093,43.802,2e-05,0.00462,0.023,1.788,0.004,0.931,0.613,32.55,7e-05,0.00943
51,0.018,1.049,0.002,0.81,0.29,20.664,2e-05,0.00477,0.022,1.587,0.004,0.863,0.404,43.237,7e-05,0.00929
52,0.017,1.003,0.001,0.718,0.32,53.917,2e-05,0.00461,0.022,1.465,0.004,0.857,0.503,59.791,7e-05,0.00934
53,0.017,0.976,0.001,0.597,0.26,26.485,2e-05,0.00488,0.024,1.831,0.003,0.98,0.481,84.093,6e-05,0.00942
54,0.016,1.084,0.002,0.69,0.217,26.485,2e-05,0.00474,0.023,1.731,0.004,0.705,0.481,74.369,6e-05,0.00859
55,0.017,1.06,0.001,0.485,0.243,16.553,2e-05,0.00509,0.022,1.345,0.003,0.959,0.481,67.881,6e-05,0.00855
56,0.017,1.041,0.0,0.619,0.235,27.947,1e-05,0.00207,0.022,1.338,0.003,0.678,0.254,64.728,6e-05,0.00843
57,0.016,0.954,0.001,0.738,0.26,34.698,1e-05,0.00518,0.022,1.16,0.003,0.888,0.37,69.367,6e-05,0.00839
58,0.017,0.962,0.001,0.614,0.213,37.181,1e-05,0.0051,0.022,1.177,0.002,0.617,0.481,83.883,6e-05,0.00841
59,0.015,1.112,0.001,0.832,0.166,57.249,2e-05,0.0059,0.021,1.34,0.002,0.465,0.437,61.181,5e-05,0.00828
60,0.015,1.134,0.001,0.816,0.26,49.95,2e-05,0.00575,0.022,1.333,0.003,0.589,0.355,60.853,5e-05,0.00855
61,0.016,1.161,0.0,1.124,0.213,47.113,2e-05,0.00436,0.022,1.122,0.002,0.617,0.355,71.337,6e-05,0.0083
62,0.015,1.004,0.0,1.054,0.273,45.849,2e-05,0.00449,0.021,1.004,0.002,0.673,0.326,58.646,6e-05,0.00912
63,0.014,0.841,0.001,1.056,0.26,49.95,2e-05,0.0045,0.021,1.022,0.002,0.771,0.364,60.853,6e-05,0.00923
64,0.014,0.87,0.0,0.789,0.32,66.805,3e-05,0.00409,0.02,1.327,0.002,0.62,0.437,70.246,6e-05,0.00913
65,0.013,0.883,0.0,0.967,0.196,69.288,3e-05,0.00406,0.019,1.272,0.002,0.771,0.279,70.246,6e-05,0.00933
66,0.012,0.852,0.001,0.948,0.29,71.834,3e-05,0.00388,0.02,1.318,0.002,0.635,0.345,59.762,4e-05,0.01095
67,0.012,0.981,0.001,1.267,0.326,62.816,1e-05,0.00408,0.019,1.106,0.002,0.752,0.32,82.373,4e-05,0.01092
68,0.01,0.811,0.002,1.176,0.187,69.288,1e-05,0.00425,0.018,1.019,0.001,0.906,0.533,77.407,3e-05,0.01109
69,0.011,0.917,0.001,1.271,0.118,49.621,2e-05,0.00329,0.016,0.974,0.001,0.876,0.456,78.007,5e-05,0.01087
70,0.01,0.895,0.001,1.278,0.071,44.84,2e-05,0.00331,0.016,1.043,0.002,0.998,0.406,75.642,5e-05,0.0121
71,0.011,1.242,0.001,1.424,0.071,30.533,1e-05,0.00318,0.018,1.054,0.002,1.113,0.387,78.401,5e-05,0.01133
72,0.012,1.208,0.001,1.405,0.071,32.898,1e-05,0.00295,0.018,0.997,0.002,1.126,0.411,80.008,5e-05,0.0096
73,0.012,1.282,0.001,1.305,0.071,48.15,1e-05,0.00298,0.017,0.992,0.002,1.122,0.331,85.132,3e-05,0.0096
74,0.011,1.299,0.001,1.261,0.071,21.01,1e-05,0.0049,0.016,0.931,0.002,0.976,0.29,85.132,3e-05,0.00755
75,0.011,1.372,0.002,1.282,0.118,34.171,1e-05,0.00469,0.016,1.096,0.002,0.767,0.44,82.767,3e-05,0.00801
76,0.011,1.386,0.001,1.234,0.071,29.56,1e-05,0.00469,0.015,1.076,0.002,1.029,0.423,58.489,3e-05,0.00798
77,0.011,1.12,0.001,1.299,0.071,46.468,1e-05,0.00471,0.015,1.013,0.001,1.118,0.326,63.376,2e-05,0.00812
78,0.01,1.236,0.001,1.364,0.071,34.053,1e-05,0.00494,0.015,1.115,0.001,1.242,0.423,60.696,2e-05,0.00812
79,0.01,1.176,0.002,1.358,0.071,20.301,1e-05,0.0055,0.015,1.12,0.002,1.034,0.393,51.466,2e-05,0.0069
80,0.01,1.053,0.002,1.363,0.071,20.301,1e-05,0.00531,0.014,1.085,0.002,1.141,0.489,53.272,2e-05,0.0072
81,0.008,1.078,0.002,1.815,0.071,55.363,1e-05,0.00545,0.014,1.13,0.002,0.797,0.525,49.66,2e-05,0.0072
82,0.007,1.338,0.003,2.043,0.035,14.507,1e-05,0.00528,0.014,1.249,0.002,1.148,0.525,50.815,2e-05,0.00709
83,0.006,1.359,0.003,2.101,0.071,25.027,1e-05,0.00618,0.013,1.305,0.003,1.214,0.579,62.344,2e-05,0.00723
84,0.007,1.544,0.004,2.927,0.0,54.587,1e-05,0.00595,0.013,1.18,0.003,0.979,0.668,75.587,2e-05,0.00716
85,0.006,1.552,0.004,3.216,0.0,54.587,1e-05,0.00683,0.013,1.234,0.003,1.061,0.668,69.044,2e-05,0.0071
86,0.004,1.643,0.004,3.316,0.0,70.864,1e-05,0.00692,0.012,1.219,0.003,1.135,0.724,75.587,2e-05,0.00703
87,0.004,1.64,0.003,3.151,0.0,69.485,1e-05,0.00686,0.011,1.245,0.003,1.212,0.579,64.709,0.0,0.00694
88,0.004,1.655,0.004,3.244,0.0,122.18,1e-05,0.00681,0.012,1.327,0.003,1.198,0.579,66.536,0.0,0.00688
89,0.002,1.696,0.005,3.331,0.0,147.01,1e-05,0.00636,0.01,1.272,0.003,1.363,0.506,57.485,0.0,0.00702
90,0.002,1.763,0.005,3.404,0.071,130.732,1e-05,0.00647,0.009,1.242,0.004,1.309,0.657,73.308,0.0,0.00686
91,0.002,1.784,0.005,4.077,0.071,147.01,1e-05,0.00652,0.009,1.161,0.003,0.894,0.558,73.415,0.0,0.00656
92,0.002,1.841,0.005,4.162,0.071,141.28,0.0,0.00653,0.009,1.216,0.003,0.843,0.345,77.801,0.0,0.00903
93,0.002,1.798,0.005,5.022,0.071,141.28,0.0,0.00664,0.009,1.345,0.004,0.823,0.345,82.767,0.0,0.00703
94,0.002,1.793,0.005,5.448,0.071,132.112,0.0,0.00633,0.006,1.337,0.004,1.019,0.345,82.767,1e-05,0.00754
95,0.001,1.782,0.005,4.535,0.071,132.112,0.0,0.00634,0.005,1.208,0.005,1.014,0.345,82.767,1e-05,0.0073
96,0.001,1.806,0.005,4.938,0.071,148.177,0.0,0.00631,0.005,1.193,0.005,0.745,0.326,82.767,1e-05,0.00683
97,0.001,1.878,0.005,5.013,0.071,147.995,0.0,0.00639,0.005,1.135,0.005,0.832,0.459,82.767,1e-05,0.00693
98,0.001,2.189,0.005,6.404,0.071,147.995,0.0,0.0101,0.005,1.135,0.005,0.928,0.525,80.008,1e-05,0.00718
99,0.0,2.552,0.005,17.638,0.071,146.616,0.0,0.00991,0.004,1.021,0.004,0.829,0.558,71.022,1e-05,0.00696
100,0.0,2.764,0.005,17.854,0.071,156.003,0.0,0.01007,0.003,0.885,0.004,0.963,0.569,77.249,1e-05,0.00662
