Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
23,0.052,0.92,0.152,2.861,0.025,1.133,0.0,0.0001,0.051,1.364,0.145,2.964,0.025,0.58,0.0,0.0001
24,0.048,0.967,0.15,3.36,0.023,0.838,0.0,0.00011,0.049,1.099,0.142,3.102,0.025,0.638,0.0,9e-05
25,0.046,1.014,0.139,3.288,0.021,0.984,0.0,7e-05,0.049,1.013,0.138,2.965,0.023,0.53,0.0,9e-05
26,0.044,0.867,0.139,3.426,0.021,0.869,0.0,6e-05,0.047,0.753,0.129,3.297,0.02,0.562,0.0,0.0001
27,0.043,0.834,0.138,2.827,0.02,0.766,0.0,6e-05,0.044,0.683,0.123,3.483,0.019,0.578,0.0,0.0001
28,0.041,0.957,0.135,2.229,0.021,0.582,0.0,7e-05,0.041,0.324,0.125,3.286,0.018,0.67,0.0,0.0001
29,0.039,1.109,0.126,2.524,0.02,0.553,0.0,7e-05,0.04,0.415,0.121,3.347,0.017,0.524,0.0,0.00011
30,0.037,0.951,0.113,2.303,0.019,0.567,0.0,0.00011,0.038,0.452,0.116,3.584,0.016,0.561,0.0,0.00012
31,0.034,0.982,0.108,2.97,0.018,0.633,0.0,0.00012,0.035,0.576,0.113,2.645,0.016,0.439,0.0,0.00011
32,0.034,0.865,0.107,2.79,0.017,0.654,0.0,0.00012,0.034,0.462,0.108,2.457,0.015,0.32,0.0,0.00013
33,0.033,1.021,0.107,2.667,0.017,0.638,0.0,0.00012,0.033,0.441,0.103,3.047,0.014,0.31,0.0,0.00012
34,0.032,0.533,0.099,2.856,0.016,0.624,0.0,0.00013,0.032,0.783,0.101,2.84,0.014,0.374,0.0,0.00011
35,0.031,0.483,0.097,2.493,0.014,0.498,0.0,0.00012,0.03,0.731,0.095,3.733,0.014,0.332,0.0,0.00011
36,0.028,0.562,0.095,2.122,0.014,0.614,0.0,0.00011,0.029,0.747,0.09,3.511,0.012,0.389,0.0,0.0001
37,0.027,0.564,0.091,2.7,0.014,0.577,0.0,8e-05,0.029,0.783,0.089,3.603,0.012,0.375,0.0,0.0001
38,0.026,0.677,0.081,3.719,0.013,0.414,0.0,9e-05,0.027,0.585,0.09,3.853,0.012,0.361,0.0,0.00011
39,0.026,0.735,0.076,3.812,0.013,0.348,0.0,0.0001,0.026,0.535,0.09,3.868,0.012,0.263,0.0,0.0001
40,0.025,0.728,0.073,3.575,0.012,0.351,0.0,0.00014,0.025,0.527,0.086,3.337,0.012,0.275,0.0,0.0001
41,0.023,0.756,0.07,3.92,0.012,0.315,0.0,0.00013,0.025,0.463,0.086,3.168,0.012,0.246,0.0,0.00011
42,0.022,0.856,0.07,4.09,0.011,0.347,0.0,0.00013,0.023,0.496,0.085,3.422,0.011,0.19,0.0,0.00011
43,0.022,0.766,0.071,3.503,0.01,0.383,0.0,0.00011,0.022,0.482,0.08,3.517,0.011,0.225,0.0,0.0001
44,0.02,0.674,0.074,2.938,0.01,0.345,0.0,0.00011,0.021,0.572,0.075,3.785,0.01,0.203,0.0,0.0001
45,0.02,0.738,0.068,2.683,0.009,0.38,0.0,0.00011,0.02,0.525,0.072,3.94,0.01,0.208,0.0,9e-05
46,0.019,0.81,0.063,3.506,0.009,0.439,0.0,0.00011,0.02,0.56,0.068,3.483,0.009,0.283,0.0,9e-05
47,0.018,0.899,0.064,3.438,0.009,0.408,0.0,0.00014,0.019,0.533,0.068,3.586,0.009,0.303,0.0,8e-05
48,0.017,0.896,0.062,3.846,0.008,0.361,0.0,0.00016,0.019,0.59,0.068,2.992,0.009,0.302,0.0,9e-05
49,0.017,0.704,0.056,3.338,0.008,0.367,0.0,0.00014,0.018,0.679,0.063,3.139,0.009,0.31,0.0,8e-05
50,0.016,0.627,0.051,3.515,0.008,0.284,0.0,0.00015,0.018,0.696,0.062,3.359,0.008,0.36,0.0,9e-05
51,0.015,0.711,0.05,3.648,0.007,0.291,0.0,0.00015,0.017,0.688,0.061,3.267,0.008,0.372,0.0,0.0001
52,0.015,0.694,0.049,3.468,0.007,0.234,0.0,0.00015,0.016,0.649,0.062,2.527,0.008,0.338,0.0,8e-05
53,0.013,0.824,0.048,4.237,0.007,0.22,0.0,0.00016,0.016,0.564,0.062,2.896,0.008,0.385,0.0,8e-05
54,0.012,0.792,0.043,3.763,0.006,0.231,0.0,0.00016,0.016,0.373,0.06,3.275,0.008,0.341,0.0,7e-05
55,0.011,0.803,0.041,3.903,0.006,0.133,0.0,0.00016,0.015,0.373,0.056,3.267,0.007,0.332,0.0,7e-05
56,0.011,0.779,0.041,3.833,0.006,0.141,0.0,0.00015,0.014,0.412,0.054,3.228,0.007,0.265,0.0,8e-05
57,0.011,0.739,0.041,3.603,0.006,0.165,0.0,0.00015,0.013,0.313,0.051,3.063,0.007,0.297,0.0,8e-05
58,0.011,0.82,0.041,3.496,0.006,0.161,0.0,0.00014,0.013,0.239,0.049,2.898,0.006,0.214,0.0,8e-05
59,0.011,0.793,0.042,3.509,0.006,0.262,0.0,0.00015,0.012,0.342,0.051,2.681,0.006,0.195,0.0,6e-05
60,0.01,0.692,0.04,3.326,0.006,0.234,0.0,0.00015,0.012,0.328,0.05,3.08,0.006,0.212,0.0,6e-05
61,0.01,0.367,0.039,3.378,0.006,0.233,0.0,0.00015,0.012,0.337,0.047,2.815,0.006,0.244,0.0,5e-05
62,0.01,0.372,0.037,3.246,0.005,0.181,0.0,0.00014,0.011,0.31,0.048,2.779,0.006,0.231,0.0,7e-05
63,0.01,0.343,0.038,3.03,0.005,0.201,0.0,0.00014,0.011,0.334,0.048,2.779,0.005,0.223,0.0,8e-05
64,0.01,0.397,0.037,2.945,0.005,0.214,0.0,0.00014,0.01,0.37,0.048,2.906,0.005,0.264,0.0,8e-05
65,0.01,0.422,0.037,2.654,0.004,0.213,0.0,0.00015,0.01,0.455,0.049,2.887,0.005,0.314,0.0,7e-05
66,0.01,0.346,0.035,2.575,0.004,0.231,0.0,0.00013,0.01,0.462,0.049,2.669,0.005,0.338,0.0,7e-05
67,0.01,0.331,0.034,2.276,0.004,0.226,0.0,0.00014,0.01,0.448,0.048,2.125,0.005,0.332,0.0,7e-05
68,0.009,0.307,0.034,2.019,0.004,0.204,0.0,0.00014,0.01,0.413,0.045,2.115,0.005,0.278,0.0,7e-05
69,0.009,0.316,0.032,1.784,0.004,0.182,0.0,0.00013,0.009,0.394,0.043,2.629,0.004,0.27,0.0,7e-05
70,0.008,0.318,0.031,2.385,0.004,0.144,0.0,0.00012,0.008,0.226,0.042,2.451,0.004,0.244,0.0,8e-05
71,0.008,0.318,0.031,2.197,0.004,0.152,0.0,0.00012,0.008,0.256,0.039,2.276,0.004,0.267,0.0,8e-05
72,0.007,0.438,0.031,2.402,0.004,0.141,0.0,0.00012,0.008,0.324,0.037,2.451,0.004,0.241,0.0,8e-05
73,0.007,0.439,0.03,2.215,0.004,0.143,0.0,0.00011,0.008,0.343,0.037,2.782,0.004,0.247,0.0,7e-05
74,0.007,0.413,0.028,1.987,0.003,0.156,0.0,0.00012,0.007,0.373,0.037,2.536,0.004,0.23,0.0,7e-05
75,0.007,0.428,0.025,2.169,0.003,0.111,0.0,0.00012,0.007,0.343,0.037,2.481,0.004,0.23,0.0,7e-05
76,0.007,0.36,0.026,2.468,0.003,0.088,0.0,0.00012,0.007,0.339,0.029,2.237,0.004,0.209,0.0,6e-05
77,0.006,0.206,0.029,2.188,0.003,0.151,0.0,0.00014,0.007,0.352,0.029,2.358,0.004,0.248,0.0,6e-05
78,0.006,0.215,0.025,1.709,0.003,0.108,0.0,0.00013,0.007,0.348,0.029,1.989,0.003,0.261,0.0,4e-05
79,0.005,0.2,0.025,1.761,0.003,0.092,0.0,0.00013,0.006,0.33,0.029,1.374,0.003,0.261,0.0,4e-05
80,0.005,0.133,0.025,1.801,0.002,0.127,0.0,0.00013,0.006,0.306,0.03,1.34,0.003,0.237,0.0,4e-05
81,0.005,0.233,0.025,2.595,0.002,0.183,0.0,0.00015,0.006,0.279,0.027,1.246,0.002,0.21,0.0,4e-05
82,0.005,0.258,0.021,2.046,0.002,0.219,0.0,0.00013,0.006,0.263,0.025,1.215,0.002,0.185,0.0,3e-05
83,0.005,0.362,0.018,1.899,0.002,0.188,0.0,0.00013,0.006,0.231,0.025,1.342,0.002,0.196,0.0,3e-05
84,0.005,0.39,0.017,2.021,0.002,0.174,0.0,0.00011,0.005,0.245,0.023,1.304,0.002,0.177,0.0,5e-05
85,0.004,0.351,0.015,2.032,0.001,0.162,0.0,0.00011,0.005,0.281,0.022,1.957,0.002,0.189,0.0,4e-05
86,0.004,0.341,0.015,2.068,0.001,0.182,0.0,0.0001,0.005,0.16,0.024,1.957,0.002,0.192,0.0,4e-05
87,0.004,0.347,0.013,2.022,0.001,0.192,0.0,8e-05,0.004,0.177,0.024,1.512,0.002,0.163,0.0,4e-05
88,0.003,0.328,0.013,2.001,0.001,0.15,0.0,0.00011,0.004,0.184,0.024,1.512,0.002,0.154,0.0,6e-05
89,0.003,0.333,0.014,1.999,0.001,0.162,0.0,0.0001,0.004,0.153,0.024,1.517,0.002,0.156,0.0,6e-05
90,0.003,0.207,0.011,1.925,0.001,0.164,0.0,9e-05,0.004,0.142,0.021,2.011,0.001,0.21,0.0,8e-05
91,0.002,0.239,0.01,1.933,0.001,0.167,0.0,0.0001,0.004,0.166,0.022,2.065,0.001,0.205,0.0,7e-05
92,0.002,0.216,0.008,2.264,0.001,0.122,0.0,0.0001,0.003,0.131,0.019,1.96,0.001,0.23,0.0,6e-05
93,0.002,0.272,0.007,1.923,0.001,0.13,0.0,0.00012,0.003,0.142,0.019,1.988,0.001,0.229,0.0,6e-05
94,0.001,0.291,0.007,2.357,0.001,0.142,0.0,0.00012,0.003,0.209,0.015,2.28,0.001,0.216,0.0,6e-05
95,0.001,0.271,0.005,2.479,0.0,0.106,0.0,0.00013,0.002,0.324,0.013,2.423,0.001,0.218,0.0,6e-05
96,0.0,0.282,0.005,2.573,0.0,0.114,0.0,0.00015,0.002,0.345,0.014,2.671,0.001,0.192,0.0,6e-05
97,0.0,0.282,0.001,2.531,0.0,0.114,0.0,0.0001,0.002,0.298,0.014,2.497,0.0,0.192,0.0,6e-05
98,0.0,0.271,0.001,2.247,0.0,0.092,0.0,0.0001,0.002,0.298,0.014,2.558,0.0,0.19,0.0,6e-05
99,0.0,0.255,0.0,2.338,0.0,0.067,0.0,0.0001,0.001,0.31,0.014,2.497,0.0,0.198,0.0,7e-05
100,0.0,0.257,0.0,2.573,0.0,0.058,0.0,9e-05,0.001,0.297,0.012,2.497,0.0,0.195,0.0,7e-05
