Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
42,0.119,1.933,0.003,1.762,0.659,50.815,1e-05,0.00194,0.117,1.091,0.0,0.878,0.582,25.895,1e-05,0.00155
43,0.114,1.796,0.005,1.162,0.697,46.841,1e-05,0.00222,0.117,1.168,0.001,0.955,0.739,18.616,2e-05,0.00143
44,0.11,2.124,0.006,1.322,0.662,46.841,1e-05,0.00205,0.117,1.482,0.002,0.889,0.8,24.244,2e-05,0.00131
45,0.108,2.007,0.006,1.74,0.634,46.202,1e-05,0.00215,0.116,1.698,0.001,1.164,0.824,29.961,1e-05,0.00118
46,0.105,1.956,0.007,2.188,0.565,23.404,1e-05,0.00189,0.114,1.428,0.002,0.858,0.781,34.803,1e-05,0.00143
47,0.098,2.251,0.01,2.175,0.514,31.45,1e-05,0.00159,0.112,1.893,0.003,0.988,0.678,42.083,1e-05,0.00142
48,0.098,2.449,0.012,1.14,0.494,33.619,1e-05,0.00164,0.112,1.478,0.002,0.918,0.629,29.423,1e-05,0.00122
49,0.097,2.473,0.021,4.058,0.469,53.367,1e-05,0.00165,0.111,1.721,0.002,1.67,0.614,23.504,1e-05,0.00133
50,0.095,2.726,0.025,4.733,0.454,42.831,1e-05,0.0019,0.11,1.482,0.001,1.813,0.573,38.535,1e-05,0.00145
51,0.093,2.766,0.025,8.032,0.442,49.808,1e-05,0.00174,0.11,1.594,0.002,1.805,0.573,50.501,1e-05,0.00143
52,0.093,3.064,0.024,8.699,0.454,27.321,1e-05,0.0015,0.11,1.372,0.002,2.559,0.573,49.507,2e-05,0.00157
53,0.093,3.262,0.03,9.221,0.454,47.749,1e-05,0.00154,0.11,1.224,0.002,2.34,0.621,50.981,2e-05,0.00181
54,0.092,3.181,0.049,11.979,0.469,51.784,1e-05,0.00167,0.11,1.111,0.002,2.185,0.668,51.369,2e-05,0.00205
55,0.091,3.286,0.065,12.27,0.484,51.784,1e-05,0.00169,0.108,1.228,0.004,2.399,0.612,52.48,1e-05,0.00181
56,0.09,3.315,0.08,13.564,0.484,56.491,1e-05,0.00187,0.108,1.194,0.001,2.588,0.659,52.48,1e-05,0.00193
57,0.086,4.102,0.116,16.778,0.484,49.766,1e-05,0.00182,0.108,1.132,0.002,2.475,0.659,57.826,1e-05,0.00183
58,0.083,4.538,0.123,17.333,0.242,55.996,1e-05,0.00191,0.107,1.199,0.003,2.342,0.659,60.666,1e-05,0.00179
59,0.079,4.45,0.123,18.655,0.212,60.636,1e-05,0.00182,0.104,1.428,0.0,2.57,0.667,61.132,1e-05,0.00199
60,0.078,4.467,0.165,19.463,0.0,59.476,0.0,0.00186,0.104,1.423,0.001,2.526,0.648,59.114,1e-05,0.002
61,0.076,4.484,0.156,22.879,0.0,61.434,0.0,0.00192,0.103,1.415,0.001,2.693,0.525,62.342,2e-05,0.00195
62,0.076,4.338,0.184,23.618,0.121,59.123,0.0,0.00194,0.103,1.279,0.002,2.822,0.484,57.651,2e-05,0.00188
63,0.076,4.663,0.226,32.792,0.0,59.123,0.0,0.00175,0.104,1.347,0.002,2.785,0.504,60.581,2e-05,0.00182
64,0.073,5.321,0.241,34.608,0.0,62.544,0.0,0.00177,0.103,1.248,0.002,2.831,0.504,55.204,1e-05,0.00193
65,0.072,5.783,0.248,49.135,0.0,61.434,0.0,0.00171,0.102,1.203,0.003,2.873,0.484,47.886,2e-05,0.00194
66,0.071,6.561,0.304,59.767,0.0,62.947,0.0,0.00161,0.102,1.366,0.002,2.649,0.553,45.767,2e-05,0.00159
67,0.07,7.03,0.306,63.624,0.0,65.772,0.0,0.0017,0.101,1.486,0.002,2.38,0.484,44.789,1e-05,0.00184
68,0.068,8.226,0.314,80.536,0.0,62.947,0.0,0.00145,0.101,1.665,0.002,2.487,0.504,42.974,2e-05,0.00186
69,0.065,8.195,0.336,82.35,0.0,62.947,0.0,0.00163,0.1,1.441,0.003,2.515,0.581,47.059,2e-05,0.00192
70,0.063,8.484,0.332,90.47,0.0,65.368,0.0,0.00163,0.098,1.475,0.003,2.448,0.553,44.789,2e-05,0.00191
71,0.063,9.353,0.352,91.164,0.0,56.4,0.0,0.00163,0.096,1.579,0.004,2.492,0.581,46.908,1e-05,0.00186
72,0.061,10.268,0.362,114.029,0.0,53.314,0.0,0.00168,0.095,1.616,0.005,2.647,0.504,46.908,1e-05,0.0019
73,0.06,11.052,0.408,136.858,0.0,48.018,0.0,0.00191,0.094,1.614,0.004,2.616,0.525,44.789,1e-05,0.00218
74,0.059,11.979,0.417,179.628,0.0,48.018,0.0,0.00192,0.094,1.636,0.003,3.078,0.525,42.974,1e-05,0.0021
75,0.059,12.377,0.408,213.969,0.0,48.421,0.0,0.00193,0.093,1.538,0.003,3.501,0.484,55.793,2e-05,0.00193
76,0.057,12.398,0.401,220.498,0.0,47.261,0.0,0.0022,0.092,1.462,0.003,3.147,0.484,39.393,2e-05,0.00195
77,0.053,12.136,0.419,220.465,0.0,43.428,0.0,0.00208,0.09,1.675,0.003,3.097,0.484,51.631,2e-05,0.00193
78,0.052,12.847,0.427,230.716,0.0,43.428,0.0,0.00207,0.089,1.388,0.004,4.365,0.476,47.761,2e-05,0.00192
79,0.049,12.832,0.443,239.423,0.0,45.697,0.0,0.00198,0.088,1.381,0.005,4.438,0.484,51.241,2e-05,0.00206
80,0.048,12.794,0.449,239.301,0.0,45.697,0.0,0.00206,0.088,1.265,0.007,4.838,0.469,61.012,1e-05,0.00229
81,0.047,12.541,0.422,239.345,0.0,46.908,0.0,0.00183,0.087,1.326,0.006,4.567,0.484,50.805,2e-05,0.0022
82,0.045,12.458,0.444,239.15,0.0,46.908,0.0,0.00193,0.087,1.149,0.007,4.395,0.454,69.284,2e-05,0.00196
83,0.042,12.334,0.462,239.095,0.0,46.908,0.0,0.00173,0.086,1.19,0.011,4.49,0.439,59.479,2e-05,0.0019
84,0.041,12.191,0.483,239.014,0.0,46.908,0.0,0.00203,0.085,1.156,0.013,5.384,0.442,51.409,1e-05,0.00185
85,0.039,12.112,0.508,238.924,0.0,46.908,0.0,0.00201,0.084,1.144,0.015,5.468,0.439,54.474,2e-05,0.0018
86,0.034,12.102,0.515,238.668,0.0,47.664,0.0,0.002,0.084,1.273,0.018,6.596,0.454,54.939,1e-05,0.00168
87,0.031,12.089,0.54,238.639,0.0,47.664,0.0,0.0019,0.082,1.064,0.022,6.503,0.454,54.474,1e-05,0.00171
88,0.031,12.083,0.547,238.54,0.0,48.421,0.0,0.00187,0.082,0.961,0.038,6.737,0.442,58.711,2e-05,0.00185
89,0.03,12.073,0.555,238.406,0.0,48.421,0.0,0.00194,0.081,1.033,0.04,10.191,0.413,54.474,2e-05,0.00162
90,0.028,12.073,0.561,238.47,0.0,48.421,0.0,0.00185,0.08,0.973,0.04,8.91,0.413,59.176,1e-05,0.00178
91,0.027,11.889,0.56,238.216,0.0,45.395,0.0,0.0019,0.078,1.29,0.04,11.766,0.413,59.176,1e-05,0.00186
92,0.024,11.815,0.564,238.057,0.0,44.638,0.0,0.00162,0.076,1.262,0.041,13.175,0.43,53.853,1e-05,0.0018
93,0.022,11.752,0.7,238.001,0.0,44.05,0.0,0.00149,0.076,1.141,0.041,13.578,0.43,53.853,1e-05,0.00177
94,0.019,11.752,0.705,238.014,0.0,41.192,0.0,0.00149,0.075,1.355,0.044,13.808,0.43,57.408,1e-05,0.00191
95,0.015,11.704,0.719,237.888,0.0,31.776,0.0,0.00143,0.074,1.383,0.047,17.44,0.43,61.645,1e-05,0.00188
96,0.01,11.511,0.728,237.42,0.0,31.776,0.0,0.00144,0.072,1.605,0.108,17.294,0.282,56.491,1e-05,0.00198
97,0.008,11.402,0.751,237.231,0.0,31.776,0.0,0.00135,0.071,1.608,0.135,17.934,0.262,58.417,1e-05,0.00173
98,0.006,11.218,0.725,236.729,0.0,30.011,0.0,0.00133,0.069,1.641,0.163,19.022,0.242,56.491,2e-05,0.0018
99,0.004,11.126,0.786,236.324,0.0,26.833,0.0,0.0013,0.069,1.68,0.183,19.017,0.242,56.491,1e-05,0.00183
100,0.0,10.916,0.793,235.478,0.0,25.421,0.0,0.00129,0.067,1.716,0.182,16.952,0.242,53.853,1e-05,0.00175
