Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
36,0.003,0.399,0.066,9.193,0.002,0.052,0.0,0.00043,0.005,0.375,0.045,5.857,0.002,0.1,0.0,0.00039
37,0.003,0.399,0.066,9.193,0.002,0.052,0.0,0.00042,0.005,0.375,0.045,6.621,0.002,0.1,0.0,0.00039
38,0.003,0.249,0.066,8.993,0.002,0.159,0.0,0.00041,0.005,0.375,0.045,6.621,0.002,0.1,0.0,0.00039
39,0.003,0.249,0.066,8.993,0.002,0.159,0.0,0.00041,0.005,0.375,0.045,6.621,0.002,0.1,0.0,0.00039
40,0.003,0.249,0.066,8.202,0.002,0.159,0.0,0.00041,0.005,0.375,0.045,6.621,0.002,0.1,0.0,0.00039
41,0.003,0.207,0.066,8.202,0.002,0.159,0.0,0.00041,0.005,0.375,0.045,6.621,0.002,0.1,0.0,0.00038
42,0.003,0.178,0.066,8.202,0.002,0.159,0.0,0.00041,0.004,0.375,0.046,9.248,0.002,0.1,0.0,0.00035
43,0.003,0.168,0.066,8.202,0.002,0.159,0.0,0.00041,0.003,0.327,0.046,9.062,0.002,0.1,0.0,0.00035
44,0.003,0.168,0.077,8.202,0.002,0.167,0.0,0.00041,0.003,0.34,0.041,9.777,0.002,0.1,0.0,0.00034
45,0.002,0.196,0.062,8.073,0.002,0.175,0.0,0.00041,0.003,0.34,0.041,9.777,0.002,0.1,0.0,0.00035
46,0.003,0.196,0.062,8.073,0.001,0.163,0.0,0.00041,0.003,0.34,0.041,9.777,0.002,0.1,0.0,0.00035
47,0.003,0.196,0.062,8.073,0.001,0.163,0.0,0.00041,0.004,0.309,0.046,10.129,0.002,0.1,0.0,0.00034
48,0.003,0.196,0.062,8.073,0.001,0.163,0.0,0.00041,0.004,0.378,0.026,5.947,0.002,0.1,0.0,0.00032
49,0.002,0.212,0.062,6.25,0.001,0.163,0.0,0.00041,0.003,0.327,0.026,6.977,0.002,0.123,0.0,0.00031
50,0.002,0.206,0.074,5.573,0.001,0.163,0.0,0.00041,0.003,0.327,0.026,7.058,0.002,0.123,0.0,0.00031
51,0.002,0.206,0.071,5.573,0.001,0.163,0.0,0.00041,0.003,0.327,0.026,7.058,0.002,0.123,0.0,0.00031
52,0.003,0.25,0.077,4.936,0.001,0.153,0.0,0.00041,0.003,0.372,0.026,7.058,0.002,0.113,0.0,0.00031
53,0.003,0.229,0.074,5.052,0.001,0.155,0.0,0.00041,0.003,0.372,0.026,7.058,0.002,0.113,0.0,0.00031
54,0.003,0.229,0.074,5.052,0.001,0.155,0.0,0.00041,0.003,0.441,0.046,9.63,0.002,0.109,0.0,0.00028
55,0.003,0.233,0.074,5.052,0.001,0.155,0.0,0.00039,0.003,0.441,0.046,9.622,0.002,0.115,0.0,0.00028
56,0.003,0.224,0.074,7.711,0.001,0.155,0.0,0.00039,0.003,0.445,0.059,9.622,0.001,0.115,0.0,0.00032
57,0.003,0.238,0.077,7.595,0.001,0.155,0.0,0.00039,0.003,0.445,0.059,9.622,0.001,0.115,0.0,0.0003
58,0.003,0.238,0.077,7.595,0.001,0.155,0.0,0.00039,0.003,0.445,0.059,9.622,0.001,0.115,0.0,0.0003
59,0.003,0.247,0.082,5.277,0.001,0.174,0.0,0.00039,0.003,0.445,0.059,9.622,0.001,0.115,0.0,0.0003
60,0.002,0.236,0.082,7.555,0.001,0.174,0.0,0.00039,0.003,0.445,0.059,9.622,0.001,0.107,0.0,0.0003
61,0.002,0.236,0.082,7.555,0.001,0.174,0.0,0.00039,0.003,0.445,0.059,8.901,0.001,0.104,0.0,0.0003
62,0.002,0.234,0.075,7.692,0.0,0.184,0.0,0.00039,0.003,0.445,0.059,8.901,0.001,0.104,0.0,0.0003
63,0.002,0.217,0.06,7.42,0.0,0.184,0.0,0.00038,0.003,0.445,0.059,8.901,0.001,0.104,0.0,0.00031
64,0.002,0.139,0.06,7.42,0.0,0.184,0.0,0.00033,0.002,0.373,0.052,5.984,0.001,0.114,0.0,0.00031
65,0.002,0.247,0.06,6.21,0.0,0.139,0.0,0.00033,0.002,0.373,0.052,5.984,0.001,0.114,0.0,0.00031
66,0.002,0.316,0.06,6.21,0.0,0.139,0.0,0.00033,0.002,0.373,0.058,5.04,0.001,0.114,0.0,0.00031
67,0.002,0.316,0.075,5.55,0.0,0.139,0.0,0.00033,0.002,0.373,0.058,5.04,0.001,0.106,0.0,0.00031
68,0.002,0.316,0.075,5.55,0.0,0.139,0.0,0.00033,0.001,0.292,0.049,3.295,0.001,0.114,0.0,0.00031
69,0.002,0.316,0.075,5.55,0.0,0.121,0.0,0.00033,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
70,0.002,0.316,0.075,5.55,0.0,0.121,0.0,0.00033,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
71,0.002,0.316,0.075,5.55,0.0,0.121,0.0,0.00033,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
72,0.002,0.316,0.075,5.55,0.0,0.121,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
73,0.002,0.316,0.075,5.55,0.0,0.121,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
74,0.002,0.316,0.075,5.55,0.0,0.121,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
75,0.002,0.316,0.079,5.269,0.0,0.076,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
76,0.002,0.316,0.079,5.269,0.0,0.076,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
77,0.002,0.316,0.079,5.269,0.0,0.076,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
78,0.002,0.316,0.079,5.269,0.0,0.076,0.0,0.00034,0.001,0.292,0.029,5.08,0.001,0.118,0.0,0.00031
79,0.001,0.316,0.079,5.269,0.0,0.076,0.0,0.00034,0.001,0.292,0.016,4.607,0.001,0.096,0.0,0.0003
80,0.001,0.315,0.079,5.17,0.0,0.076,0.0,0.00034,0.001,0.275,0.016,5.362,0.001,0.101,0.0,0.0003
81,0.001,0.315,0.079,4.69,0.0,0.068,0.0,0.00034,0.001,0.275,0.016,5.362,0.0,0.104,0.0,0.0003
82,0.001,0.315,0.079,4.69,0.0,0.068,0.0,0.00034,0.001,0.275,0.016,5.362,0.0,0.104,0.0,0.0003
83,0.002,0.315,0.079,5.062,0.0,0.068,0.0,0.00034,0.001,0.32,0.009,3.666,0.0,0.076,0.0,0.0003
84,0.002,0.315,0.079,5.062,0.0,0.068,0.0,0.00034,0.001,0.304,0.009,3.666,0.0,0.076,0.0,0.00029
85,0.002,0.315,0.079,5.062,0.0,0.068,0.0,0.00034,0.001,0.304,0.009,3.557,0.0,0.087,0.0,0.00029
86,0.002,0.273,0.075,5.171,0.0,0.068,0.0,0.00034,0.001,0.304,0.009,3.557,0.0,0.087,0.0,0.00029
87,0.002,0.225,0.075,5.749,0.0,0.068,0.0,0.00034,0.001,0.304,0.009,3.557,0.0,0.087,0.0,0.00029
88,0.002,0.225,0.075,5.749,0.0,0.068,0.0,0.00034,0.001,0.292,0.009,3.557,0.0,0.087,0.0,0.00031
89,0.002,0.225,0.075,5.749,0.0,0.068,0.0,0.00034,0.001,0.292,0.009,3.557,0.0,0.087,0.0,0.00031
90,0.001,0.208,0.075,5.749,0.0,0.068,0.0,0.00034,0.001,0.292,0.009,3.557,0.0,0.087,0.0,0.00031
91,0.001,0.208,0.075,5.749,0.0,0.068,0.0,0.00034,0.001,0.292,0.009,3.557,0.0,0.087,0.0,0.00031
92,0.001,0.224,0.079,5.629,0.0,0.068,0.0,0.00034,0.001,0.307,0.009,3.537,0.0,0.087,0.0,0.00031
93,0.001,0.224,0.079,5.629,0.0,0.043,0.0,0.00034,0.001,0.37,0.0,3.203,0.0,0.087,0.0,0.00031
94,0.001,0.224,0.079,5.629,0.0,0.043,0.0,0.00034,0.001,0.37,0.0,3.203,0.0,0.087,0.0,0.00031
95,0.001,0.224,0.079,5.629,0.0,0.043,0.0,0.00034,0.001,0.37,0.0,3.203,0.0,0.087,0.0,0.00031
96,0.001,0.194,0.075,5.536,0.0,0.043,0.0,0.00034,0.0,0.353,0.0,3.203,0.0,0.087,0.0,0.00031
97,0.001,0.194,0.079,5.536,0.0,0.043,0.0,0.00034,0.0,0.353,0.0,3.203,0.0,0.08,0.0,0.00031
98,0.001,0.194,0.079,5.536,0.0,0.043,0.0,0.00034,0.0,0.353,0.0,3.203,0.0,0.08,0.0,0.00031
99,0.001,0.194,0.079,5.536,0.0,0.043,0.0,0.00034,0.0,0.353,0.0,3.203,0.0,0.08,0.0,0.00031
100,0.001,0.185,0.066,5.973,0.0,0.043,0.0,0.00034,0.0,0.353,0.0,4.776,0.0,0.108,0.0,0.00031
