Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
70,0.013,0.885,0.003,0.48,0.423,36.23,0.0,0.00506,0.02,1.095,0.004,1.006,0.564,34.271,8e-05,0.00538
71,0.013,1.079,0.003,0.495,0.423,42.564,0.0,0.00508,0.02,1.365,0.003,1.139,0.587,26.138,8e-05,0.00705
72,0.013,1.277,0.003,0.519,0.423,47.444,0.0,0.00512,0.019,1.129,0.003,1.07,0.546,22.87,8e-05,0.00411
73,0.013,1.168,0.003,0.511,0.396,45.411,0.0,0.00496,0.02,1.152,0.003,1.197,0.581,19.171,8e-05,0.00811
74,0.013,1.25,0.002,0.501,0.412,43.008,0.0,0.00502,0.019,1.281,0.002,1.239,0.558,17.138,8e-05,0.00841
75,0.013,1.168,0.003,0.604,0.412,34.875,0.0,0.00475,0.019,1.331,0.001,1.264,0.558,13.652,8e-05,0.00846
76,0.013,1.268,0.003,0.633,0.423,45.411,0.0,0.00493,0.018,1.557,0.001,1.233,0.558,8.133,8e-05,0.00714
77,0.012,1.401,0.003,0.492,0.434,42.158,0.0,0.00416,0.018,1.765,0.001,1.363,0.54,14.524,8e-05,0.00687
78,0.011,1.444,0.004,0.478,0.375,45.411,0.0,0.00414,0.017,1.881,0.002,1.432,0.558,17.904,8e-05,0.00632
79,0.01,1.344,0.003,0.592,0.365,46.089,2e-05,0.00294,0.017,1.966,0.002,1.943,0.523,11.038,8e-05,0.0066
80,0.01,1.352,0.003,0.611,0.301,42.158,2e-05,0.00635,0.017,1.99,0.002,2.048,0.461,17.112,8e-05,0.00656
81,0.01,1.385,0.004,0.508,0.333,42.022,2e-05,0.00634,0.017,1.964,0.002,2.03,0.523,35.104,8e-05,0.00789
82,0.01,1.456,0.004,0.508,0.276,44.056,2e-05,0.00643,0.016,1.886,0.001,2.052,0.505,51.898,8e-05,0.00802
83,0.01,1.655,0.004,0.445,0.356,41.344,2e-05,0.00647,0.016,1.859,0.002,2.05,0.523,46.011,8e-05,0.00696
84,0.008,1.717,0.004,0.462,0.356,39.311,2e-05,0.00647,0.016,2.229,0.001,2.112,0.505,50.384,8e-05,0.00652
85,0.007,1.891,0.005,0.589,0.345,40.802,0.0,0.00672,0.016,2.164,0.001,2.086,0.523,53.87,9e-05,0.00611
86,0.006,2.026,0.005,0.546,0.315,42.836,2e-05,0.0076,0.016,2.262,0.001,2.356,0.455,55.645,9e-05,0.00577
87,0.006,2.085,0.005,0.544,0.159,33.847,2e-05,0.0079,0.016,2.355,0.0,2.318,0.455,52.999,9e-05,0.00476
88,0.005,2.105,0.007,0.728,0.0,43.513,2e-05,0.00781,0.016,2.341,0.0,2.767,0.455,54.821,9e-05,0.0047
89,0.006,2.305,0.007,0.821,0.0,45.547,2e-05,0.00514,0.015,2.177,0.001,3.271,0.333,59.257,0.0001,0.00448
90,0.005,2.267,0.008,0.858,0.0,45.547,2e-05,0.00533,0.015,1.985,0.001,3.271,0.319,54.9,0.0001,0.00503
91,0.005,2.379,0.007,0.95,0.0,45.547,2e-05,0.00905,0.014,2.274,0.001,3.163,0.197,59.257,8e-05,0.00387
92,0.004,2.827,0.009,19.892,0.0,40.667,1e-05,0.00879,0.015,2.465,0.001,3.47,0.197,54.9,8e-05,0.00386
93,0.003,3.075,0.009,19.867,0.0,36.6,1e-05,0.00883,0.012,2.386,0.002,3.428,0.197,54.029,8e-05,0.00424
94,0.003,4.685,0.01,41.425,0.0,39.853,1e-05,0.01129,0.011,2.248,0.002,3.447,0.197,54.9,8e-05,0.00426
95,0.003,4.658,0.011,41.283,0.0,39.853,1e-05,0.01067,0.011,2.257,0.001,3.399,0.197,54.9,8e-05,0.00473
96,0.002,4.648,0.013,84.228,0.0,36.6,1e-05,0.01103,0.01,2.262,0.001,3.587,0.217,54.9,7e-05,0.00382
97,0.002,5.084,0.013,142.34,0.0,36.6,1e-05,0.01107,0.011,2.262,0.001,3.466,0.197,54.029,7e-05,0.0041
98,0.001,5.101,0.014,142.348,0.0,36.6,1e-05,0.011,0.01,2.328,0.001,4.338,0.177,54.029,7e-05,0.0043
99,0.001,5.417,0.015,191.06,0.0,36.6,1e-05,0.01096,0.009,2.463,0.002,4.449,0.164,48.8,7e-05,0.00331
100,0.0,5.382,0.015,191.066,0.0,36.6,1e-05,0.01103,0.008,2.492,0.002,4.452,0.075,47.444,7e-05,0.00325
