Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
19,0.039,0.948,0.019,0.786,0.0,10.824,0.00014,0.00526,0.098,2.631,0.109,7.509,0.364,47.647,0.00083,0.04806
20,0.035,0.768,0.015,0.684,0.016,16.868,0.00013,0.00304,0.086,3.089,0.113,6.621,0.386,60.208,0.00074,0.03084
21,0.034,0.782,0.015,0.469,0.0,14.014,0.00013,0.00469,0.085,2.623,0.106,4.271,0.47,70.709,0.00071,0.02177
22,0.031,1.015,0.016,0.538,0.016,11.422,0.00011,0.00508,0.078,2.784,0.081,5.185,0.379,57.38,0.00061,0.02493
23,0.032,0.959,0.014,1.011,0.016,13.807,0.00011,0.00628,0.075,2.781,0.077,4.752,0.33,50.823,0.00055,0.02742
24,0.029,0.625,0.014,0.965,0.016,11.928,8e-05,0.00696,0.069,2.173,0.075,6.189,0.318,60.003,0.00053,0.02536
25,0.029,0.898,0.012,0.836,0.075,20.543,8e-05,0.01003,0.065,2.662,0.056,5.488,0.114,47.838,0.00048,0.02492
26,0.026,0.603,0.012,0.837,0.096,13.916,7e-05,0.00943,0.063,2.334,0.05,2.313,0.058,42.795,0.00048,0.02471
27,0.024,0.568,0.012,0.869,0.136,19.575,7e-05,0.00392,0.059,2.245,0.051,1.631,0.175,16.822,0.00041,0.02041
28,0.023,0.61,0.011,0.645,0.175,15.904,7e-05,0.0033,0.054,1.777,0.049,3.025,0.2,16.2,0.0004,0.01572
29,0.022,0.357,0.011,0.805,0.228,37.11,7e-05,0.00592,0.051,1.717,0.041,3.614,0.035,19.483,0.00033,0.01325
30,0.021,0.635,0.009,1.049,0.189,38.303,5e-05,0.00596,0.05,1.835,0.04,1.719,0.096,24.214,0.00032,0.01203
31,0.02,0.508,0.01,0.896,0.175,55.401,5e-05,0.00574,0.048,2.124,0.034,1.784,0.096,23.225,0.00029,0.01186
32,0.021,0.416,0.01,0.766,0.175,25.539,5e-05,0.00538,0.046,1.859,0.03,1.291,0.016,10.736,0.00027,0.01233
33,0.021,0.312,0.007,0.742,0.016,20.543,5e-05,0.00449,0.046,1.916,0.029,1.402,0.016,15.904,0.00025,0.01293
34,0.018,0.455,0.005,0.579,0.016,36.448,5e-05,0.00485,0.045,1.896,0.024,0.974,0.096,20.543,0.00023,0.013
35,0.018,0.64,0.005,0.562,0.035,28.496,4e-05,0.00516,0.043,1.891,0.027,1.06,0.056,23.857,0.00023,0.01228
36,0.018,0.517,0.004,0.769,0.175,21.869,5e-05,0.0049,0.043,1.732,0.026,1.178,0.136,15.904,0.00023,0.01319
37,0.018,0.548,0.005,0.876,0.096,43.457,4e-05,0.00466,0.044,1.628,0.022,1.409,0.056,18.555,0.00023,0.01335
38,0.017,0.43,0.006,0.926,0.175,29.821,4e-05,0.00458,0.043,1.629,0.021,1.448,0.016,18.555,0.00023,0.01161
39,0.017,0.365,0.005,0.885,0.056,42.942,4e-05,0.00442,0.042,1.651,0.021,1.691,0.016,23.194,0.00023,0.01422
40,0.017,0.43,0.005,0.696,0.056,25.182,4e-05,0.00405,0.04,1.125,0.02,1.637,0.016,42.798,0.00023,0.01552
41,0.016,0.29,0.004,0.586,0.096,36.448,4e-05,0.00494,0.039,1.009,0.019,1.156,0.016,33.255,0.00021,0.01423
42,0.015,0.413,0.006,0.719,0.096,33.134,4e-05,0.00524,0.038,0.881,0.018,1.358,0.016,35.243,0.00023,0.01489
43,0.014,0.543,0.005,0.783,0.056,26.001,4e-05,0.00554,0.037,0.93,0.018,1.115,0.056,50.444,0.00023,0.01448
44,0.012,0.652,0.004,0.926,0.096,20.543,4e-05,0.00561,0.034,1.42,0.015,1.276,0.096,37.231,0.00023,0.01465
45,0.014,0.823,0.004,0.781,0.136,13.916,4e-05,0.00563,0.031,1.938,0.015,1.187,0.136,15.904,0.00023,0.01573
46,0.014,0.831,0.003,0.759,0.175,13.916,3e-05,0.0057,0.03,1.793,0.015,0.63,0.136,15.904,0.00023,0.01527
47,0.013,0.834,0.004,0.675,0.136,26.929,3e-05,0.00556,0.03,1.876,0.013,0.437,0.093,15.904,0.00023,0.01396
48,0.014,0.728,0.004,0.831,0.108,15.904,3e-05,0.00322,0.032,1.749,0.013,0.528,0.154,13.916,0.00023,0.0156
49,0.011,0.78,0.004,0.804,0.016,14.521,3e-05,0.00308,0.032,1.481,0.012,0.53,0.175,15.904,0.00023,0.01477
50,0.012,0.861,0.004,0.548,0.028,13.916,2e-05,0.00347,0.032,1.561,0.012,0.679,0.175,15.904,0.00022,0.01132
51,0.012,0.827,0.004,0.572,0.016,10.736,3e-05,0.00361,0.032,1.404,0.011,0.852,0.175,15.904,0.00021,0.01208
52,0.011,0.778,0.004,0.626,0.056,14.844,3e-05,0.00346,0.027,1.19,0.01,0.643,0.075,15.182,0.00019,0.01162
53,0.011,0.868,0.004,0.636,0.056,14.844,3e-05,0.004,0.026,1.083,0.01,0.873,0.096,26.262,0.00019,0.01098
54,0.01,0.745,0.005,0.756,0.096,23.857,3e-05,0.00404,0.029,0.911,0.008,0.847,0.096,15.904,0.00017,0.01156
55,0.01,0.881,0.004,0.759,0.075,33.134,3e-05,0.00383,0.027,1.165,0.01,0.862,0.016,28.852,0.00017,0.01099
56,0.009,0.796,0.004,0.768,0.016,31.146,2e-05,0.00369,0.026,1.085,0.009,0.869,0.056,29.983,0.00016,0.01038
57,0.009,0.747,0.003,0.811,0.016,29.158,2e-05,0.00374,0.025,0.606,0.01,0.799,0.016,31.809,0.00015,0.00937
58,0.009,0.617,0.004,0.973,0.016,24.519,2e-05,0.00441,0.025,0.705,0.009,0.497,0.016,48.003,0.00015,0.00943
59,0.009,0.662,0.004,0.695,0.016,10.603,2e-05,0.00568,0.024,0.507,0.008,0.755,0.016,31.809,0.00015,0.00874
60,0.008,0.612,0.004,0.815,0.016,19.041,2e-05,0.00588,0.023,0.553,0.009,0.587,0.016,14.844,0.00014,0.00856
61,0.008,0.638,0.004,0.767,0.016,21.206,2e-05,0.00362,0.023,0.412,0.009,0.937,0.056,15.904,0.00014,0.00845
62,0.008,0.547,0.004,0.865,0.016,16.567,2e-05,0.0041,0.022,0.382,0.008,0.605,0.096,29.821,0.00014,0.00878
63,0.007,0.562,0.002,0.912,0.016,16.567,2e-05,0.00395,0.022,0.349,0.007,0.538,0.016,31.809,0.00014,0.00905
64,0.006,0.7,0.002,0.911,0.016,20.543,2e-05,0.00398,0.022,0.382,0.008,0.697,0.096,31.809,0.00014,0.00899
65,0.006,0.506,0.002,0.839,0.035,20.543,2e-05,0.00337,0.022,0.512,0.007,0.55,0.096,28.917,0.00014,0.00879
66,0.005,0.557,0.002,0.897,0.053,13.916,2e-05,0.00352,0.021,0.664,0.007,0.681,0.096,23.857,0.00014,0.0089
67,0.006,0.585,0.001,0.844,0.035,13.916,2e-05,0.00375,0.021,0.681,0.006,0.658,0.096,23.857,0.00014,0.00883
68,0.005,0.628,0.002,1.076,0.035,18.36,2e-05,0.00337,0.021,0.974,0.006,0.845,0.175,15.904,0.00014,0.00892
69,0.006,0.513,0.001,0.847,0.016,10.736,2e-05,0.00365,0.019,1.061,0.007,0.903,0.136,15.904,0.00014,0.00877
70,0.006,0.54,0.001,0.904,0.016,12.459,2e-05,0.00377,0.02,1.189,0.006,0.856,0.096,15.904,0.00014,0.00874
71,0.006,0.448,0.001,0.845,0.016,13.077,2e-05,0.00343,0.02,0.877,0.006,0.758,0.096,23.857,0.00013,0.00796
72,0.005,0.483,0.001,0.955,0.016,22.09,2e-05,0.00346,0.021,0.676,0.005,0.675,0.096,15.904,0.00013,0.00812
73,0.005,0.488,0.001,0.957,0.016,13.916,2e-05,0.00359,0.019,0.952,0.005,0.716,0.175,15.904,0.00013,0.0082
74,0.005,0.602,0.001,0.978,0.016,11.928,2e-05,0.00348,0.018,1.026,0.005,0.898,0.096,15.904,0.00012,0.00708
75,0.005,0.6,0.001,0.963,0.016,5.964,2e-05,0.00408,0.018,1.235,0.005,1.013,0.056,15.904,0.00012,0.00698
76,0.006,0.619,0.001,0.927,0.016,13.916,2e-05,0.00419,0.017,1.306,0.005,1.056,0.056,15.904,0.00013,0.00668
77,0.006,0.651,0.001,0.861,0.016,26.905,2e-05,0.00416,0.018,1.217,0.005,0.862,0.056,15.904,0.00012,0.00629
78,0.005,0.547,0.001,0.785,0.016,21.784,2e-05,0.00368,0.019,1.506,0.004,0.871,0.016,14.844,0.00011,0.00554
79,0.004,0.585,0.001,0.82,0.016,23.772,2e-05,0.00319,0.019,1.129,0.003,0.991,0.075,15.904,0.00011,0.00563
80,0.005,0.597,0.001,0.893,0.016,32.166,2e-05,0.00333,0.019,1.166,0.003,0.896,0.016,11.928,0.00011,0.00526
81,0.006,0.653,0.001,0.883,0.056,19.575,1e-05,0.00337,0.018,1.61,0.004,0.735,0.016,13.916,0.00011,0.00527
82,0.005,0.673,0.001,0.917,0.096,15.904,2e-05,0.00322,0.018,1.449,0.003,0.85,0.016,13.916,0.00011,0.00548
83,0.004,0.561,0.001,0.887,0.096,15.904,1e-05,0.00294,0.017,1.378,0.003,0.856,0.016,13.916,0.00011,0.00646
84,0.004,0.527,0.001,0.858,0.136,15.904,1e-05,0.00305,0.021,1.262,0.003,0.896,0.016,19.575,0.00011,0.0061
85,0.004,0.636,0.002,0.833,0.096,15.904,1e-05,0.00319,0.022,1.521,0.003,0.747,0.016,15.599,0.0001,0.00617
86,0.004,0.639,0.002,0.855,0.056,15.904,0.0,0.00215,0.022,1.407,0.003,0.773,0.016,25.539,0.0001,0.00599
87,0.003,0.679,0.001,0.881,0.136,15.904,1e-05,0.0023,0.02,1.202,0.003,0.923,0.056,15.904,0.0001,0.00549
88,0.002,0.641,0.001,0.861,0.056,15.904,0.0,0.00242,0.019,1.135,0.004,0.935,0.136,15.904,0.0001,0.00559
89,0.003,0.617,0.0,0.87,0.096,20.543,0.0,0.00233,0.019,1.179,0.004,0.93,0.056,15.904,9e-05,0.00565
90,0.003,0.769,0.0,0.902,0.096,20.543,1e-05,0.00221,0.019,1.148,0.004,1.007,0.056,15.904,9e-05,0.00483
91,0.002,0.563,0.0,0.9,0.096,15.904,1e-05,0.00219,0.018,1.083,0.005,1.003,0.016,15.904,9e-05,0.00401
92,0.0,0.545,0.0,0.799,0.096,15.904,1e-05,0.00255,0.019,1.166,0.004,1.012,0.016,15.904,9e-05,0.00428
93,0.001,0.505,0.001,0.629,0.096,15.904,1e-05,0.00294,0.019,1.253,0.003,0.975,0.016,15.904,9e-05,0.00429
94,0.001,0.475,0.0,0.629,0.136,15.904,1e-05,0.00262,0.019,1.231,0.002,0.846,0.016,15.904,9e-05,0.0061
95,0.001,0.183,0.0,0.609,0.096,15.904,1e-05,0.00205,0.018,1.333,0.002,0.819,0.016,15.904,9e-05,0.00564
96,0.001,0.157,0.0,0.556,0.136,15.904,0.0,0.00269,0.018,1.36,0.001,0.971,0.016,15.904,9e-05,0.00628
97,0.0,0.303,0.0,0.496,0.175,15.904,0.0,0.00244,0.017,1.425,0.001,0.998,0.016,15.904,9e-05,0.00632
98,0.0,0.479,0.0,0.532,0.096,13.916,0.0,0.00252,0.016,1.499,0.001,0.956,0.016,15.904,9e-05,0.00553
99,0.0,0.43,0.001,0.526,0.136,13.916,0.0,0.00201,0.016,1.382,0.001,1.026,0.016,15.904,8e-05,0.00508
100,0.0,0.244,0.0,0.52,0.136,15.904,0.0,0.00208,0.014,1.315,0.001,1.012,0.016,15.904,8e-05,0.00508
