Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
23,0.148,0.638,0.002,0.454,0.421,15.231,0.0,0.00266,0.156,1.189,0.009,1.449,0.481,15.851,2e-05,0.00125
24,0.146,0.389,0.002,0.444,0.415,11.818,0.0,0.00234,0.155,0.99,0.007,1.213,0.466,6.647,2e-05,0.00105
25,0.146,0.695,0.001,0.459,0.386,6.546,0.0,0.00224,0.151,1.016,0.007,1.231,0.451,21.073,2e-05,0.001
26,0.145,0.415,0.001,0.386,0.397,4.091,0.0,0.00211,0.149,1.279,0.006,1.038,0.466,10.102,1e-05,0.00099
27,0.144,0.549,0.001,0.366,0.357,7.269,0.0,0.00211,0.147,0.79,0.006,1.081,0.436,7.765,1e-05,0.00116
28,0.143,0.623,0.001,0.347,0.345,27.007,0.0,0.0019,0.147,0.278,0.006,0.851,0.451,7.765,1e-05,0.00113
29,0.142,0.67,0.0,0.365,0.324,36.058,1e-05,0.0018,0.147,0.511,0.004,0.691,0.436,9.351,2e-05,0.00124
30,0.141,0.511,0.001,0.452,0.355,18.544,0.0,0.00194,0.145,0.284,0.003,0.738,0.466,13.593,2e-05,0.00082
31,0.14,0.743,0.001,0.517,0.373,17.729,0.0,0.00219,0.142,0.79,0.003,0.381,0.49,6.551,2e-05,0.00108
32,0.137,1.065,0.001,0.434,0.403,34.365,0.0,0.00273,0.14,0.645,0.002,0.398,0.465,12.47,2e-05,0.0012
33,0.136,1.0,0.001,0.278,0.388,34.278,0.0,0.003,0.138,0.7,0.002,0.461,0.466,9.008,2e-05,0.00137
34,0.135,1.164,0.001,0.307,0.379,40.952,0.0,0.00324,0.138,0.98,0.002,0.417,0.495,19.744,2e-05,0.00166
35,0.133,0.808,0.001,0.336,0.403,42.985,0.0,0.00326,0.138,0.47,0.001,0.273,0.501,23.877,2e-05,0.00126
36,0.131,0.717,0.001,0.387,0.388,39.98,0.0,0.00321,0.138,0.729,0.002,0.372,0.501,13.657,2e-05,0.0016
37,0.13,0.659,0.001,0.206,0.38,27.417,0.0,0.0035,0.136,0.942,0.002,0.376,0.51,23.08,2e-05,0.00169
38,0.129,0.528,0.001,0.304,0.386,24.047,0.0,0.00339,0.137,1.063,0.001,0.373,0.475,18.0,2e-05,0.00145
39,0.128,0.525,0.002,0.294,0.374,11.892,0.0,0.00356,0.136,1.272,0.001,0.291,0.397,19.073,2e-05,0.00136
40,0.127,1.13,0.001,0.237,0.315,41.018,0.0,0.00358,0.136,0.724,0.001,0.352,0.439,18.611,2e-05,0.00149
41,0.127,0.969,0.001,0.278,0.338,46.278,0.0,0.00338,0.135,0.65,0.002,0.296,0.427,28.921,2e-05,0.00167
42,0.128,1.165,0.001,0.3,0.341,41.77,0.0,0.00377,0.133,0.64,0.002,0.364,0.451,28.337,2e-05,0.00164
43,0.126,1.407,0.001,0.349,0.259,44.024,0.0,0.0038,0.133,1.034,0.0,0.397,0.451,24.997,2e-05,0.00165
44,0.125,0.835,0.001,0.368,0.221,44.024,0.0,0.00341,0.132,1.109,0.0,0.406,0.436,18.143,2e-05,0.00125
45,0.124,0.711,0.001,0.514,0.228,41.77,0.0,0.00366,0.131,1.25,0.001,0.551,0.424,26.041,2e-05,0.00147
46,0.124,1.346,0.001,0.385,0.331,34.673,0.0,0.00335,0.13,1.193,0.001,0.464,0.451,16.546,2e-05,0.00151
47,0.123,1.227,0.0,0.434,0.336,41.185,0.0,0.00362,0.129,1.342,0.001,0.724,0.452,17.5,2e-05,0.00115
48,0.122,1.264,0.0,0.437,0.237,38.759,0.0,0.00374,0.129,1.266,0.0,0.802,0.439,15.913,2e-05,0.00112
49,0.12,1.14,0.001,0.422,0.319,44.333,0.0,0.00351,0.127,1.191,0.001,0.809,0.427,13.492,2e-05,0.00109
50,0.119,1.121,0.0,0.463,0.201,41.495,0.0,0.00358,0.126,1.246,0.001,0.797,0.397,10.587,2e-05,0.00128
51,0.119,1.154,0.001,0.436,0.231,37.839,0.0,0.00334,0.125,1.286,0.002,0.887,0.409,43.716,2e-05,0.0015
52,0.119,1.072,0.001,0.521,0.153,39.274,0.0,0.00293,0.125,1.48,0.002,0.949,0.409,43.716,2e-05,0.00191
53,0.117,1.636,0.002,0.415,0.0,26.65,0.0,0.00281,0.124,1.427,0.001,0.956,0.386,43.999,2e-05,0.00196
54,0.116,1.587,0.001,0.446,0.077,28.384,0.0,0.00277,0.124,1.623,0.001,1.111,0.421,40.409,2e-05,0.00205
55,0.115,1.665,0.001,0.649,0.0,27.251,0.0,0.00288,0.121,1.733,0.001,0.924,0.409,46.755,2e-05,0.00199
56,0.115,1.699,0.002,0.683,0.04,28.754,0.0,0.0029,0.12,1.896,0.002,0.944,0.397,43.999,2e-05,0.00217
57,0.115,1.761,0.003,0.649,0.0,30.476,0.0,0.00292,0.12,1.771,0.002,0.935,0.386,48.508,2e-05,0.0023
58,0.113,2.068,0.004,0.763,0.0,34.135,0.0,0.00265,0.119,2.227,0.004,0.943,0.386,55.104,2e-05,0.00201
59,0.113,2.36,0.004,0.606,0.04,36.437,0.0,0.0031,0.118,2.243,0.003,0.875,0.424,54.102,2e-05,0.00203
60,0.112,2.291,0.005,0.796,0.0,24.457,0.0,0.00311,0.118,2.169,0.004,0.786,0.409,48.091,2e-05,0.00196
61,0.112,2.437,0.006,0.776,0.105,27.713,0.0,0.00311,0.117,2.318,0.004,0.787,0.439,56.106,2e-05,0.00214
62,0.111,2.645,0.005,1.34,0.0,29.341,0.0,0.00314,0.117,2.485,0.004,0.783,0.459,59.111,2e-05,0.00197
63,0.11,2.83,0.005,1.49,0.0,26.104,0.0,0.00311,0.115,2.595,0.005,0.923,0.412,52.098,2e-05,0.00209
64,0.108,2.993,0.006,1.457,0.0,12.524,0.0,0.00353,0.114,2.689,0.006,1.128,0.374,52.098,2e-05,0.0021
65,0.106,3.378,0.006,2.328,0.0,10.52,1e-05,0.00333,0.113,2.954,0.006,0.983,0.374,51.096,2e-05,0.00213
66,0.103,3.344,0.006,2.298,0.0,23.144,1e-05,0.00345,0.113,3.14,0.007,1.343,0.187,47.339,2e-05,0.00215
67,0.103,3.258,0.007,3.058,0.0,23.144,1e-05,0.00351,0.114,3.45,0.008,1.408,0.168,46.003,2e-05,0.0018
68,0.103,3.73,0.007,3.49,0.0,10.52,1e-05,0.00357,0.114,3.439,0.006,1.268,0.178,43.749,2e-05,0.00182
69,0.103,3.775,0.007,3.199,0.0,23.144,1e-05,0.00322,0.113,3.336,0.006,1.259,0.178,42.079,2e-05,0.00186
70,0.101,4.201,0.009,3.538,0.0,10.52,1e-05,0.00319,0.113,3.282,0.005,1.276,0.161,46.588,2e-05,0.00189
71,0.1,4.14,0.011,3.699,0.0,0.0,1e-05,0.00326,0.113,3.838,0.004,1.326,0.161,52.599,2e-05,0.00194
72,0.098,4.48,0.012,4.4,0.0,0.0,1e-05,0.00347,0.112,4.039,0.004,1.344,0.161,49.009,2e-05,0.00187
73,0.096,4.671,0.011,5.937,0.0,0.0,1e-05,0.00378,0.111,3.963,0.004,1.339,0.187,49.593,2e-05,0.00174
74,0.095,4.727,0.017,5.539,0.0,0.0,1e-05,0.00375,0.111,4.046,0.004,1.344,0.187,45.085,2e-05,0.00163
75,0.094,5.128,0.017,5.562,0.0,0.0,1e-05,0.00386,0.111,4.301,0.004,1.652,0.187,47.339,2e-05,0.00164
76,0.091,6.095,0.02,5.54,0.0,0.0,1e-05,0.00384,0.111,4.904,0.007,1.697,0.187,46.588,2e-05,0.0017
77,0.089,6.086,0.031,6.619,0.0,0.0,1e-05,0.00372,0.11,5.14,0.007,2.131,0.187,46.588,2e-05,0.00174
78,0.087,6.729,0.031,13.605,0.0,0.0,1e-05,0.00357,0.109,5.14,0.006,2.241,0.187,39.741,2e-05,0.00199
79,0.086,6.89,0.058,14.42,0.0,0.0,1e-05,0.00405,0.108,5.203,0.006,2.589,0.187,39.157,2e-05,0.00193
80,0.085,6.987,0.058,15.111,0.0,0.0,1e-05,0.00454,0.106,5.364,0.007,2.702,0.187,39.157,2e-05,0.00262
81,0.085,7.245,0.072,23.137,0.0,0.0,1e-05,0.00431,0.106,5.556,0.007,2.998,0.187,39.741,2e-05,0.0023
82,0.082,7.303,0.076,23.137,0.0,0.0,1e-05,0.00444,0.106,5.762,0.007,4.117,0.187,39.157,1e-05,0.00255
83,0.08,7.821,0.081,47.609,0.0,0.0,1e-05,0.00476,0.106,5.847,0.007,6.261,0.187,41.495,2e-05,0.00261
84,0.076,7.898,0.101,65.049,0.0,0.0,1e-05,0.0048,0.105,5.943,0.007,9.663,0.178,40.91,2e-05,0.00255
85,0.073,8.398,0.112,75.699,0.0,0.0,1e-05,0.00478,0.103,6.006,0.007,9.955,0.178,39.157,2e-05,0.00244
86,0.069,7.845,0.152,75.405,0.0,0.0,1e-05,0.0048,0.102,6.682,0.006,11.417,0.178,36.936,1e-05,0.00298
87,0.066,7.831,0.156,78.469,0.0,0.0,1e-05,0.00498,0.101,6.341,0.006,17.477,0.0,36.936,1e-05,0.00299
88,0.064,7.236,0.166,93.561,0.0,0.0,1e-05,0.00456,0.102,6.833,0.006,19.761,0.084,36.086,1e-05,0.00295
89,0.061,7.09,0.201,89.103,0.0,0.0,1e-05,0.00479,0.099,6.753,0.005,22.557,0.084,35.385,1e-05,0.00299
90,0.057,7.046,0.229,89.669,0.0,0.0,1e-05,0.00531,0.099,6.766,0.005,26.628,0.0,31.878,2e-05,0.003
91,0.054,6.869,0.239,87.552,0.0,0.0,1e-05,0.00505,0.098,7.535,0.006,35.639,0.0,29.806,2e-05,0.00339
92,0.053,6.548,0.231,86.51,0.0,0.0,1e-05,0.00562,0.096,8.228,0.007,42.171,0.0,25.503,2e-05,0.00339
93,0.046,6.373,0.233,84.597,0.0,0.0,1e-05,0.00577,0.095,8.711,0.005,60.796,0.0,25.503,1e-05,0.00362
94,0.037,6.269,0.259,83.829,0.0,0.0,1e-05,0.00573,0.093,9.002,0.007,66.792,0.0,25.503,1e-05,0.00401
95,0.033,5.849,0.28,83.756,0.0,0.0,1e-05,0.00575,0.091,9.571,0.008,58.782,0.0,9.711,1e-05,0.00366
96,0.027,5.385,0.386,82.276,0.0,0.0,1e-05,0.00589,0.089,9.629,0.009,71.555,0.0,14.026,1e-05,0.00378
97,0.016,4.96,0.505,80.458,0.0,0.0,1e-05,0.00668,0.088,9.986,0.009,94.216,0.0,14.026,1e-05,0.00378
98,0.009,4.206,0.707,78.865,0.0,0.0,1e-05,0.00633,0.088,10.072,0.009,96.089,0.0,14.026,1e-05,0.00383
99,0.002,4.043,0.95,74.385,0.0,0.0,1e-05,0.00657,0.088,9.562,0.009,96.475,0.0,14.026,1e-05,0.0038
100,0.0,3.681,1.0,71.035,0.0,0.0,1e-05,0.00665,0.087,9.55,0.01,98.374,0.0,14.026,1e-05,0.00374
