Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
10,38.36,126.091,10.024,6.531,134.898,457.82,124.02475834,721.66730604,164511241.216,3657946.3339,0.69049258,0.30802397,22.281,119.564,8.465,5.94,73.128,437.525,33.20594611,685.46997567,166986253.334,4484093.3617,0.86093846,0.29262315,920.0,920.0
11,38.441,157.312,10.414,7.421,141.589,596.089,165.14109915,861.97492389,167399618.051,6797730.65012,0.87820252,0.24940106,22.281,115.31,8.465,5.797,73.128,377.526,33.20594611,572.02724314,166986253.334,4484093.3617,0.87186548,0.28442988,1012.0,1012.0
12,38.441,154.172,10.414,6.965,141.589,586.233,165.14109915,813.17240127,167399618.051,6797730.65012,0.86696422,0.27382111,22.106,106.684,8.465,5.406,73.128,340.685,33.20594611,549.84392613,168170219.309,4605512.79883,0.86814455,0.2908704,1104.0,1104.0
13,42.49,147.21,10.414,6.66,142.727,525.553,147.7734975,743.30039531,167399768.943,6769393.76902,0.89675341,0.22803454,23.693,106.896,8.8,5.181,76.976,328.909,39.53868886,493.10731076,168552371.993,2911906.02102,0.65251259,0.24866801,1196.0,1196.0
14,42.49,134.402,10.29,6.53,141.083,415.293,147.7734975,681.95796386,167399768.943,6769393.76902,0.86697136,0.199901,20.904,100.222,8.465,5.151,76.976,329.672,39.53868886,452.92852131,168552371.993,2911906.02102,0.65251259,0.26001655,1288.0,1288.0
15,101.14,129.809,11.983,6.146,304.325,454.303,420.36437724,677.08535649,168846750.953,4092709.0774,0.8871879,0.19020646,20.904,94.932,8.86,4.881,72.499,297.981,39.53868886,425.76385477,168579162.035,2911906.02102,0.65251259,0.24130357,1380.0,1380.0
16,145.926,120.46,14.642,6.187,445.484,391.377,619.80982736,616.92826373,169975814.83,3220815.6526,0.87974257,0.10677668,20.904,89.352,8.86,4.717,72.499,287.684,39.53868886,386.67027721,168579162.035,2911906.02102,0.65251259,0.24866263,1472.0,1472.0
17,136.782,107.495,14.457,5.847,412.281,367.857,590.66715127,551.2393599,169975814.83,4670456.86105,0.87640604,0.09667402,20.904,86.677,8.86,4.669,72.499,277.863,39.53868886,369.41059859,168579162.035,2911906.02102,0.65251259,0.25212722,1564.0,1564.0
18,133.09,103.575,14.267,5.755,386.688,351.282,566.97654895,520.43494243,169975814.83,3841310.01435,0.86875964,0.04690251,20.53,83.954,8.994,4.626,72.499,263.865,24.28686154,365.65760119,168579162.035,3326257.32855,0.69641931,0.37715827,1656.0,1656.0
19,128.826,100.871,14.084,5.432,374.874,342.736,529.41572992,475.78723603,169975814.83,3491710.24808,0.86687817,0.0919384,14.943,15.129,8.553,1.511,62.38,37.893,20.38414395,24.07423205,169537272.189,2215567.17202,0.63633268,0.29656266,1748.0,1748.0
20,80.598,95.701,11.555,5.276,240.563,330.474,307.43373503,512.12153027,170041075.912,3466797.9261,0.88253175,0.13594641,14.943,15.129,8.553,1.511,62.38,37.893,20.38414395,24.07423205,169537272.189,2215567.17202,0.61163915,0.26327241,1840.0,1840.0
21,77.404,93.226,11.425,4.994,223.955,324.301,305.55947432,484.23950243,170041075.912,3466355.21978,0.87502195,0.15087019,13.569,6.433,8.197,1.293,58.48,31.188,17.1726265,24.39557363,169906888.55,2239453.8391,0.63994835,0.3009204,1932.0,1932.0
22,74.184,94.209,11.364,4.731,220.495,305.472,300.78994589,458.66740703,170041075.912,3464521.3072,0.88319181,0.1158178,13.569,6.433,8.044,1.164,58.48,30.307,17.1726265,24.39557363,170071618.618,2398547.57482,0.6755798,0.28757448,2024.0,2024.0
23,74.184,93.905,11.326,4.39,220.495,295.604,293.05322348,464.94226184,170041075.912,3464521.3072,0.89808449,0.11745245,13.569,5.325,7.974,0.864,58.48,22.418,17.1726265,8.91321825,170071618.618,2398547.57482,0.62240092,0.29307666,2116.0,2116.0
24,71.932,92.504,11.301,4.292,215.262,290.176,284.01601879,455.87679777,170041075.912,3464521.3072,0.87443105,0.06400567,13.618,5.517,8.091,0.462,53.325,23.368,17.1726265,8.88946621,170071618.618,2363671.14117,0.62240092,0.22442207,2208.0,2208.0
25,70.801,89.373,11.589,4.149,186.929,285.063,260.91760735,467.21567692,170546123.266,2852059.0339,0.86881615,0.07381449,13.618,4.898,7.851,0.897,53.422,23.55,15.52690967,10.84506764,171435012.071,3057089.28698,0.59010121,0.23939326,2300.0,2300.0
26,69.769,88.464,11.556,4.082,186.929,285.063,252.66542449,461.08569371,170546123.266,2852059.0339,0.8822577,0.10949959,13.618,4.898,7.851,0.897,48.709,24.486,13.82386078,10.84506764,171435012.071,3057089.28698,0.67322248,0.24214927,2392.0,2392.0
27,68.915,88.128,11.537,4.063,185.407,279.828,233.52965119,454.21596238,170546123.266,2852059.0339,0.89530012,0.12058787,13.351,4.898,7.878,1.018,46.837,24.649,13.82386078,8.6442686,171435012.071,2783254.41357,0.69297869,0.23658572,2484.0,2484.0
28,68.809,82.462,11.487,3.957,184.703,271.266,231.65779654,419.79019181,170546123.266,2852059.0339,0.88697107,0.1245061,13.351,4.898,7.878,1.018,46.837,24.649,13.82386078,8.6442686,171481560.586,3438695.4203,0.69297869,0.25917474,2576.0,2576.0
29,67.199,78.431,11.447,3.929,181.85,251.844,222.25683866,407.17199836,170546123.266,2852059.0339,0.8599512,0.16731643,13.351,4.898,7.878,1.167,46.837,19.417,13.67077014,8.74536531,171481560.586,3438695.4203,0.69293648,0.25917474,2668.0,2668.0
30,63.427,76.351,11.285,3.913,177.991,247.522,236.02025805,391.92155947,171585109.184,4735948.90262,0.86846753,0.11099118,14.626,4.811,7.62,1.059,54.635,22.786,13.72416607,25.21505533,171481560.586,3274206.08515,0.61979868,0.23759492,2760.0,2760.0
31,62.581,76.585,11.222,3.71,174.028,245.348,213.11507455,379.14810732,171679867.716,4095368.13787,0.86124665,0.10881372,14.088,4.75,7.593,1.198,54.635,24.591,12.83175553,25.68370819,171481560.586,2748099.1719,0.55115721,0.25457249,2852.0,2852.0
32,60.535,71.284,11.206,3.59,171.266,234.642,209.4331683,379.73977027,171679867.716,4095368.13787,0.8489268,0.12826175,14.088,4.75,7.593,1.198,54.635,24.591,12.83175553,25.68370819,171481560.586,2828682.5655,0.55115721,0.25457249,2944.0,2944.0
33,59.016,71.284,11.169,3.585,168.675,235.14,218.90098116,343.67658752,171679867.716,4095368.13787,0.83498336,0.1342244,14.088,4.75,7.593,1.198,54.635,24.591,12.83175553,25.68370819,171481560.586,2828682.5655,0.55115721,0.25457249,3036.0,3036.0
34,58.157,71.175,11.12,3.573,168.675,218.966,216.2771597,340.20896299,171679867.716,4095368.13787,0.84418901,0.18317527,14.088,4.75,7.593,1.198,54.635,24.591,12.83175553,25.68370819,171481560.586,2828682.5655,0.55115721,0.25457249,3128.0,3128.0
35,58.157,72.396,11.104,3.631,163.152,210.803,211.75635118,320.33662032,171679867.716,4095368.13787,0.8489268,0.09863757,12.87,4.788,7.593,1.195,48.606,22.895,12.23215835,25.73289227,171518005.079,2625917.1353,0.57615782,0.23487128,3220.0,3220.0
36,58.157,69.769,11.104,3.588,162.3,206.496,209.14941527,323.66421635,171679867.716,4095368.13787,0.85462067,0.10666779,12.87,4.742,7.593,1.172,48.606,12.773,12.23215835,23.85539264,171518005.079,2660022.60553,0.65039546,0.26658706,3312.0,3312.0
37,58.157,68.064,11.077,3.511,161.124,197.307,203.39971002,293.88241686,171679867.716,4095368.13787,0.83767697,0.09840274,14.893,5.342,7.739,1.585,50.274,22.579,14.73280085,47.70589543,172237736.769,3190253.73133,0.72528807,0.31600279,3404.0,3404.0
38,56.454,65.624,11.032,3.445,158.921,196.464,197.83582379,288.74879778,171679867.716,4095368.13787,0.85309963,0.08910595,14.893,5.342,7.739,1.585,50.274,22.579,14.73280085,47.70589543,172237736.769,3190253.73133,0.72528807,0.3119928,3496.0,3496.0
39,56.454,64.669,11.032,3.338,156.307,195.702,167.71974635,295.97644991,171679867.716,4095368.13787,0.81738928,0.10887714,14.893,5.342,7.739,1.585,50.274,22.579,14.73280085,47.70589543,172237736.769,3190253.73133,0.72528807,0.29541397,3588.0,3588.0
40,29.087,60.56,10.347,3.184,71.659,192.424,61.95056896,258.54649148,171679867.716,3994629.33727,0.81061464,0.12634526,14.893,4.767,7.739,1.585,46.727,23.111,14.73280085,47.07683995,172237736.769,3328097.21623,0.75263233,0.30307705,3680.0,3680.0
41,20.513,53.388,9.6,3.612,51.53,158.335,25.54497982,214.05739394,171679867.716,3994629.33727,0.81538306,0.23332939,14.893,4.767,7.739,1.585,46.727,23.111,14.73280085,47.07683995,172237736.769,3328097.21623,0.75263233,0.31175821,3772.0,3772.0
42,20.513,53.405,9.6,3.645,54.453,156.267,24.90148832,211.65443516,171679867.716,3847586.89763,0.81634989,0.23297571,14.541,5.589,7.545,1.722,40.722,16.569,12.23215835,21.66919484,172596287.698,2294274.08137,0.75263233,0.32895912,3864.0,3864.0
43,20.513,48.922,9.6,3.537,54.453,154.226,24.90148832,212.20962776,171679867.716,3847586.89763,0.8225506,0.24057751,14.541,5.589,7.729,2.244,40.678,16.569,13.00877762,20.48063284,172596287.698,2294274.08137,0.75086223,0.27423283,3956.0,3956.0
44,20.513,46.399,9.6,3.451,51.53,154.226,24.06437245,209.79660734,171908907.298,3255155.64878,0.81690385,0.24879634,14.541,5.589,7.729,2.244,40.678,16.569,13.00877762,20.48063284,172596287.698,2294274.08137,0.74318523,0.27141189,4048.0,4048.0
45,19.709,46.399,9.6,2.733,51.586,148.258,24.06437245,209.2012871,171908907.298,3078629.48935,0.78411702,0.31011206,14.541,5.589,7.729,2.244,40.678,16.569,13.00877762,20.48063284,172596287.698,2294274.08137,0.73449551,0.27423283,4140.0,4140.0
46,19.709,46.399,9.6,2.689,51.586,148.258,24.06437245,209.2012871,171908907.298,3078629.48935,0.78411702,0.31482516,12.518,5.432,7.073,1.561,39.577,18.653,12.23215835,8.23114531,172596697.486,2294274.08137,0.70001921,0.27101452,4232.0,4232.0
47,19.344,45.804,9.57,3.407,59.139,149.001,24.06437245,199.90845137,172170726.178,2998498.06025,0.77249359,0.24846426,13.039,5.556,7.073,1.477,39.577,22.419,13.21085995,8.23114531,172786180.354,2321290.575,0.68982566,0.25902933,4324.0,4324.0
48,18.945,45.446,9.608,3.631,52.362,144.184,22.21252143,176.8710697,172170726.178,2987856.23795,0.76282718,0.24795367,13.039,5.556,7.073,1.477,39.577,22.419,13.21085995,8.23114531,172786180.354,2321290.575,0.68982566,0.25902933,4416.0,4416.0
49,18.945,45.513,9.608,3.612,52.362,144.184,22.21252143,165.36990985,172203200.284,2987856.23795,0.77658098,0.21112665,11.876,5.684,6.914,1.604,44.112,16.689,13.21085995,7.3231044,172786180.354,2245090.44605,0.62764075,0.22727368,4508.0,4508.0
50,17.984,45.044,9.604,3.575,52.362,144.583,20.6183306,167.29284544,172203200.284,2816949.71345,0.78515102,0.22819295,11.876,5.684,6.914,1.604,44.112,16.689,13.21085995,7.3231044,172786180.354,2245090.44605,0.62764075,0.22727368,4600.0,4600.0
51,17.984,41.807,9.604,3.623,52.362,132.389,20.6183306,156.99279425,172203200.284,2816949.71345,0.77190133,0.16569082,11.876,5.56,6.914,1.619,44.112,16.689,12.5304282,6.38160761,172940084.578,1589380.6073,0.63856354,0.2404692,4692.0,4692.0
52,18.945,41.807,8.949,3.446,52.362,137.503,20.87667926,159.91708041,172203200.284,2583852.4345,0.77190133,0.18043679,11.876,5.56,7.342,2.07,44.112,17.497,12.5304282,19.22176615,172940084.578,1589380.6073,0.65902273,0.26157561,4784.0,4784.0
53,18.945,51.823,9.323,4.017,52.362,171.722,20.87667926,208.14564657,172953226.757,3197654.90008,0.79834207,0.20057595,11.876,5.427,7.342,1.829,46.31,17.497,12.64134358,19.22176615,172940084.578,1589380.6073,0.65777692,0.28065509,4876.0,4876.0
54,18.945,51.823,9.323,3.961,52.362,169.499,20.87667926,214.08373178,172953226.757,3197654.90008,0.80376503,0.23286319,11.876,5.427,7.342,1.829,46.31,17.497,12.64134358,19.22176615,172940084.578,1589380.6073,0.65777692,0.30631684,4968.0,4968.0
55,18.945,51.823,9.323,4.376,45.348,174.98,19.78072807,214.44157872,172953226.757,2897771.28905,0.83137393,0.1778561,11.876,5.427,7.342,1.829,46.31,17.497,12.64134358,19.22176615,172940084.578,1589380.6073,0.65777692,0.29878059,5060.0,5060.0
56,18.945,51.566,8.885,4.417,45.348,169.704,19.78072807,211.36288466,173012464.752,2709861.64658,0.7666481,0.1883595,11.876,5.427,7.342,1.829,46.31,17.497,12.64134358,19.22176615,172940084.578,1589380.6073,0.65777692,0.32465378,5152.0,5152.0
57,18.945,50.021,8.885,4.355,45.348,165.649,19.78072807,208.47758495,173012464.752,2709861.64658,0.7666481,0.19084485,11.876,5.427,7.342,1.829,46.31,17.497,12.64134358,19.22176615,172940084.578,1589380.6073,0.65777692,0.34199893,5244.0,5244.0
58,18.945,49.542,8.885,4.336,45.348,163.023,19.78072807,207.08402638,173012464.752,2709861.64658,0.7666481,0.19951167,11.876,5.84,7.342,1.814,46.31,17.497,12.64134358,20.83299285,172940084.578,2437325.79952,0.65777692,0.31251646,5336.0,5336.0
59,17.984,49.226,8.897,4.331,46.214,159.405,20.15263887,186.42319297,173012464.752,2709861.64658,0.75579745,0.18370279,11.876,5.064,7.342,1.617,48.509,17.497,11.16437787,21.23147266,173012273.512,2051147.68078,0.71860604,0.29071074,5428.0,5428.0
60,17.984,47.649,8.897,4.308,46.214,159.234,19.96810374,182.06531901,173012464.752,2709861.64658,0.75596795,0.16055214,11.876,5.064,7.342,1.617,48.509,17.497,11.16437787,21.23147266,173012273.512,2051147.68078,0.71860604,0.26752976,5520.0,5520.0
61,17.984,44.728,8.897,4.213,46.214,159.234,19.96810374,174.22506007,173012464.752,2709861.64658,0.7666481,0.16094522,11.876,5.064,7.342,1.617,48.509,17.497,11.16437787,21.23147266,173012273.512,2051147.68078,0.71860604,0.28157332,5612.0,5612.0
62,17.984,43.894,8.897,4.078,46.214,159.234,19.96810374,171.73913288,173012464.752,2709861.64658,0.74484225,0.13839519,11.876,5.064,7.342,1.617,48.509,17.497,11.16437787,21.23147266,173012273.512,2051147.68078,0.71860604,0.29242585,5704.0,5704.0
63,17.984,43.894,8.897,4.078,46.214,149.64,19.96810374,171.0794961,173012464.752,2709861.64658,0.74057014,0.12996559,11.876,5.064,7.342,1.617,48.509,17.497,11.16437787,21.23147266,173012273.512,2051147.68078,0.71860604,0.30379793,5796.0,5796.0
64,17.984,43.894,8.897,4.078,46.214,149.64,19.96810374,171.0794961,173012464.752,2709861.64658,0.74989203,0.11780484,13.039,5.033,7.441,1.539,43.975,23.227,11.16437787,21.08029024,173012273.512,2051147.68078,0.71860604,0.31903076,5888.0,5888.0
65,17.984,42.866,8.897,4.029,46.214,147.795,19.96810374,170.36532453,173012464.752,2709861.64658,0.74044144,0.14465149,13.039,5.335,7.441,2.37,43.622,23.227,10.85832217,21.08029024,173012273.512,2041537.51565,0.71939808,0.28919752,5980.0,5980.0
66,17.984,39.82,8.897,3.96,46.214,146.557,19.51596021,168.43566529,173012464.752,2703301.773,0.73837405,0.21559825,13.039,5.335,7.441,2.37,43.622,23.227,10.85832217,21.08029024,173012273.512,2041537.51565,0.71939808,0.27412834,6072.0,6072.0
67,17.984,39.122,8.897,3.813,46.214,146.021,19.51596021,166.2588211,173012464.752,2703301.773,0.73837405,0.21412909,13.513,5.037,7.466,2.377,39.557,23.431,11.61728434,21.08029024,173601407.87,1764250.87788,0.64382109,0.28122262,6164.0,6164.0
68,17.984,37.627,8.897,3.748,46.214,143.376,19.51596021,163.40314434,173012464.752,2703301.773,0.73837405,0.22941985,12.167,4.633,7.441,2.318,33.495,25.254,11.15971893,21.78238536,173613223.373,1764250.87788,0.68724183,0.29426199,6256.0,6256.0
69,17.984,37.651,8.897,3.501,46.214,143.376,19.28066766,165.9093216,173012464.752,2702873.3931,0.75138516,0.09794966,12.167,4.633,7.441,2.318,33.495,25.254,11.15971893,21.78238536,173613223.373,1764250.87788,0.68724183,0.29143073,6348.0,6348.0
70,17.984,36.844,8.897,3.494,46.214,142.268,19.28066766,157.56399241,173012464.752,2702873.3931,0.75138516,0.14094549,12.167,5.033,7.441,2.324,33.495,23.639,11.15971893,21.92519986,173613223.373,1764250.87788,0.68724183,0.28634174,6440.0,6440.0
71,17.984,36.178,8.897,3.462,46.214,141.493,19.28066766,152.07738584,173012464.752,2702873.3931,0.75138516,0.10030917,11.85,4.797,7.607,2.175,33.08,25.37,11.15971893,22.21603932,173613223.373,1715255.13768,0.72603258,0.23349036,6532.0,6532.0
72,17.984,35.009,9.161,3.362,46.214,139.739,19.28066766,151.87387647,173012836.495,2702873.3931,0.75138516,0.12797236,11.85,4.797,7.607,2.175,33.08,25.37,11.15971893,22.21603932,173613223.373,1715255.13768,0.7249508,0.23349036,6624.0,6624.0
73,16.468,29.26,8.08,3.356,37.605,117.847,12.29221588,117.65529283,173012836.495,2707333.67415,0.75138516,0.18287975,11.85,4.797,7.607,2.175,33.08,25.37,11.15971893,22.21603932,173613223.373,1715255.13768,0.73244116,0.23349036,6716.0,6716.0
74,16.468,29.104,8.08,3.295,37.605,117.847,12.29221588,117.65529283,173012836.495,2707333.67415,0.75138516,0.18262979,11.85,4.797,7.607,2.175,33.08,25.37,11.15971893,22.21603932,173613223.373,1715255.13768,0.74172732,0.25355484,6808.0,6808.0
75,16.195,28.971,8.08,3.241,46.214,107.477,12.29503592,116.9480672,173753114.145,2488153.1954,0.73837405,0.28742082,11.85,4.797,7.607,2.175,33.08,25.37,11.15971893,22.21603932,173613223.373,1715255.13768,0.74172732,0.24097747,6900.0,6900.0
76,16.195,28.971,8.08,3.241,46.214,107.477,12.29503592,113.17156412,173753114.145,2488153.1954,0.75138516,0.2930075,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.76025952,0.2223861,6992.0,6992.0
77,17.305,28.653,8.08,3.056,46.214,96.79,12.65690883,112.0890145,173758023.588,2488879.33852,0.75072001,0.30290858,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.76025952,0.20966952,7084.0,7084.0
78,17.305,28.503,8.08,3.016,37.605,94.416,12.65690883,110.2109004,173758023.588,2469535.62555,0.75072001,0.33142304,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.76025952,0.19367431,7176.0,7176.0
79,17.305,28.299,8.08,2.951,37.605,93.429,12.65690883,110.15917039,173758023.588,2469535.62555,0.75072001,0.33319603,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.75252534,0.187243,7268.0,7268.0
80,17.305,28.299,8.08,2.888,37.605,94.416,12.65690883,107.32759996,173758023.588,2469535.62555,0.73604255,0.33074426,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.7562354,0.187243,7360.0,7360.0
81,17.305,28.299,8.08,2.815,37.605,94.416,12.65690883,106.29749805,173758023.588,2469535.62555,0.75072001,0.3359041,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.75614777,0.16624285,7452.0,7452.0
82,17.305,27.152,8.08,2.763,37.605,93.429,12.65690883,106.29749805,173758023.588,2469535.62555,0.75072001,0.33540109,11.85,4.397,7.607,2.169,33.08,26.986,11.15971893,22.2409973,173613223.373,1488011.11428,0.76025952,0.17234453,7544.0,7544.0
83,17.305,27.152,8.08,2.763,37.605,93.429,12.65690883,102.00524274,173758023.588,2469535.62555,0.74332218,0.33074426,12.603,4.422,7.607,2.288,32.133,26.986,12.35368534,22.2409973,173613223.373,1488011.11428,0.74728156,0.16624285,7636.0,7636.0
84,17.305,27.152,8.08,2.763,37.605,93.429,12.65690883,102.00524274,173758023.588,2469535.62555,0.75072001,0.33776425,12.603,4.422,7.607,2.288,32.133,26.986,12.35368534,22.2409973,173613223.373,1488011.11428,0.74728156,0.16624285,7728.0,7728.0
85,17.305,27.152,8.08,2.763,37.605,93.429,12.65690883,101.68552455,173758023.588,2469535.62555,0.75072001,0.34214695,12.004,3.372,7.632,2.029,30.729,26.741,11.20937604,22.2409973,173613223.373,1488365.01333,0.76025952,0.15510822,7820.0,7820.0
86,17.305,27.152,8.08,2.705,37.605,93.429,12.65690883,101.68552455,173758023.588,2469535.62555,0.75072001,0.33253375,12.004,3.372,7.632,2.029,30.729,26.741,11.20937604,22.2409973,173613223.373,1488365.01333,0.76025952,0.18861959,7912.0,7912.0
87,17.305,26.95,8.08,2.705,37.605,90.777,12.65690883,98.24160778,173758023.588,2469535.62555,0.74778433,0.33074426,12.004,2.948,7.632,2.035,30.729,27.384,11.20937604,18.99996543,173911889.83,1615704.33193,0.7291848,0.19611456,8004.0,8004.0
88,17.305,28.097,8.08,2.705,37.605,86.667,12.65690883,96.01910709,173758023.588,2469535.62555,0.72618773,0.33074426,12.004,2.948,7.632,2.035,30.729,27.384,11.20937604,18.99996543,173911889.83,1615704.33193,0.7291848,0.15797586,8096.0,8096.0
89,17.305,26.693,8.08,2.705,37.605,86.667,12.65690883,96.01910709,173758023.588,2469535.62555,0.72490289,0.33074426,12.004,2.948,7.632,2.035,30.729,27.384,11.20937604,18.99996543,173911889.83,1615704.33193,0.7291848,0.16335811,8188.0,8188.0
90,16.445,26.4,8.08,2.549,37.605,84.811,12.59442937,96.01910709,173758023.588,2470433.17888,0.73190016,0.31484026,12.004,2.948,7.632,2.035,30.729,27.384,11.20937604,18.99996543,173911889.83,1615704.33193,0.7291848,0.15652914,8280.0,8280.0
91,16.445,26.006,8.08,2.537,37.605,79.715,12.59442937,95.19170339,173758023.588,2470433.17888,0.72452947,0.31588589,12.004,2.948,7.632,1.986,30.729,27.384,11.20937604,18.99996543,173911889.83,1615704.33193,0.7291848,0.16144688,8372.0,8372.0
92,16.469,25.446,8.08,2.517,37.605,72.704,12.37101801,95.19170339,173758023.588,2470433.17888,0.73056916,0.35233449,12.004,2.948,7.632,1.986,30.729,27.384,11.20937604,18.99996543,173911889.83,1615704.33193,0.7291848,0.16642744,8464.0,8464.0
93,16.469,23.943,8.08,2.517,35.872,72.704,12.37101801,94.74324698,173758023.588,2470433.17888,0.7361199,0.29580119,12.004,3.189,7.546,1.986,33.312,27.009,11.20617833,18.99996543,173911889.83,1601007.55438,0.7291848,0.21937362,8556.0,8556.0
94,16.469,23.324,8.08,3.1,35.872,69.974,12.37101801,94.74324698,173758023.588,2470433.17888,0.71235358,0.30926674,12.004,3.189,7.546,1.98,33.312,27.009,11.20617833,18.99996543,173911889.83,1601007.55438,0.7291848,0.22508332,8648.0,8648.0
95,16.469,23.324,8.08,3.1,35.872,69.974,12.37101801,94.19006256,173758023.588,2470433.17888,0.71542338,0.30765435,12.809,3.189,7.546,1.98,33.312,28.449,11.60388252,18.99996543,173911889.83,1587671.55193,0.7291848,0.22940223,8740.0,8740.0
96,16.469,23.324,8.08,3.018,35.872,69.974,12.37101801,94.19006256,173758023.588,2470433.17888,0.71604671,0.30926674,12.809,3.189,7.546,2.013,33.312,28.449,11.60388252,18.99996543,173911889.83,1587671.55193,0.7291848,0.2300722,8832.0,8832.0
97,16.445,22.881,8.08,3.059,35.872,71.017,12.90628758,93.45220892,173758023.588,2470433.17888,0.71613115,0.29518297,12.809,3.189,7.546,2.013,33.312,28.449,11.60388252,18.99996543,173911889.83,1587671.55193,0.7291848,0.22654434,8924.0,8924.0
98,16.445,22.881,8.08,3.059,35.872,69.823,12.90628758,91.68745604,173758023.588,2470433.17888,0.71613115,0.29187493,12.809,3.215,7.546,1.857,33.312,28.449,11.60388252,18.17473985,173911889.83,1559649.83105,0.7291848,0.26837958,9016.0,9016.0
99,16.445,22.881,8.08,3.059,35.872,68.999,12.90628758,91.68745604,173758023.588,2470433.17888,0.71450435,0.29164262,12.809,3.215,7.546,1.85,33.312,28.449,11.60388252,18.17473985,173911889.83,1559649.83105,0.7291848,0.26409416,9108.0,9108.0
100,16.445,22.601,8.08,3.059,35.872,68.999,12.90628758,86.97112192,173758023.588,2470433.17888,0.71613115,0.28538013,12.809,3.215,7.546,1.85,33.312,28.449,11.60388252,18.17473985,173911889.83,1559649.83105,0.7291848,0.25805142,9200.0,9200.0
