Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
44,1477.59,811.978,31.908,6.361,9811.986,6648.053,10581.0507338,4916.95896936,5.74273225604e+13,1.29783208558e+12,0.45059471,0.19128114,1854.852,2320.863,34.656,9.992,14191.055,14240.785,16637.3606501,24626.6958519,5.77755846606e+13,1.94660900874e+12,0.724661,0.44179926,139.0,140.5
45,1471.432,1407.866,28.875,8.669,9567.917,15237.621,15755.8330353,14173.3094228,5.86723008509e+13,1.86967505211e+12,0.64177438,0.30395835,1538.21,1131.395,30.864,9.481,7883.219,6554.21,8406.97341114,9537.65718019,5.76366520766e+13,1.41819471302e+12,0.53179706,0.31267587,142.2,143.3
46,1079.809,589.701,26.52,5.624,7662.032,4399.545,9403.73159825,3700.29816284,5.87184949647e+13,1.28653135333e+12,0.42785363,0.41094791,1487.904,1069.932,30.073,10.645,5044.537,11018.206,7337.63560816,8604.46208483,5.80998388448e+13,1.9593827898e+12,0.65079046,0.41967798,145.6,146.5
47,2066.73,630.139,31.506,11.678,13129.068,17386.678,16986.0688885,13300.3082902,5.8800167579e+13,1.52800780854e+12,0.53471033,0.29917075,1791.465,767.93,28.765,7.449,9822.387,8437.53,12739.7957165,10520.6580116,5.78600382022e+13,1.65822723066e+12,0.45727652,0.25603454,149.0,149.6
48,1310.828,446.83,26.814,7.802,9985.133,12520.564,10266.9671603,10451.8063918,5.89926401281e+13,2.10948229462e+12,0.43706458,0.1676717,828.778,815.754,28.105,8.301,6161.056,5109.191,9867.51099485,14361.6811704,5.80417244525e+13,7.19592010208e+11,0.60768233,0.28962765,152.4,152.9
49,1583.426,1628.726,34.813,16.915,10255.946,5337.706,14116.0169045,5642.52460956,5.77683800491e+13,1.47759644855e+12,0.73329322,0.4293387,1215.182,833.757,31.154,13.049,5379.271,4142.464,10838.4836292,9291.17154571,5.87722142301e+13,1.78579596257e+12,0.79926548,0.48367573,155.7,156.3
50,1866.426,2479.731,31.394,13.49,7257.747,7434.324,14095.3904973,16636.1839611,5.82500074627e+13,1.97077047846e+12,0.8862117,0.21667988,1513.872,1045.022,29.766,9.237,8627.718,8644.296,16460.8895522,9260.64377333,5.79080469308e+13,8.21786270609e+11,0.80612624,0.28498316,159.1,160.0
51,853.482,1444.577,29.628,12.015,5615.851,5204.277,6979.89999485,7055.27434002,5.83387002297e+13,1.49129070957e+12,0.61658494,0.55113017,1261.698,1342.057,33.701,11.399,5681.023,5188.801,10968.3165655,8453.81038326,5.79112217011e+13,1.53431863497e+12,0.71466172,0.26800273,162.1,163.0
52,1533.959,995.437,32.192,6.831,8172.72,14231.966,12657.216304,17052.1317902,5.79879639081e+13,2.21402787459e+12,0.55636008,0.40077737,1031.226,2091.103,32.372,11.824,5954.141,8977.941,9317.88686965,9700.26320591,5.81279314251e+13,1.57045736413e+12,0.71844769,0.29111843,165.4,166.1
53,1450.034,583.22,32.131,9.311,9107.293,9348.917,12125.7097431,12522.5600758,5.78524826068e+13,1.73266919804e+12,0.60203745,0.17877954,1331.151,1052.05,28.894,7.797,8492.553,6162.29,12534.0162711,11497.0282303,5.7973189027e+13,1.14922599763e+12,0.61040596,0.14785329,168.4,169.5
54,1772.11,1169.089,37.527,8.329,8221.243,4957.395,11048.5322934,11225.6199894,5.7732097396e+13,1.16981707894e+12,0.61069325,0.38784416,1048.12,1231.526,29.477,10.362,6526.889,7049.623,10957.7749334,22116.117207,5.82821528629e+13,9.87985431711e+11,0.58928405,0.3560062,172.0,172.9
55,1199.041,516.388,29.319,5.472,4494.324,3994.711,5258.88427815,5517.66182609,5.83250052652e+13,1.04471671629e+12,0.56841019,0.29848186,1147.083,638.301,28.087,10.206,10381.652,6849.055,15349.2881614,7388.97179233,5.76258223893e+13,2.19129068168e+12,0.71182414,0.31479291,175.2,176.3
56,1221.6,957.617,28.916,15.445,8278.131,7222.471,10298.447158,9503.99388323,5.78883356287e+13,1.84518101837e+12,0.65167968,0.42769739,1387.82,701.586,29.879,8.368,8496.074,5849.259,11101.6674449,3110.01214739,5.81249569516e+13,6.4255314284e+11,0.69831926,0.18623021,178.4,179.8
57,1189.342,1139.279,30.231,7.145,6664.136,4314.659,12492.0708766,10870.9877715,5.76586770374e+13,1.58776438872e+12,0.64519993,0.2930188,1073.436,1576.781,31.412,14.636,4824.182,13194.455,8286.99652727,11839.2640647,5.84839939053e+13,8.33887804934e+11,0.57567833,0.5044084,181.7,182.7
58,1771.119,1555.094,32.379,7.54,7857.304,5886.028,18489.5284672,26349.1300718,5.87785779263e+13,1.85913473178e+12,0.83907796,0.48450828,1268.741,771.945,30.607,6.744,6768.204,2896.952,10341.5303752,6953.13963895,5.79619147071e+13,1.61437957894e+12,0.71936393,0.49144286,184.5,186.2
59,2026.045,1086.344,32.22,11.489,10122.031,4066.844,13367.3297511,6926.90562893,5.75539632955e+13,1.40345008477e+12,0.47993785,0.32915304,1931.132,1366.946,34.971,10.957,8854.089,8239.682,13552.5253727,5149.00409366,5.75696054631e+13,2.41579947967e+12,0.69355335,0.23799302,187.8,189.3
60,1994.346,493.968,30.864,7.878,12275.565,7440.751,16808.7208264,12037.0098033,5.76260159617e+13,2.58467465489e+12,0.6825741,0.40556175,1048.422,732.16,30.613,13.08,6713.506,8117.529,10957.499836,7306.24850545,5.81926629767e+13,4.58454532656e+11,0.61422866,0.32203563,190.9,192.3
61,1083.926,1462.791,32.902,13.165,7973.139,6220.062,8663.44382992,4276.95518691,5.78182099211e+13,1.73369173172e+12,0.75544649,0.37112804,1440.194,1010.452,30.494,4.65,8767.407,8499.525,10316.884671,7021.55601432,5.75182896516e+13,1.20411390622e+12,0.378038,0.33242237,193.9,195.2
62,1204.741,960.31,30.694,3.476,7525.082,7744.688,9576.45906666,13040.2543461,5.79393876948e+13,2.25516473273e+12,0.5850443,0.26450284,1315.261,500.265,26.962,5.911,7223.781,4336.773,7063.94515964,5246.42104056,5.83689298905e+13,1.22908156439e+12,0.50101621,0.19062797,196.8,198.7
63,1151.568,755.129,30.863,8.233,9697.498,8415.028,10664.9500911,8317.13830942,5.79884622734e+13,1.09856022992e+12,0.71721291,0.18882463,2319.107,1211.906,33.621,6.46,11643.987,4498.412,13519.1273255,11943.4707213,5.73988457684e+13,1.70918844834e+12,0.67354373,0.54914179,199.8,201.8
64,1847.812,886.662,32.865,7.622,13607.501,18435.009,16189.7533505,14135.3909688,5.74750233934e+13,7.17368965956e+11,0.52732812,0.32773986,1416.226,775.154,31.787,4.871,7232.922,7640.235,11327.8968312,9653.79964816,5.75090244247e+13,1.11695253394e+12,0.53195,0.45623181,202.9,204.9
65,1398.619,958.861,31.436,10.954,8200.463,4278.554,8383.32011177,6651.19127341,5.76644023333e+13,2.28235166888e+12,0.69048765,0.25722386,1190.514,908.8,29.045,6.983,8196.235,6205.671,12362.864073,10496.1143824,5.79812742208e+13,1.72334790586e+12,0.49806924,0.47707633,205.7,208.0
66,1954.403,1058.518,31.355,6.93,6289.981,5291.617,10551.8427656,9161.37567402,5.77557208921e+13,4.6642005336e+11,0.5016264,0.57583515,1199.281,972.925,29.954,7.101,8727.861,7416.195,12757.4702289,9755.08767168,5.78936777658e+13,2.14159254444e+12,0.61841768,0.1625884,208.5,211.1
67,1761.202,530.596,32.354,6.784,8866.125,9403.305,13719.2401511,8860.48274138,5.8030141729e+13,1.63781248686e+12,0.59112591,0.56458654,1625.313,1098.676,31.771,4.981,10641.454,9860.461,13175.6616078,9066.04298896,5.77335272759e+13,5.60465852499e+11,0.58582871,0.23323705,212.0,214.0
68,1265.807,666.182,24.843,10.382,6292.105,5913.632,8674.85564628,13659.5878443,5.82989097499e+13,1.61572023931e+12,0.58840888,0.34041295,1996.861,1231.147,37.576,11.828,13847.07,7431.281,14794.4467051,7317.09476573,5.67666594567e+13,2.58562143205e+12,0.80346849,0.19407024,214.9,216.8
69,1126.932,910.028,28.451,11.012,5993.064,15096.515,8183.39415442,11440.0171782,5.81495701797e+13,1.89646642317e+12,0.63262848,0.1894619,1275.732,541.344,29.923,4.853,6819.876,4180.15,9337.4790509,5752.41772435,5.82994951596e+13,1.47569313312e+12,0.66974453,0.22142424,218.4,220.1
70,1278.841,1411.69,26.222,8.656,7104.848,8506.764,8868.60490765,4247.85095196,5.77417835732e+13,2.26132122539e+12,0.80230575,0.2573452,1225.371,482.062,27.608,6.204,9918.489,4662.736,16465.3083611,10417.3600208,5.79318104939e+13,9.27305907699e+11,0.32685068,0.64134081,221.0,223.2
71,1167.522,1125.84,31.494,7.858,7588.81,5683.342,9543.09180336,6425.76531118,5.79305509083e+13,1.39016374712e+12,0.62950712,0.42030973,1418.605,621.653,28.301,2.08,9734.556,9945.659,17367.0380533,17002.9508581,5.77741895678e+13,1.14111149649e+12,0.69245985,0.28702198,224.0,226.7
72,1716.801,1257.423,30.346,8.341,7908.599,9299.198,14736.689411,8549.81260859,5.76743617023e+13,8.43252673727e+11,0.607327,0.51591665,1818.731,693.966,32.763,11.069,13013.479,4064.619,13071.9896989,6831.8832388,5.737073925e+13,1.62194930856e+12,0.59159276,0.23941345,227.0,229.8
73,1146.585,945.04,26.078,12.738,8808.496,9883.89,11544.4258936,11811.9094876,5.8111900173e+13,2.27613127109e+12,0.65549912,0.41065868,1699.148,1988.106,34.147,10.065,9639.947,9266.24,21462.2752946,27488.9392084,5.75949124937e+13,1.9844394893e+12,0.83610974,0.30634091,230.0,232.7
74,1346.279,1429.016,29.044,6.689,7065.787,6591.108,8549.53137858,11334.3456075,5.83941867465e+13,6.47588304105e+11,0.57098171,0.28740509,2419.515,2821.996,30.295,11.226,17370.56,18118.717,17144.3195736,18007.3948176,5.72598358794e+13,2.41225608952e+12,0.55289831,0.33934009,233.4,235.7
75,1141.463,698.483,30.13,7.926,7849.485,4504.042,8212.24463965,6499.76270571,5.80966712864e+13,1.15695930127e+12,0.52041197,0.44360797,1406.602,841.725,29.631,12.401,11107.851,6596.556,11612.8888784,3925.06098613,5.72934900015e+13,9.07887193834e+11,0.62610058,0.28955038,237.0,238.6
76,1249.411,1400.849,29.058,8.228,9101.827,7998.441,13213.878148,18259.9908165,5.7835540226e+13,2.00586008114e+12,0.71248079,0.17402225,1623.225,1429.214,28.076,6.504,11792.924,6014.726,15870.211498,14675.7701642,5.78114552298e+13,1.26608921953e+12,0.71759048,0.2684128,239.9,241.8
77,1179.383,1384.092,30.14,8.066,4312.022,4210.587,4313.7790428,7918.62117381,5.89333481415e+13,1.12147698576e+12,0.48605487,0.53203348,1898.036,1383.399,30.28,14.543,11691.017,6685.039,13222.424121,13121.7181176,5.70992284037e+13,2.12469599495e+12,0.54943695,0.33745806,243.0,244.4
78,2118.087,700.018,38.314,9.458,10297.936,5281.894,16421.5838344,13825.0569034,5.6984352224e+13,1.11147467324e+12,0.81230805,0.24078782,1543.047,2322.741,34.693,11.48,13894.054,10274.253,17701.6644811,26944.2993797,5.75790984755e+13,2.01630891563e+12,0.68061761,0.43039797,246.0,247.8
79,2446.961,1636.2,34.669,12.675,13846.037,10152.318,15637.2625754,14321.9123592,5.80377729371e+13,1.84087520753e+12,0.80380407,0.17361211,1484.701,729.121,30.434,4.878,10063.71,9142.485,13250.2116022,9147.03598965,5.75375910676e+13,1.90312388677e+12,0.74915182,0.57288224,249.5,251.2
80,716.273,1098.544,26.926,3.902,5329.151,3708.621,7909.75724119,4909.01270877,5.81494584824e+13,2.15166091497e+12,0.67716769,0.3903357,1445.916,1823.06,30.97,10.39,9649.775,7608.212,14735.8376749,7798.21685704,5.79447077402e+13,1.14334747614e+12,0.55603466,0.30449065,253.0,254.4
81,1774.387,858.212,33.809,5.695,11935.883,13187.073,13250.9748963,11543.2376741,5.81732388352e+13,1.71500427836e+12,0.48338888,0.3862402,1292.0,836.318,31.854,6.985,8591.127,4801.768,11902.6535048,5773.18425718,5.77083638061e+13,1.03654305586e+12,0.45634663,0.5287552,256.1,257.6
82,951.26,1138.646,27.304,6.699,7289.758,5628.824,7961.62683258,12419.4098514,5.82209332629e+13,1.8079489614e+12,0.57945167,0.46904613,1242.62,1172.524,30.087,7.312,8055.893,7156.571,8644.25288216,4098.48845039,5.81417281909e+13,2.23797079407e+12,0.52524972,0.33351961,259.1,260.9
83,1644.136,1889.118,28.316,6.969,6895.391,9434.83,7521.19730054,14283.0465777,5.86746867704e+13,9.26501344998e+11,0.63777114,0.15923026,1769.578,846.035,28.955,5.915,10318.915,7466.11,10278.1318361,6242.40531877,5.76919122182e+13,1.68839828587e+12,0.60664811,0.2499272,262.3,264.3
84,1636.992,1735.763,30.27,9.85,11892.496,10387.036,15717.741188,21275.9162898,5.85066779573e+13,1.4693390291e+12,0.54984568,0.35661787,1888.938,753.91,34.189,7.95,6544.05,7798.251,11967.1312271,9442.07400097,5.70397344169e+13,2.11786720249e+12,0.54466338,0.48185393,265.5,267.4
85,1508.955,998.81,28.816,6.928,7815.703,3071.216,8308.44256929,2960.39536007,5.81248509487e+13,8.10257833956e+11,0.56746574,0.35224642,980.437,533.881,33.158,7.612,5290.219,7048.7,9594.42113111,8526.89992273,5.85607235755e+13,1.89882653622e+12,0.56516442,0.48215835,268.7,270.4
