Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr,evals_standard_random,evals_sway2
10,207.792,123.437,16.103,5.313,753.864,508.293,1082.90939446,683.30079408,6.04818816175e+13,2.60427112415e+11,0.82727499,0.21884026,41.754,165.898,10.365,7.734,112.651,671.643,151.95763807,1005.81377156,6.05559773233e+13,2.25801549905e+11,0.70007624,0.35687734,920.0,920.0
11,174.204,149.577,15.779,5.065,672.703,619.54,905.81543663,891.78042321,6.04818816175e+13,2.37066743768e+11,0.77809829,0.22507831,41.754,141.557,10.365,7.096,112.651,586.699,151.95763807,938.71741314,6.05559773233e+13,2.25801549905e+11,0.70007624,0.28509455,1012.0,1012.0
12,164.508,162.014,15.399,6.497,647.682,549.102,873.78656281,803.37706349,6.05014103961e+13,1.53436400319e+11,0.84088317,0.29210782,38.808,139.449,10.365,6.901,112.651,523.758,151.95763807,876.37646806,6.05560957527e+13,2.25801549905e+11,0.72687693,0.22130747,1104.0,1104.0
13,157.919,147.045,15.376,6.677,598.564,539.209,803.80102179,770.5626448,6.05029892247e+13,1.53436400319e+11,0.83373758,0.1234335,43.139,129.186,9.529,6.558,102.058,501.816,147.12787628,766.9863656,6.05560957527e+13,2.25385152549e+11,0.70007624,0.34365951,1196.0,1196.0
14,157.377,149.743,15.03,8.154,602.288,557.134,757.18812185,850.70849969,6.05656493169e+13,1.45420552152e+11,0.80381814,0.09763892,43.139,115.407,9.529,6.414,102.058,437.583,147.12787628,730.88420334,6.05560957527e+13,2.25385152549e+11,0.72687693,0.23972124,1288.0,1288.0
15,142.091,144.789,14.954,7.906,540.376,497.402,710.95383171,751.57006427,6.05656493169e+13,1.47450181778e+11,0.82929957,0.13613413,35.304,92.078,8.999,5.697,65.593,353.584,67.95343079,467.32117215,6.05560957527e+13,2.2475752851e+11,0.73146665,0.15864074,1380.0,1380.0
16,136.678,132.211,14.768,7.743,536.733,477.056,680.23015062,719.43329041,6.05656493169e+13,1.47450181778e+11,0.85227124,0.14165801,35.304,87.086,8.999,5.488,65.593,340.881,67.95343079,437.10170158,6.05560957527e+13,2.2475752851e+11,0.70554171,0.17281657,1472.0,1472.0
17,124.793,125.848,14.502,7.244,483.091,459.232,641.9307738,668.89046251,6.05659757793e+13,1.46821252035e+11,0.87660443,0.30085262,35.304,85.443,8.999,4.965,59.581,335.484,67.95343079,438.22686813,6.05560957527e+13,2.11409385005e+11,0.70657052,0.2600395,1564.0,1564.0
18,68.067,105.644,11.458,7.103,262.198,385.935,331.81967835,632.73930346,6.05673969939e+13,1.46969454972e+11,0.81022514,0.32596998,29.197,85.993,9.529,5.012,53.408,320.832,48.71645254,413.14656985,6.05812530995e+13,1.10116237343e+11,0.71154676,0.32276978,1656.0,1656.0
19,21.0,103.18,7.894,6.555,82.487,380.669,68.37181737,563.44376322,6.05674005956e+13,1.46969454972e+11,0.71350897,0.32590792,26.758,80.144,9.529,4.898,51.205,310.18,48.71645254,405.33502332,6.05814595905e+13,1.10116237343e+11,0.71154676,0.30877774,1748.0,1748.0
20,20.673,74.059,7.894,4.934,75.346,252.383,53.29916455,368.8393655,6.05674006358e+13,1.51503501715e+11,0.60647559,0.29853973,24.238,73.14,8.924,4.763,50.118,300.136,48.39602406,402.28515476,6.05814595905e+13,1.10116237343e+11,0.74595783,0.32560762,1840.0,1840.0
21,21.582,70.918,7.894,5.161,72.575,246.427,53.29916455,345.37912769,6.05748748896e+13,1.46383325585e+11,0.60647559,0.29690258,24.238,69.852,9.38,4.877,50.118,285.05,46.56077458,389.29319784,6.05814595905e+13,1.10116237343e+11,0.74595783,0.29155395,1932.0,1932.0
22,21.582,70.396,7.894,4.838,72.575,229.403,53.29916455,337.02144783,6.05748748896e+13,1.46681783831e+11,0.60647559,0.3090359,24.238,65.88,9.38,4.796,50.118,287.513,46.56077458,393.06531174,6.05814595905e+13,1.10116237343e+11,0.74136811,0.28933326,2024.0,2024.0
23,20.673,10.76,7.732,1.24,61.813,30.113,42.10593814,45.63691868,6.05752500974e+13,1.46681783831e+11,0.60321445,0.23026362,24.238,64.98,9.56,4.579,44.902,276.797,38.77718332,363.28732311,6.05814601101e+13,1.10116237343e+11,0.70134354,0.40682125,2116.0,2116.0
24,20.673,10.76,7.732,1.24,61.813,30.113,42.10593814,45.63691868,6.05752500974e+13,1.46681783831e+11,0.60321445,0.23026362,24.238,64.582,9.56,4.505,44.902,263.278,38.77718332,356.9141098,6.05814601101e+13,1.10116237343e+11,0.74136811,0.3073712,2208.0,2208.0
25,20.673,11.052,7.521,1.221,61.813,26.832,39.43989682,37.428026,6.05752500974e+13,1.46450050134e+11,0.55741434,0.17740626,23.855,58.525,9.324,4.499,49.507,257.865,39.66558052,342.66034773,6.05814601101e+13,1.10116237343e+11,0.61956087,0.27405377,2300.0,2300.0
26,20.673,10.2,7.521,1.221,61.813,26.506,39.84305322,36.54933839,6.05752500974e+13,1.46450054474e+11,0.55741434,0.17740626,19.236,21.872,8.635,2.246,41.641,23.01,29.59650907,43.67508902,6.05814601101e+13,1.10116237343e+11,0.54519296,0.26143796,2392.0,2392.0
27,20.673,10.2,7.521,1.221,61.813,26.506,39.84305322,36.54933839,6.05752500974e+13,1.46450054474e+11,0.55741434,0.17740626,19.236,21.872,8.635,2.246,41.641,23.01,29.59650907,43.67508902,6.05814601101e+13,1.10116237343e+11,0.4907932,0.21446831,2484.0,2484.0
28,16.84,10.291,7.354,1.221,59.042,28.269,30.65186013,30.84611201,6.05752500974e+13,1.46803268929e+11,0.5459442,0.14725242,19.236,21.872,8.635,2.246,41.641,23.01,29.59650907,43.67508902,6.05814601101e+13,1.10116237343e+11,0.54519296,0.26143796,2576.0,2576.0
29,13.097,9.3,7.122,0.961,58.03,14.173,30.65186013,24.05857608,6.05752500974e+13,1.46803268929e+11,0.55400105,0.19446182,18.084,20.547,8.635,2.924,43.202,32.857,19.99306665,37.38658197,6.06072027558e+13,70338616779.5,0.4770216,0.27768898,2668.0,2668.0
30,13.106,8.496,7.058,0.466,58.03,19.625,30.65186013,19.4383047,6.05754892244e+13,1.46636326905e+11,0.56783457,0.11358406,18.084,20.502,8.635,2.745,41.641,22.601,19.99306665,31.84563365,6.06072027558e+13,70223392520.2,0.4770216,0.25576951,2760.0,2760.0
31,13.106,6.535,7.058,0.466,57.352,22.142,30.65186013,15.87979758,6.05754892244e+13,1.46606087422e+11,0.58650558,0.14747928,18.084,20.502,8.635,2.745,41.641,22.601,19.99306665,31.84563365,6.06072027558e+13,70223392520.2,0.5205632,0.25983342,2852.0,2852.0
32,13.684,6.535,6.943,0.633,55.934,27.81,32.12151705,14.85129022,6.0575489615e+13,1.46606087422e+11,0.5896017,0.14470374,18.084,20.502,8.635,2.745,41.641,22.601,19.99306665,31.84563365,6.06072027558e+13,70223392520.2,0.5205632,0.28708117,2944.0,2944.0
33,14.171,6.535,6.935,0.691,55.934,22.784,34.90374329,10.18517223,6.05761607134e+13,1.46606087422e+11,0.63122425,0.15637188,18.084,20.502,8.635,2.745,41.641,22.601,19.99306665,31.84563365,6.06072027558e+13,70223392520.2,0.5205632,0.28315211,3036.0,3036.0
34,14.171,6.535,6.935,0.691,55.934,22.784,34.90374329,10.18517223,6.05761607134e+13,1.46606087422e+11,0.63122425,0.15637188,18.084,18.782,8.516,2.246,42.4,24.534,19.99306665,35.16120349,6.06072027558e+13,71268502749.1,0.54050793,0.25477846,3128.0,3128.0
35,14.171,6.523,6.996,0.691,55.934,20.679,34.90374329,10.18517223,6.05761607134e+13,1.46218823845e+11,0.63232655,0.18048796,18.084,20.502,8.683,2.201,41.641,22.601,19.99306665,33.56338224,6.06179798671e+13,64785212186.0,0.53712669,0.27788615,3220.0,3220.0
36,14.171,6.535,6.996,0.691,57.281,18.854,34.90374329,10.18517223,6.05761607134e+13,1.46218823845e+11,0.63232655,0.19208654,18.084,20.502,8.683,2.201,41.641,22.601,19.99306665,33.56338224,6.06179798671e+13,64785212186.0,0.53712669,0.27788615,3312.0,3312.0
37,14.171,6.535,6.996,0.691,57.281,18.854,34.90374329,10.18517223,6.05761607134e+13,1.46218823845e+11,0.63232655,0.19208654,16.037,7.796,8.225,2.116,38.352,17.197,15.16815016,28.01359632,6.06179798671e+13,64785212186.0,0.53712669,0.27788615,3404.0,3404.0
38,14.171,6.535,6.996,0.691,57.281,18.854,34.90374329,10.18517223,6.05761607134e+13,1.46218823845e+11,0.58838422,0.216189,16.037,7.796,8.225,2.116,38.352,17.197,15.16815016,27.6316517,6.06179798671e+13,62969182797.0,0.5223659,0.27788615,3496.0,3496.0
39,14.171,6.535,6.996,0.691,57.281,18.854,34.90374329,10.18517223,6.05761607134e+13,1.46218823845e+11,0.58838422,0.216189,16.037,7.796,8.225,2.116,38.352,17.197,15.16815016,27.6316517,6.06179798671e+13,62969182797.0,0.5223659,0.27788615,3588.0,3588.0
40,14.171,6.541,7.183,0.671,55.89,26.677,33.12383659,10.57610271,6.05761607134e+13,1.4609420799e+11,0.65645437,0.21896533,14.301,7.796,8.411,2.116,38.352,19.212,14.55452652,27.6316517,6.06179798671e+13,62968528785.6,0.5223659,0.27788615,3680.0,3680.0
41,13.205,7.935,7.354,1.137,56.963,24.604,30.27315558,15.08729596,6.06276714642e+13,1.49557319003e+11,0.57003125,0.21610437,13.377,6.501,8.549,1.997,38.352,19.621,14.55452652,27.34349891,6.06180176592e+13,62968528802.7,0.47359693,0.29232099,3772.0,3772.0
42,13.205,7.213,7.354,1.253,55.89,30.212,30.27315558,14.03553298,6.06276714642e+13,1.49557274913e+11,0.57003125,0.21610437,13.377,6.501,8.549,1.997,38.352,19.621,14.55452652,27.34349891,6.06180176592e+13,62968528802.7,0.47359693,0.29232099,3864.0,3864.0
43,13.205,6.258,7.354,1.191,55.934,32.65,30.27315558,14.03553298,6.06276714642e+13,1.49557274913e+11,0.6135062,0.21144469,13.377,6.501,8.549,1.997,38.352,19.621,14.55452652,27.34349891,6.06180176592e+13,62968528802.7,0.43197572,0.29232099,3956.0,3956.0
44,13.205,6.98,7.566,1.32,54.631,36.766,31.39028795,26.11675623,6.06278414317e+13,1.3810433139e+11,0.64153149,0.16709299,13.377,6.501,8.549,1.997,38.352,19.621,14.55452652,27.34349891,6.06180176592e+13,62968528802.7,0.47359693,0.29232099,4048.0,4048.0
45,13.199,7.452,7.419,1.085,54.631,28.86,31.39028795,23.48095775,6.06305737529e+13,1.3810433139e+11,0.64153149,0.11188019,13.377,6.223,8.274,1.943,38.352,29.233,14.55452652,28.66523607,6.06180176592e+13,62968535822.9,0.44541062,0.29394319,4140.0,4140.0
46,13.199,7.452,7.419,1.282,54.631,28.86,31.39028795,23.48095775,6.06305737529e+13,1.3810433139e+11,0.63367188,0.20199845,13.377,6.223,8.274,1.943,38.352,29.233,14.55452652,28.66523607,6.06180176592e+13,62968535822.9,0.50112697,0.37349366,4232.0,4232.0
47,13.199,7.452,7.419,1.282,54.631,28.86,31.39028795,23.48095775,6.06305737529e+13,1.3810433139e+11,0.63367188,0.20199845,13.377,6.223,8.274,1.943,38.352,29.233,14.55452652,28.66523607,6.06180176592e+13,62968535822.9,0.50112697,0.39293421,4324.0,4324.0
48,13.199,6.851,7.461,1.25,50.787,24.009,30.25847138,23.77446983,6.06305737529e+13,1.3810433139e+11,0.63611978,0.25078906,13.377,6.223,8.274,1.943,38.352,29.233,14.55452652,28.66523607,6.06180176592e+13,62968535822.9,0.50112697,0.43331387,4416.0,4416.0
49,13.199,7.323,7.461,1.374,50.787,31.502,30.25847138,28.96245814,6.06478689479e+13,1.17997029645e+11,0.65027126,0.19932038,13.377,6.223,8.274,1.943,38.352,29.233,14.55452652,28.66523607,6.06180176592e+13,62968535822.9,0.50112697,0.36062029,4508.0,4508.0
50,13.199,7.323,7.461,1.521,50.787,29.134,30.25847138,28.96245814,6.06486710924e+13,1.17997029645e+11,0.67358627,0.19932038,13.377,6.025,8.274,1.83,36.909,31.524,14.39896531,28.66523607,6.06180252479e+13,62968535822.9,0.55876012,0.2593794,4600.0,4600.0
51,12.99,5.361,7.354,1.157,38.007,22.778,26.38079076,22.41373238,6.06486710924e+13,1.17213185195e+11,0.58930333,0.20544123,14.236,5.875,8.274,1.578,35.835,31.524,15.12329193,28.34473569,6.06180252479e+13,62968535822.9,0.55876012,0.2593794,4692.0,4692.0
52,12.99,5.361,7.354,1.157,38.007,22.778,26.38079076,22.41373238,6.06486710924e+13,1.17213185195e+11,0.58930333,0.20544123,15.019,5.488,8.274,1.578,35.835,31.59,15.12329193,27.69162034,6.06180252479e+13,63067761734.3,0.55876012,0.25560778,4784.0,4784.0
53,12.99,5.361,7.354,1.157,38.007,22.778,26.38079076,22.41373238,6.06486710924e+13,1.17213185195e+11,0.58930333,0.20544123,15.007,6.516,7.872,1.832,35.835,31.59,15.12329193,28.2065736,6.06180252479e+13,62869012618.4,0.55876012,0.18412858,4876.0,4876.0
54,12.99,5.361,7.354,1.157,38.007,22.778,26.38079076,22.41373238,6.06486710924e+13,1.17213185195e+11,0.58930333,0.20544123,15.007,6.518,7.872,1.832,35.835,31.59,14.06843663,31.80561185,6.06313723922e+13,65700180565.2,0.53017969,0.18412858,4968.0,4968.0
55,12.99,5.361,7.354,1.157,38.007,20.823,26.38079076,22.41373238,6.06486710924e+13,1.17213185195e+11,0.62917339,0.22725618,15.007,6.518,8.307,2.408,35.835,31.59,14.06843663,31.80561185,6.06461044998e+13,57710852056.0,0.56160815,0.2721331,5060.0,5060.0
56,13.571,5.353,7.355,1.54,38.007,20.823,26.38079076,22.41373238,6.06486710924e+13,1.172309525e+11,0.62917339,0.27544347,15.897,6.518,8.307,2.604,36.909,31.59,14.26071257,31.80561185,6.06461044998e+13,57710852056.0,0.53822506,0.16930627,5152.0,5152.0
57,13.571,3.186,7.355,1.318,38.007,20.137,26.38079076,23.18385705,6.06486710924e+13,49469900640.7,0.62917339,0.23617475,14.149,7.24,7.701,2.323,36.717,20.617,14.26071257,19.03844285,6.06461044998e+13,57710852056.0,0.52246763,0.20259661,5244.0,5244.0
58,14.76,7.421,7.461,1.806,38.007,19.135,24.59484398,20.89832744,6.06602151695e+13,46084124317.4,0.63087665,0.16333853,14.149,6.682,7.701,2.323,36.717,20.893,14.26071257,19.03844285,6.06461044998e+13,57710852056.0,0.52246763,0.21741,5336.0,5336.0
59,14.76,7.421,7.461,1.806,38.007,19.135,24.59484398,20.89832744,6.06602151695e+13,46084124317.4,0.63087665,0.16333853,14.149,6.682,7.701,2.323,36.717,20.893,14.26071257,19.03844285,6.06461044998e+13,57710852056.0,0.52246763,0.21770595,5428.0,5428.0
60,14.76,7.421,7.461,1.806,38.007,19.135,24.59484398,20.89832744,6.06602151695e+13,46084124317.4,0.63087665,0.16333853,14.149,6.682,7.701,1.797,36.717,25.824,14.26071257,19.78261177,6.06461044998e+13,57710852056.0,0.52574335,0.12698078,5520.0,5520.0
61,14.76,7.421,7.461,1.806,38.007,19.135,24.59484398,20.89832744,6.06602151695e+13,46084124317.4,0.63087665,0.16333853,13.988,6.682,7.556,1.642,36.717,25.824,14.26071257,19.78261177,6.06526442505e+13,53175966232.6,0.52574335,0.12698078,5612.0,5612.0
62,13.875,4.337,7.461,1.775,38.007,17.439,23.46599298,15.60607899,6.06602151695e+13,46085226354.6,0.62357301,0.16376642,13.988,6.682,7.556,1.642,36.717,25.824,14.26071257,19.78261177,6.06526442505e+13,53175966232.6,0.52574335,0.12698078,5704.0,5704.0
63,13.875,4.265,7.461,1.627,38.007,21.842,23.46599298,16.03869146,6.06602151708e+13,46085226354.6,0.62357301,0.14418427,13.988,6.682,7.556,1.642,36.717,25.824,14.26071257,19.78261177,6.06526442505e+13,53175966232.6,0.52574335,0.12698078,5796.0,5796.0
64,13.875,4.265,7.461,1.627,38.007,21.842,23.46599298,16.03869146,6.06602151708e+13,46085226354.6,0.62357301,0.14418427,13.988,6.682,7.556,1.642,36.717,25.824,14.26071257,19.78261177,6.06526442505e+13,53175966232.6,0.52574335,0.12698078,5888.0,5888.0
65,13.875,4.265,7.461,1.627,38.007,21.842,22.93741759,10.65386824,6.06602151708e+13,45065138559.2,0.60165845,0.14571459,13.988,6.682,7.556,1.642,36.717,25.824,14.26071257,19.78261177,6.06526442505e+13,53175966232.6,0.52574335,0.12698078,5980.0,5980.0
66,13.875,4.265,7.461,1.627,38.007,21.842,22.93741759,10.65386824,6.06602151708e+13,45065138559.2,0.60165845,0.14571459,13.988,6.682,7.556,1.642,36.717,18.453,14.26071257,18.9883345,6.06526442505e+13,53175966232.6,0.52246763,0.13089308,6072.0,6072.0
67,13.875,4.265,7.461,1.627,38.007,21.842,22.93741759,10.65386824,6.06602151708e+13,45065138559.2,0.60165845,0.14571459,13.988,6.682,7.556,1.642,36.717,18.453,14.26071257,18.9883345,6.06526442505e+13,53175966232.6,0.52246763,0.13089308,6164.0,6164.0
68,13.875,4.265,7.461,1.627,38.007,21.842,22.93741759,10.65386824,6.06602151708e+13,45065138559.2,0.60165845,0.14571459,13.988,6.682,7.556,1.642,36.717,18.453,14.26071257,18.9883345,6.06526442505e+13,53175966232.6,0.52246763,0.13089308,6256.0,6256.0
69,13.875,4.265,7.461,1.627,38.007,21.842,22.93741759,10.65386824,6.06602151708e+13,45065138559.2,0.60165845,0.14571459,13.988,6.682,7.556,1.642,36.717,18.453,14.26071257,18.9883345,6.06526442505e+13,53175966232.6,0.52246763,0.13089308,6348.0,6348.0
70,13.882,4.265,7.547,1.738,35.793,23.776,22.58567888,10.88356034,6.06602151708e+13,45065135253.0,0.61692158,0.15058555,13.988,6.477,8.064,1.484,34.38,18.621,14.26071257,12.87797548,6.06526478986e+13,53175966232.6,0.53822506,0.10935954,6440.0,6440.0
71,13.882,4.265,7.547,1.738,35.793,23.776,22.58567888,10.88356034,6.06602151708e+13,45065135253.0,0.61692158,0.15058555,13.988,6.477,8.064,1.484,34.38,18.621,14.26071257,12.87797548,6.06526478986e+13,53175966232.6,0.53822506,0.10935954,6532.0,6532.0
72,13.882,4.265,7.547,1.738,35.793,23.776,22.58567888,10.88356034,6.06602151708e+13,45065135253.0,0.61692158,0.15058555,13.988,6.477,8.064,1.484,34.38,18.621,14.26071257,12.87797548,6.06526478986e+13,53175966232.6,0.53822506,0.10935954,6624.0,6624.0
73,14.449,3.71,7.547,1.665,35.793,23.776,22.58567888,11.18806055,6.06602152856e+13,45065135064.2,0.64164409,0.19334576,12.109,4.663,7.882,1.301,34.38,13.095,14.26071257,12.2484144,6.06526478986e+13,53175966232.6,0.57168105,0.11242019,6716.0,6716.0
74,15.901,7.402,7.547,2.16,39.3,26.006,23.46599298,16.6669194,6.06602152856e+13,48497720047.5,0.7058023,0.25582781,12.109,4.663,7.882,1.301,34.38,13.095,14.26071257,12.2484144,6.06526478986e+13,53175966232.6,0.57108915,0.11242019,6808.0,6808.0
75,15.901,7.402,7.547,2.16,39.3,26.006,23.46599298,16.6669194,6.06602152856e+13,48497720047.5,0.70946317,0.22515746,12.109,4.663,7.882,1.301,34.38,13.095,14.26071257,12.2484144,6.06526478986e+13,53175966232.6,0.57108915,0.11242019,6900.0,6900.0
76,15.901,7.402,7.547,2.16,39.3,26.006,23.46599298,16.6669194,6.06602152856e+13,48497720047.5,0.7058023,0.22216595,11.948,4.663,7.882,1.671,34.38,13.095,14.26071257,12.2484144,6.06526492076e+13,53175966232.6,0.57108915,0.11242019,6992.0,6992.0
77,15.901,7.402,7.547,2.198,37.744,26.006,23.46599298,17.27518031,6.06602152856e+13,48497720047.5,0.70946317,0.22216595,11.948,4.663,7.882,1.671,34.38,13.095,14.26071257,12.2484144,6.06526492076e+13,53175966232.6,0.57108915,0.11242019,7084.0,7084.0
78,15.901,7.402,7.547,2.198,37.744,26.006,23.46599298,17.27518031,6.06602152856e+13,48497720047.5,0.7058023,0.22138782,11.948,4.166,7.51,1.73,32.908,13.095,14.26071257,12.45289441,6.06526492076e+13,53365486294.0,0.56337709,0.11443887,7176.0,7176.0
79,16.078,7.908,7.442,2.198,38.078,25.611,23.82392119,17.27518031,6.06602152856e+13,48497720047.5,0.68175013,0.22594017,12.109,4.166,7.51,1.598,32.908,13.095,14.26071257,12.45289441,6.06526494297e+13,53365486294.0,0.56337709,0.11443887,7268.0,7268.0
80,16.078,7.908,7.442,2.198,38.078,25.611,23.62016636,17.27518031,6.06602152856e+13,48497720047.5,0.69437696,0.24740047,12.27,4.166,7.598,1.589,37.458,31.216,17.6170418,23.82870844,6.06540446273e+13,57833328476.5,0.56337709,0.11443887,7360.0,7360.0
81,15.543,7.402,7.346,2.209,44.281,25.611,23.98948449,17.27518031,6.06602152856e+13,48497720047.5,0.6543212,0.29558615,12.27,4.166,7.598,1.589,37.458,31.216,17.6170418,23.82870844,6.06540446273e+13,57833328476.5,0.56337709,0.11443887,7452.0,7452.0
82,15.543,7.402,7.346,2.209,44.281,25.611,23.98948449,17.27518031,6.06602152856e+13,48497720047.5,0.65066033,0.29558615,11.87,4.51,7.51,1.73,36.371,13.077,17.6170418,18.67596238,6.0661240628e+13,67133677101.1,0.56337709,0.11443887,7544.0,7544.0
83,15.543,7.957,7.469,2.071,44.281,25.611,23.98948449,17.19464028,6.06602152881e+13,48497720047.5,0.6543212,0.34021665,11.87,4.51,7.51,1.73,36.371,13.077,17.6170418,18.67596238,6.0661240628e+13,67133677101.1,0.59758874,0.11526131,7636.0,7636.0
84,14.339,7.964,7.469,2.246,47.502,29.998,24.07155556,17.19464028,6.06602152881e+13,48497720047.5,0.65066033,0.28397368,11.87,4.51,7.51,1.73,36.371,13.077,17.6170418,18.67596238,6.0661240628e+13,67133677101.1,0.59758874,0.11526131,7728.0,7728.0
85,14.339,8.036,7.577,2.246,47.502,29.998,24.07155556,17.67591858,6.06606763891e+13,48497720047.5,0.6543212,0.25460301,11.87,4.51,7.51,1.73,36.371,13.077,17.6170418,18.67596238,6.0661240628e+13,67133677101.1,0.59758874,0.11526131,7820.0,7820.0
86,14.339,8.036,7.577,2.246,47.502,29.998,24.07155556,18.68832669,6.06627200603e+13,33277926834.0,0.64960008,0.20545334,11.87,4.51,7.51,1.73,36.371,13.077,17.6170418,18.67596238,6.0661240628e+13,67133677101.1,0.59758874,0.11526131,7912.0,7912.0
87,14.339,8.036,7.577,2.246,47.502,29.998,24.07155556,18.68832669,6.06627200603e+13,33277926834.0,0.64960008,0.20728377,12.917,21.773,7.948,2.795,37.458,64.478,17.6170418,93.45457009,6.0661240628e+13,67133677101.1,0.60402664,0.20266362,8004.0,8004.0
88,14.339,8.036,7.577,2.296,47.502,29.998,24.07155556,19.06141801,6.06627200603e+13,33277926834.0,0.64960008,0.20545334,12.917,21.773,7.948,2.795,37.458,64.478,17.6170418,89.87994903,6.0661240628e+13,67133677101.1,0.60402664,0.19521478,8096.0,8096.0
89,14.339,8.036,7.577,2.296,47.502,29.998,24.07155556,19.06141801,6.06627200603e+13,33277926834.0,0.64301976,0.20469404,14.903,25.636,7.948,3.516,39.987,77.69,22.49509069,111.47017931,6.06705588095e+13,1.6663105627e+11,0.61110518,0.16663402,8188.0,8188.0
90,14.339,8.036,7.577,2.296,47.502,29.998,24.07155556,19.06141801,6.06627200603e+13,33277926834.0,0.64960008,0.19934584,25.933,28.232,9.199,3.47,72.287,78.19,68.06608791,116.10678919,6.06785202042e+13,1.50915431594e+11,0.67526491,0.18037965,8280.0,8280.0
91,14.339,7.314,7.577,2.142,46.345,25.611,23.43075975,15.1396258,6.06627200603e+13,33277926834.0,0.64960008,0.30229192,25.933,27.23,9.14,3.428,72.287,77.781,68.06608791,115.64049881,6.06785202042e+13,1.50915431594e+11,0.67570422,0.17202014,8372.0,8372.0
92,14.339,7.314,7.577,2.142,46.345,25.611,23.43075975,15.1396258,6.06627200603e+13,33277926834.0,0.60703039,0.27950389,25.933,26.867,9.117,3.428,72.287,76.659,66.87082153,115.64049881,6.06785202042e+13,1.50915431594e+11,0.65960051,0.17047243,8464.0,8464.0
