Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
86,788.966,494.61,0.07,0.226,0.018,0.128,0.133,0.03,1267.511,77.48,0.012,0.009,0.143,0.043,0.223,0.072
87,776.5,530.053,0.078,0.227,0.0,0.115,0.129,0.027,1263.285,81.487,0.012,0.01,0.143,0.0,0.221,0.064
88,772.254,530.694,0.062,0.255,0.0,0.107,0.126,0.028,1263.285,82.398,0.012,0.009,0.143,0.007,0.222,0.06
89,747.777,567.013,0.06,0.255,0.0,0.107,0.127,0.027,1265.523,77.398,0.011,0.009,0.143,0.025,0.226,0.069
90,753.762,625.443,0.061,0.304,0.0,0.1,0.128,0.03,1261.468,84.606,0.012,0.009,0.143,0.036,0.226,0.064
91,729.935,679.481,0.073,0.346,0.0,0.107,0.127,0.025,1256.396,80.565,0.011,0.009,0.143,0.022,0.229,0.061
92,699.247,752.468,0.087,0.356,0.0,0.107,0.125,0.033,1250.249,77.922,0.012,0.008,0.143,0.034,0.235,0.081
93,692.576,750.043,0.108,0.372,0.0,0.1,0.122,0.032,1250.542,75.478,0.011,0.008,0.143,0.034,0.237,0.083
94,670.79,804.598,0.12,0.769,0.0,0.107,0.125,0.036,1247.251,83.294,0.011,0.008,0.143,0.043,0.235,0.088
95,663.5,819.616,0.119,0.77,0.0,0.1,0.122,0.037,1240.061,75.701,0.011,0.008,0.143,0.035,0.238,0.101
96,656.978,818.671,0.117,0.766,0.0,0.107,0.128,0.04,1242.103,69.887,0.011,0.009,0.143,0.043,0.242,0.1
97,628.744,841.233,0.142,0.773,0.0,0.107,0.128,0.041,1238.245,64.601,0.011,0.008,0.143,0.015,0.235,0.098
98,599.803,850.349,0.152,0.772,0.0,0.107,0.128,0.039,1236.009,61.002,0.011,0.008,0.143,0.023,0.233,0.084
99,597.281,860.35,0.152,0.824,0.0,0.1,0.128,0.036,1234.627,75.812,0.011,0.008,0.146,0.046,0.238,0.084
100,555.342,873.541,0.163,0.868,0.0,0.089,0.127,0.035,1234.627,75.736,0.011,0.008,0.143,0.057,0.239,0.082
