Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr
83,10.409,12.295,11.927,10.731,12.877,12.152,15.492,20.526,12.643,12.195,10.949,16.881
84,11.078,11.212,11.179,13.192,12.877,12.152,15.492,20.526,12.496,14.264,11.842,15.111
85,11.078,11.212,11.179,13.192,12.877,12.152,15.492,20.838,11.767,19.944,13.39,14.554
86,10.409,12.295,11.927,10.731,12.247,12.4,15.492,20.526,11.767,21.395,13.39,14.554
87,10.409,12.295,11.927,10.731,12.247,12.035,15.492,20.526,11.767,21.395,13.39,14.554
88,11.078,11.212,11.179,13.192,12.247,12.035,15.492,20.526,11.767,21.395,13.39,14.554
89,10.409,10.745,11.179,13.192,12.247,11.719,15.492,20.526,11.767,21.395,12.496,14.087
90,9.795,12.378,11.179,11.327,10.859,12.215,15.492,20.526,11.767,21.395,12.496,14.087
91,9.795,12.378,11.179,11.327,10.859,12.215,15.492,20.526,11.767,21.395,12.496,14.087
92,10.409,10.745,10.505,13.391,10.859,12.215,15.492,20.526,11.767,21.395,12.496,14.087
93,9.795,12.378,11.179,11.327,10.859,12.215,15.492,20.526,11.767,21.395,12.496,14.087
94,9.795,12.378,11.179,11.327,10.859,12.215,15.492,19.23,12.491,20.536,12.158,10.757
95,9.795,12.378,11.179,11.327,10.859,12.215,15.492,20.526,12.491,14.508,12.496,14.967
96,9.795,12.378,11.179,11.327,9.94,11.825,15.492,19.23,12.491,20.536,12.158,10.757
97,10.409,10.745,10.505,13.391,9.94,11.825,15.492,20.526,12.491,14.508,12.496,14.967
98,9.795,12.238,11.177,12.343,9.94,11.825,15.492,19.23,12.491,20.536,12.496,11.096
99,10.409,10.745,10.505,13.391,9.94,12.735,13.959,20.526,10.908,20.728,13.39,15.247
100,10.409,10.745,10.505,13.391,9.94,12.735,13.959,18.193,10.908,23.844,12.286,11.776
