Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
16,145.805,15.798,15.474,0.48,552.746,54.655,0.264,0.039,149.86,21.116,15.11,1.085,526.811,121.566,0.285,0.023
17,143.538,10.263,15.102,0.914,515.083,78.126,0.265,0.036,144.809,12.913,14.823,1.032,500.57,132.488,0.285,0.025
18,142.868,10.835,15.079,0.692,509.838,92.111,0.262,0.036,140.02,7.967,14.7,0.731,494.331,109.236,0.285,0.027
19,134.015,16.449,14.697,0.533,480.75,78.076,0.26,0.032,130.678,17.382,14.712,0.673,459.667,136.848,0.286,0.027
20,126.0,14.565,14.632,0.562,452.606,75.839,0.259,0.033,128.429,24.291,14.43,0.841,446.025,132.66,0.287,0.028
21,122.966,18.8,14.561,0.337,436.914,43.128,0.259,0.03,118.94,19.075,14.116,0.689,432.127,119.248,0.285,0.022
22,120.896,11.683,14.389,0.282,418.217,43.152,0.256,0.037,116.711,19.9,14.053,0.6,407.425,107.209,0.288,0.025
23,115.786,9.245,14.245,0.21,402.213,32.86,0.256,0.04,114.411,12.975,13.891,0.544,379.518,95.944,0.289,0.019
24,110.68,8.654,14.092,0.359,378.586,28.203,0.252,0.045,110.888,15.42,13.791,0.438,369.255,89.91,0.292,0.026
25,106.822,8.428,14.01,0.572,368.125,8.694,0.25,0.043,106.166,12.244,13.562,0.402,362.389,87.636,0.29,0.023
26,101.703,7.326,13.803,0.461,357.128,20.233,0.249,0.042,105.092,14.443,13.53,0.201,358.868,74.342,0.289,0.023
27,97.279,9.573,13.695,0.641,341.45,47.991,0.249,0.042,103.081,16.006,13.416,0.254,358.062,60.696,0.291,0.026
28,93.284,7.487,13.744,0.748,323.051,47.392,0.252,0.046,99.87,18.134,13.307,0.176,342.964,56.908,0.287,0.027
29,92.958,7.867,13.678,0.97,310.337,34.076,0.245,0.045,95.684,14.153,13.139,0.39,329.116,43.203,0.284,0.026
30,90.758,8.842,13.491,0.831,302.73,34.503,0.246,0.044,92.694,10.842,12.999,0.316,320.65,41.354,0.283,0.032
31,89.969,10.281,13.283,0.764,299.082,28.844,0.249,0.048,89.642,11.527,12.917,0.512,311.291,46.185,0.284,0.033
32,89.624,7.737,13.235,0.771,293.069,39.704,0.248,0.047,86.725,10.425,12.92,0.508,303.673,38.374,0.285,0.033
33,86.282,7.532,12.931,0.751,276.759,59.148,0.247,0.052,86.274,12.371,12.769,0.51,299.384,35.168,0.288,0.027
34,85.971,8.785,12.89,0.607,278.414,44.769,0.248,0.054,83.553,10.67,12.652,0.574,285.33,39.345,0.289,0.027
35,83.971,9.0,12.863,0.624,262.642,51.978,0.249,0.053,81.943,10.057,12.597,0.328,286.562,36.349,0.29,0.025
36,80.571,7.573,12.797,0.546,252.853,44.294,0.25,0.053,80.569,13.927,12.522,0.437,286.192,40.743,0.289,0.028
37,77.838,7.986,12.688,0.591,240.796,43.886,0.247,0.055,78.96,13.572,12.489,0.484,290.725,42.181,0.287,0.027
38,78.278,7.022,12.59,0.598,231.126,37.736,0.247,0.054,76.562,10.63,12.407,0.303,286.192,30.563,0.284,0.027
39,76.677,6.356,12.481,0.569,222.761,27.862,0.246,0.056,76.061,10.258,12.373,0.364,269.972,37.509,0.286,0.032
40,74.059,7.673,12.404,0.564,221.241,23.136,0.246,0.059,75.046,8.578,12.369,0.388,262.203,36.943,0.287,0.033
41,72.963,8.76,12.3,0.414,221.2,24.031,0.246,0.055,72.991,10.882,12.326,0.497,262.203,40.115,0.286,0.036
42,72.566,8.5,12.283,0.419,219.261,23.81,0.246,0.059,71.85,11.494,12.295,0.553,252.085,42.259,0.284,0.038
43,70.945,7.812,12.165,0.402,216.148,23.41,0.246,0.055,71.692,9.444,12.2,0.589,250.482,35.362,0.286,0.04
44,68.739,6.431,12.155,0.393,215.878,28.101,0.248,0.056,71.367,6.24,12.135,0.616,250.482,35.428,0.287,0.038
45,67.704,4.558,12.154,0.413,213.93,27.929,0.245,0.061,70.574,6.478,12.097,0.681,250.482,36.456,0.287,0.038
46,66.089,5.347,12.027,0.513,207.934,31.242,0.247,0.06,70.286,6.85,11.996,0.73,238.269,30.4,0.288,0.042
47,64.098,5.835,11.967,0.522,207.117,27.941,0.248,0.059,69.193,5.97,11.944,0.515,234.311,31.096,0.287,0.038
48,63.599,4.228,11.915,0.605,202.922,31.21,0.247,0.059,67.006,6.621,11.92,0.495,227.48,31.38,0.287,0.039
49,62.567,4.05,11.882,0.557,202.922,35.195,0.246,0.058,64.826,5.242,11.915,0.409,221.69,22.679,0.289,0.037
50,61.819,4.634,11.848,0.48,199.112,21.434,0.247,0.062,64.071,6.83,11.851,0.46,214.939,28.459,0.291,0.037
51,60.174,5.33,11.744,0.545,198.426,28.157,0.246,0.065,62.862,7.528,11.746,0.425,212.875,25.957,0.292,0.04
52,59.844,3.957,11.671,0.577,197.12,21.694,0.245,0.064,61.934,7.867,11.793,0.416,205.572,25.989,0.289,0.044
53,59.075,4.845,11.584,0.613,195.917,25.903,0.244,0.061,59.483,10.274,11.628,0.318,202.935,28.475,0.291,0.045
54,58.444,4.187,11.502,0.545,192.446,22.752,0.245,0.062,59.29,8.331,11.628,0.402,201.341,18.262,0.295,0.042
55,58.367,5.165,11.541,0.363,191.335,21.329,0.243,0.059,59.103,7.472,11.57,0.462,199.187,17.504,0.295,0.044
56,56.711,6.29,11.555,0.349,187.731,21.604,0.245,0.059,58.5,7.248,11.538,0.466,197.74,12.644,0.295,0.044
57,56.395,5.585,11.521,0.376,185.75,20.69,0.24,0.062,57.453,7.931,11.545,0.462,196.028,8.682,0.297,0.041
58,56.789,5.989,11.544,0.427,182.329,22.96,0.243,0.06,56.738,6.709,11.491,0.316,195.754,9.92,0.297,0.038
59,56.789,5.649,11.544,0.447,180.541,22.96,0.243,0.06,54.564,6.589,11.445,0.273,191.232,12.497,0.296,0.039
60,56.008,5.713,11.352,0.279,181.275,22.482,0.242,0.059,54.392,6.279,11.394,0.266,188.232,11.196,0.299,0.04
61,56.008,7.296,11.352,0.313,181.275,28.763,0.246,0.058,53.18,6.7,11.392,0.164,184.929,17.11,0.3,0.038
62,55.463,8.783,11.345,0.343,179.782,27.76,0.244,0.058,53.18,5.294,11.346,0.327,178.513,16.907,0.299,0.043
63,54.903,8.502,11.357,0.321,179.4,30.937,0.241,0.057,53.18,4.158,11.335,0.312,178.209,19.057,0.299,0.041
64,53.966,9.105,11.326,0.404,175.865,30.836,0.241,0.061,52.259,3.584,11.311,0.276,175.481,22.916,0.301,0.041
65,53.288,9.158,11.299,0.487,177.495,30.412,0.24,0.062,51.783,3.67,11.134,0.281,174.982,18.463,0.301,0.041
66,51.902,8.869,11.32,0.423,173.089,31.988,0.242,0.065,51.258,2.898,11.124,0.368,174.59,21.703,0.301,0.039
67,51.902,9.485,11.308,0.471,168.666,33.589,0.243,0.066,50.827,4.179,11.038,0.41,173.168,20.27,0.301,0.04
68,51.361,7.577,11.243,0.451,164.235,34.99,0.239,0.069,51.522,4.038,10.946,0.361,172.251,19.383,0.304,0.04
69,50.225,7.295,11.23,0.409,164.235,33.556,0.238,0.071,50.616,3.269,10.97,0.358,168.594,10.342,0.304,0.042
70,49.333,7.689,11.186,0.423,161.11,30.68,0.236,0.071,49.735,3.342,10.97,0.322,164.179,12.81,0.304,0.042
71,49.333,7.689,11.15,0.392,160.955,30.68,0.238,0.071,49.735,2.964,10.92,0.365,159.432,11.765,0.304,0.042
72,49.333,7.666,11.092,0.428,157.495,29.858,0.235,0.071,49.284,2.237,10.865,0.491,156.612,10.006,0.304,0.04
73,49.218,7.666,11.044,0.418,156.014,29.149,0.235,0.072,49.284,3.319,10.865,0.545,155.509,11.463,0.302,0.04
74,49.045,7.3,11.044,0.407,153.019,24.805,0.234,0.073,49.044,4.278,10.727,0.508,153.967,13.31,0.302,0.039
75,48.841,7.696,11.026,0.407,152.182,23.604,0.232,0.072,49.044,4.437,10.696,0.588,150.74,12.206,0.302,0.041
76,48.67,7.696,11.026,0.392,152.182,23.604,0.232,0.072,49.044,4.561,10.733,0.588,150.419,9.839,0.302,0.042
77,48.246,6.834,10.983,0.392,150.126,22.325,0.234,0.07,48.446,3.82,10.807,0.631,148.458,9.131,0.301,0.042
78,47.504,7.315,11.087,0.366,149.07,21.059,0.234,0.07,48.291,4.304,10.807,0.682,147.077,11.035,0.301,0.041
79,47.305,6.332,11.001,0.366,146.825,19.386,0.233,0.069,47.536,3.508,10.791,0.649,147.077,13.859,0.299,0.045
80,46.934,6.033,10.965,0.352,144.104,20.831,0.234,0.074,47.514,3.237,10.808,0.731,146.556,14.475,0.3,0.048
81,47.424,5.775,10.93,0.247,142.205,23.033,0.234,0.072,47.514,4.599,10.721,0.711,145.564,15.751,0.298,0.045
82,46.636,6.269,10.917,0.17,142.886,16.358,0.233,0.077,47.514,4.784,10.721,0.742,145.564,16.573,0.3,0.042
83,45.872,6.121,10.898,0.185,141.802,16.663,0.232,0.077,47.455,4.56,10.609,0.747,143.178,13.619,0.299,0.045
84,45.872,7.097,10.898,0.242,138.02,15.271,0.233,0.076,46.24,4.062,10.56,0.778,141.37,14.104,0.3,0.045
85,44.565,6.703,10.898,0.188,137.931,10.661,0.233,0.076,46.725,3.75,10.546,0.738,140.168,12.842,0.3,0.042
86,43.93,7.114,10.894,0.174,137.669,9.719,0.234,0.078,45.75,4.038,10.546,0.695,139.912,10.413,0.299,0.042
87,43.93,6.005,10.855,0.167,137.299,9.649,0.233,0.077,45.75,4.01,10.541,0.64,139.687,7.638,0.299,0.042
88,43.93,6.005,10.809,0.145,137.299,9.997,0.233,0.076,45.75,4.199,10.524,0.606,135.266,7.628,0.3,0.042
89,43.358,5.785,10.798,0.34,133.545,7.545,0.232,0.075,44.57,4.185,10.524,0.606,133.307,9.704,0.3,0.041
90,43.041,6.226,10.779,0.31,133.545,9.005,0.23,0.075,44.57,4.185,10.524,0.606,132.74,9.906,0.3,0.041
91,41.954,7.599,10.797,0.432,130.669,13.284,0.232,0.077,44.548,3.774,10.519,0.597,132.409,6.153,0.301,0.041
92,41.535,7.884,10.779,0.486,129.749,13.284,0.232,0.075,44.712,3.7,10.538,0.533,130.807,9.039,0.3,0.041
93,41.2,7.797,10.721,0.463,128.899,13.862,0.232,0.077,44.712,3.21,10.461,0.46,129.389,9.53,0.301,0.041
94,40.952,7.797,10.639,0.519,128.899,12.698,0.23,0.076,44.712,3.541,10.392,0.439,129.389,5.719,0.298,0.041
95,40.471,7.356,10.639,0.512,127.188,12.597,0.228,0.076,44.479,3.183,10.375,0.46,128.732,5.167,0.298,0.041
96,40.314,8.256,10.639,0.504,126.692,13.507,0.229,0.069,43.811,2.499,10.375,0.442,128.714,1.093,0.296,0.038
97,40.314,8.234,10.541,0.514,126.429,12.213,0.23,0.068,43.48,2.062,10.341,0.438,128.26,2.413,0.296,0.038
98,40.314,9.122,10.483,0.501,125.685,12.912,0.229,0.07,43.131,2.826,10.341,0.42,127.802,3.834,0.294,0.039
99,39.834,9.122,10.483,0.501,125.685,10.795,0.229,0.069,43.131,3.442,10.327,0.415,127.802,4.342,0.294,0.038
100,39.777,8.86,10.435,0.43,125.555,11.974,0.232,0.067,42.098,3.904,10.327,0.473,127.802,4.342,0.294,0.038
