Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
21,0.007,0.956,0.055,14.344,0.003,0.153,0.0,0.00096,0.006,0.293,0.065,2.536,0.004,0.244,0.0,0.00044
22,0.007,1.025,0.055,8.3,0.003,0.153,0.0,0.001,0.006,0.475,0.058,6.275,0.004,0.236,0.0,0.00037
23,0.008,1.025,0.054,7.365,0.003,0.174,0.0,0.00101,0.005,0.23,0.058,6.275,0.004,0.236,0.0,0.00036
24,0.008,1.025,0.054,7.798,0.003,0.214,0.0,0.00101,0.005,0.23,0.058,7.342,0.004,0.278,0.0,0.00035
25,0.007,0.755,0.05,7.212,0.003,0.236,0.0,0.00101,0.005,0.222,0.054,5.729,0.003,0.278,0.0,0.00035
26,0.007,0.755,0.057,6.376,0.003,0.199,0.0,0.00102,0.005,0.222,0.054,6.262,0.003,0.278,0.0,0.00035
27,0.007,0.755,0.057,6.14,0.003,0.199,0.0,0.00102,0.005,0.219,0.031,5.117,0.003,0.221,0.0,0.00036
28,0.007,0.755,0.057,5.37,0.003,0.187,0.0,0.00101,0.005,0.226,0.031,5.117,0.003,0.221,0.0,0.00038
29,0.005,0.755,0.057,5.37,0.002,0.189,0.0,0.00099,0.005,0.226,0.036,3.662,0.003,0.217,0.0,0.00039
30,0.005,0.755,0.055,7.74,0.002,0.271,0.0,0.001,0.005,0.226,0.036,3.662,0.002,0.213,0.0,0.00039
31,0.007,0.755,0.055,7.394,0.002,0.271,0.0,0.00101,0.005,0.23,0.036,5.226,0.002,0.215,0.0,0.00042
32,0.007,0.755,0.048,7.68,0.002,0.271,0.0,0.00101,0.005,0.242,0.031,4.888,0.002,0.199,0.0,0.00042
33,0.004,0.514,0.055,7.776,0.002,0.295,0.0,0.00102,0.004,0.242,0.018,5.622,0.002,0.199,0.0,0.00039
34,0.003,0.243,0.05,7.752,0.002,0.226,0.0,0.00102,0.004,0.242,0.018,5.622,0.002,0.199,0.0,0.00039
35,0.003,0.243,0.05,7.752,0.002,0.226,0.0,0.00102,0.004,0.242,0.018,5.622,0.002,0.199,0.0,0.00039
36,0.003,0.243,0.05,7.752,0.002,0.226,0.0,0.00102,0.004,0.396,0.018,5.622,0.002,0.199,0.0,0.00039
37,0.003,0.243,0.05,7.752,0.002,0.226,0.0,0.00102,0.004,0.396,0.018,5.622,0.002,0.199,0.0,0.00039
38,0.003,0.229,0.048,7.513,0.001,0.226,0.0,0.00102,0.004,0.396,0.018,5.622,0.002,0.257,0.0,0.00039
39,0.003,0.229,0.048,7.513,0.001,0.226,0.0,0.00102,0.004,0.496,0.011,5.622,0.002,0.207,0.0,0.00039
40,0.003,0.229,0.048,7.513,0.001,0.226,0.0,0.00102,0.004,0.495,0.011,5.622,0.002,0.207,0.0,0.00036
41,0.003,0.148,0.048,7.513,0.001,0.18,0.0,0.00102,0.004,0.512,0.009,5.056,0.002,0.14,0.0,0.00037
42,0.003,0.148,0.048,7.513,0.001,0.151,0.0,0.00102,0.004,0.512,0.009,5.056,0.002,0.14,0.0,0.00039
43,0.003,0.148,0.048,7.718,0.001,0.151,0.0,0.00102,0.004,0.508,0.009,5.056,0.002,0.165,0.0,0.00039
44,0.003,0.148,0.048,7.718,0.001,0.151,0.0,0.00102,0.004,0.508,0.009,5.056,0.002,0.165,0.0,0.00039
45,0.003,0.09,0.048,7.718,0.001,0.169,0.0,0.00102,0.004,0.519,0.009,5.056,0.002,0.165,0.0,0.00039
46,0.003,0.09,0.048,7.718,0.001,0.169,0.0,0.00104,0.004,0.519,0.006,5.056,0.001,0.154,0.0,0.00039
47,0.003,0.151,0.048,7.718,0.001,0.169,0.0,0.00103,0.004,0.515,0.006,5.056,0.001,0.154,0.0,0.00039
48,0.003,0.151,0.048,7.718,0.001,0.169,0.0,0.00103,0.004,0.515,0.006,3.655,0.001,0.15,0.0,0.00039
49,0.003,0.151,0.048,7.718,0.001,0.169,0.0,0.00103,0.004,0.515,0.0,2.326,0.001,0.14,0.0,0.00041
50,0.003,0.151,0.048,7.718,0.001,0.169,0.0,0.00103,0.004,0.515,0.0,2.326,0.001,0.14,0.0,0.00041
51,0.003,0.193,0.048,7.145,0.001,0.169,0.0,0.00103,0.004,0.515,0.005,2.326,0.001,0.14,0.0,0.00042
52,0.003,0.193,0.048,2.995,0.001,0.14,0.0,0.00103,0.004,0.515,0.005,2.326,0.001,0.14,0.0,0.00043
53,0.003,0.193,0.048,2.995,0.001,0.14,0.0,0.00103,0.004,0.515,0.006,2.795,0.001,0.14,0.0,0.00036
54,0.003,0.193,0.048,2.995,0.001,0.14,0.0,0.00103,0.004,0.515,0.006,2.795,0.001,0.14,0.0,0.00036
55,0.003,0.27,0.048,2.995,0.001,0.128,0.0,0.00103,0.004,0.515,0.006,2.795,0.001,0.14,0.0,0.00036
56,0.003,0.221,0.046,3.433,0.001,0.139,0.0,0.00102,0.004,0.515,0.008,2.795,0.001,0.141,0.0,0.00036
57,0.003,0.286,0.046,3.433,0.001,0.133,0.0,0.00102,0.004,0.515,0.008,2.795,0.001,0.141,0.0,0.00035
58,0.003,0.286,0.046,3.433,0.001,0.133,0.0,0.00102,0.004,0.421,0.009,2.795,0.001,0.126,0.0,0.00035
59,0.003,0.286,0.048,3.94,0.001,0.128,0.0,0.00103,0.002,0.557,0.009,2.877,0.001,0.126,0.0,0.00035
60,0.003,0.226,0.048,3.94,0.0,0.139,0.0,0.00103,0.001,0.544,0.009,2.877,0.001,0.14,0.0,0.00035
61,0.003,0.226,0.048,3.94,0.0,0.139,0.0,0.00103,0.001,0.544,0.009,2.877,0.001,0.14,0.0,0.00035
62,0.003,0.226,0.048,3.94,0.0,0.139,0.0,0.00103,0.001,0.544,0.009,2.484,0.001,0.157,0.0,0.00037
63,0.003,0.226,0.048,3.94,0.0,0.139,0.0,0.00103,0.001,0.516,0.011,2.657,0.001,0.153,0.0,0.00037
64,0.003,0.226,0.048,3.94,0.0,0.139,0.0,0.00103,0.001,0.435,0.016,3.716,0.001,0.153,0.0,0.00037
65,0.003,0.27,0.049,3.531,0.0,0.139,0.0,0.00102,0.001,0.435,0.016,3.716,0.001,0.153,0.0,0.00037
66,0.003,0.27,0.046,4.299,0.0,0.133,0.0,0.00103,0.001,0.435,0.016,3.716,0.001,0.153,0.0,0.00037
67,0.003,0.27,0.046,4.016,0.0,0.125,0.0,0.00103,0.001,0.435,0.016,3.716,0.001,0.153,0.0,0.00036
68,0.003,0.251,0.044,3.935,0.0,0.129,0.0,0.00104,0.002,0.465,0.016,3.716,0.001,0.153,0.0,0.00036
69,0.003,0.251,0.044,3.935,0.0,0.129,0.0,0.00104,0.002,0.428,0.016,3.716,0.001,0.162,0.0,0.00036
70,0.003,0.251,0.044,3.935,0.0,0.129,0.0,0.00104,0.002,0.428,0.016,3.716,0.001,0.162,0.0,0.00037
71,0.003,0.276,0.044,3.935,0.0,0.129,0.0,0.00104,0.0,0.443,0.017,3.717,0.001,0.101,0.0,0.00036
72,0.003,0.276,0.044,3.935,0.0,0.129,0.0,0.00104,0.0,0.443,0.017,4.322,0.001,0.082,0.0,0.00036
73,0.002,0.256,0.044,3.935,0.0,0.133,0.0,0.00102,0.0,0.443,0.018,4.4,0.001,0.082,0.0,0.00035
74,0.002,0.256,0.044,3.935,0.0,0.133,0.0,0.00102,0.0,0.496,0.018,4.4,0.001,0.082,0.0,0.00035
75,0.002,0.256,0.044,3.444,0.0,0.133,0.0,0.00102,0.0,0.496,0.018,4.4,0.001,0.082,0.0,0.00035
76,0.002,0.256,0.044,3.444,0.0,0.133,0.0,0.00102,0.0,0.495,0.019,4.4,0.001,0.082,0.0,0.00035
77,0.002,0.256,0.046,3.525,0.0,0.133,0.0,0.00102,0.0,0.495,0.019,4.4,0.001,0.082,0.0,0.00035
78,0.002,0.251,0.046,3.525,0.0,0.133,0.0,0.00102,0.0,0.495,0.019,4.435,0.001,0.082,0.0,0.00035
79,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00102,0.001,0.482,0.019,4.435,0.001,0.082,0.0,0.00035
80,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00102,0.001,0.482,0.019,4.435,0.001,0.082,0.0,0.00035
81,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00102,0.001,0.463,0.03,4.435,0.001,0.077,0.0,0.00033
82,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00102,0.001,0.453,0.03,4.435,0.001,0.077,0.0,0.00036
83,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00102,0.0,0.489,0.039,4.435,0.001,0.077,0.0,0.00035
84,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00103,0.0,0.498,0.039,4.535,0.001,0.077,0.0,0.00035
85,0.002,0.236,0.028,5.785,0.0,0.095,0.0,0.00103,0.0,0.498,0.029,4.535,0.001,0.077,0.0,0.00035
86,0.001,0.251,0.02,3.048,0.0,0.095,0.0,0.00103,0.0,0.481,0.029,3.275,0.001,0.084,0.0,0.00036
87,0.001,0.251,0.019,3.117,0.0,0.095,0.0,0.00103,0.0,0.481,0.029,3.275,0.001,0.084,0.0,0.00036
88,0.001,0.251,0.019,3.117,0.0,0.095,0.0,0.00103,0.0,0.459,0.017,3.601,0.001,0.079,0.0,0.00036
89,0.001,0.251,0.019,3.117,0.0,0.095,0.0,0.00103,0.0,0.459,0.017,4.628,0.001,0.079,0.0,0.00036
90,0.001,0.251,0.019,3.117,0.0,0.098,0.0,0.00103,0.0,0.459,0.016,4.628,0.001,0.079,0.0,0.00036
91,0.001,0.251,0.019,3.117,0.0,0.098,0.0,0.00103,0.0,0.459,0.016,4.628,0.001,0.079,0.0,0.00036
92,0.001,0.251,0.019,3.117,0.0,0.098,0.0,0.00103,0.0,0.459,0.016,4.628,0.001,0.079,0.0,0.00036
93,0.001,0.262,0.019,5.083,0.0,0.081,0.0,0.00103,0.0,0.459,0.016,4.628,0.001,0.079,0.0,0.00036
94,0.001,0.24,0.013,6.748,0.0,0.046,0.0,0.00103,0.0,0.44,0.016,4.628,0.001,0.079,0.0,0.00034
95,0.001,0.24,0.013,6.748,0.0,0.046,0.0,0.00103,0.0,0.44,0.016,4.628,0.001,0.079,0.0,0.00034
96,0.0,0.24,0.013,7.275,0.0,0.046,0.0,0.00103,0.0,0.44,0.016,4.628,0.001,0.079,0.0,0.00034
97,0.0,0.212,0.021,5.456,0.0,0.047,0.0,0.00103,0.001,0.442,0.016,4.628,0.001,0.079,0.0,0.00033
98,0.0,0.087,0.021,5.456,0.0,0.047,0.0,0.00103,0.0,0.434,0.012,4.047,0.0,0.072,0.0,0.00033
99,0.0,0.087,0.021,5.456,0.0,0.047,0.0,0.00103,0.0,0.434,0.012,4.047,0.0,0.072,0.0,0.00033
100,0.0,0.087,0.021,5.659,0.0,0.047,0.0,0.00103,0.0,0.315,0.012,4.047,0.0,0.057,0.0,0.00033
