Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
18,0.062,1.108,0.165,2.116,0.029,0.757,0.0,0.0003,0.055,1.257,0.172,2.407,0.03,0.408,0.0,6e-05
19,0.058,1.399,0.161,1.085,0.027,0.624,0.0,0.0003,0.053,0.897,0.17,2.582,0.029,0.54,0.0,5e-05
20,0.055,1.241,0.154,1.674,0.026,0.686,0.0,0.00032,0.05,1.086,0.169,2.742,0.027,0.529,0.0,7e-05
21,0.051,1.26,0.154,1.217,0.024,0.272,0.0,0.00033,0.048,0.859,0.167,3.515,0.026,0.663,0.0,7e-05
22,0.048,1.228,0.152,1.059,0.023,0.478,0.0,0.00031,0.045,0.809,0.161,3.604,0.024,0.731,0.0,7e-05
23,0.046,1.213,0.151,1.365,0.021,0.726,0.0,0.00029,0.044,0.821,0.157,3.626,0.023,0.605,0.0,6e-05
24,0.044,1.153,0.144,1.912,0.02,0.686,0.0,0.0003,0.043,1.218,0.152,3.246,0.022,0.795,0.0,9e-05
25,0.043,0.923,0.14,2.261,0.02,0.715,0.0,0.00029,0.041,1.291,0.148,4.043,0.019,0.664,0.0,0.0001
26,0.04,0.97,0.137,2.154,0.019,0.616,0.0,0.00029,0.038,1.207,0.146,4.928,0.019,0.67,0.0,0.0001
27,0.038,1.203,0.135,1.756,0.018,0.636,0.0,0.00032,0.038,1.184,0.145,5.081,0.018,0.693,0.0,8e-05
28,0.035,1.219,0.124,2.066,0.016,0.625,0.0,0.00032,0.036,1.142,0.137,4.564,0.017,0.763,0.0,7e-05
29,0.034,1.121,0.12,2.658,0.016,0.466,0.0,0.00033,0.036,1.214,0.137,4.252,0.017,0.869,0.0,8e-05
30,0.032,1.049,0.118,2.696,0.015,0.465,0.0,0.00032,0.034,1.247,0.134,4.496,0.015,0.733,0.0,8e-05
31,0.03,0.986,0.113,2.142,0.015,0.541,0.0,0.0003,0.033,1.299,0.131,3.873,0.015,0.791,0.0,7e-05
32,0.027,0.856,0.112,1.952,0.014,0.459,0.0,0.00031,0.031,1.233,0.124,4.213,0.014,0.795,0.0,9e-05
33,0.027,0.784,0.108,1.989,0.013,0.483,0.0,0.00031,0.031,1.0,0.123,4.736,0.014,0.786,0.0,9e-05
34,0.025,0.786,0.107,2.35,0.013,0.434,0.0,0.00031,0.031,0.919,0.117,4.314,0.014,0.583,0.0,7e-05
35,0.024,0.746,0.102,2.627,0.013,0.401,0.0,0.00032,0.028,1.004,0.109,4.844,0.013,0.64,0.0,8e-05
36,0.023,0.521,0.096,2.339,0.011,0.452,0.0,0.0003,0.027,0.929,0.095,4.114,0.013,0.59,0.0,8e-05
37,0.023,0.347,0.093,2.075,0.011,0.462,0.0,0.00031,0.025,0.976,0.092,1.418,0.011,0.533,0.0,0.0001
38,0.022,0.524,0.093,2.129,0.01,0.476,0.0,0.00032,0.024,0.897,0.091,1.594,0.01,0.428,0.0,0.00012
39,0.022,0.569,0.093,2.189,0.01,0.485,0.0,0.00031,0.024,0.818,0.088,2.362,0.009,0.565,0.0,0.00011
40,0.02,0.573,0.089,2.357,0.009,0.503,0.0,0.00031,0.024,0.698,0.084,2.521,0.009,0.523,0.0,9e-05
41,0.02,0.629,0.088,2.641,0.009,0.494,0.0,0.00033,0.022,0.673,0.08,2.452,0.008,0.425,0.0,0.0001
42,0.019,0.68,0.088,2.176,0.008,0.449,0.0,0.00034,0.021,0.603,0.081,2.155,0.008,0.444,0.0,0.0001
43,0.018,0.554,0.083,1.917,0.008,0.434,0.0,0.00034,0.019,0.595,0.076,2.289,0.008,0.422,0.0,0.00011
44,0.018,0.499,0.077,2.467,0.008,0.416,0.0,0.00031,0.018,0.616,0.069,2.356,0.008,0.417,0.0,0.0001
45,0.018,0.41,0.077,2.122,0.008,0.373,0.0,0.0003,0.018,0.597,0.071,2.383,0.008,0.374,0.0,9e-05
46,0.017,0.288,0.076,1.815,0.008,0.302,0.0,0.00029,0.017,0.547,0.07,2.462,0.007,0.393,0.0,9e-05
47,0.016,0.193,0.075,1.874,0.007,0.284,0.0,0.00029,0.016,0.412,0.067,2.23,0.007,0.318,0.0,0.0001
48,0.016,0.21,0.075,1.798,0.007,0.274,0.0,0.00032,0.015,0.42,0.065,2.294,0.007,0.344,0.0,0.0001
49,0.015,0.221,0.073,1.742,0.007,0.277,0.0,0.00035,0.014,0.385,0.059,2.158,0.007,0.318,0.0,0.00011
50,0.015,0.264,0.066,1.53,0.007,0.263,0.0,0.00035,0.014,0.325,0.059,2.185,0.007,0.268,0.0,0.00011
51,0.014,0.286,0.066,1.49,0.007,0.263,0.0,0.00037,0.014,0.414,0.057,3.189,0.006,0.214,0.0,0.00011
52,0.015,0.333,0.065,1.389,0.006,0.301,0.0,0.00037,0.013,0.403,0.056,2.766,0.006,0.218,0.0,0.00011
53,0.014,0.316,0.061,1.135,0.006,0.315,0.0,0.00037,0.012,0.397,0.057,2.756,0.006,0.234,0.0,0.00012
54,0.013,0.339,0.061,1.044,0.006,0.294,0.0,0.00039,0.011,0.397,0.057,3.059,0.006,0.21,0.0,0.00013
55,0.012,0.336,0.059,0.948,0.005,0.271,0.0,0.0004,0.011,0.438,0.054,2.878,0.006,0.206,0.0,0.00012
56,0.011,0.337,0.058,1.482,0.005,0.312,0.0,0.00041,0.011,0.435,0.052,2.435,0.006,0.187,0.0,0.00012
57,0.011,0.335,0.055,1.406,0.005,0.328,0.0,0.00038,0.011,0.357,0.048,2.126,0.006,0.213,0.0,0.00013
58,0.011,0.36,0.054,1.287,0.005,0.287,0.0,0.00037,0.011,0.435,0.047,1.727,0.006,0.229,0.0,0.00011
59,0.01,0.418,0.051,0.949,0.005,0.265,0.0,0.00037,0.011,0.313,0.045,1.762,0.005,0.283,0.0,0.00013
60,0.009,0.44,0.05,1.293,0.004,0.256,0.0,0.00036,0.01,0.259,0.045,1.669,0.004,0.279,0.0,0.00011
61,0.009,0.365,0.048,1.431,0.004,0.295,0.0,0.00037,0.01,0.23,0.042,1.25,0.004,0.25,0.0,0.00011
62,0.009,0.367,0.046,1.598,0.004,0.192,0.0,0.00036,0.01,0.215,0.04,1.223,0.004,0.235,0.0,0.00011
63,0.008,0.349,0.045,1.54,0.004,0.192,0.0,0.00037,0.009,0.24,0.038,1.32,0.003,0.274,0.0,0.00011
64,0.008,0.336,0.045,1.44,0.004,0.19,0.0,0.00037,0.009,0.329,0.04,1.462,0.003,0.238,0.0,0.00012
65,0.008,0.353,0.039,1.168,0.004,0.207,0.0,0.00035,0.008,0.378,0.041,1.796,0.003,0.272,0.0,0.00012
66,0.008,0.384,0.043,1.261,0.004,0.207,0.0,0.00034,0.008,0.398,0.041,1.789,0.003,0.272,0.0,0.00012
67,0.008,0.373,0.044,1.64,0.003,0.213,0.0,0.00035,0.007,0.376,0.037,1.626,0.003,0.295,0.0,0.00012
68,0.007,0.411,0.041,1.667,0.003,0.224,0.0,0.00035,0.007,0.35,0.033,1.749,0.003,0.276,0.0,0.00012
69,0.007,0.341,0.04,1.379,0.003,0.218,0.0,0.00035,0.006,0.351,0.031,1.829,0.003,0.246,0.0,0.00011
70,0.007,0.308,0.038,1.487,0.003,0.232,0.0,0.00035,0.007,0.319,0.028,1.542,0.003,0.247,0.0,0.0001
71,0.007,0.354,0.037,1.534,0.003,0.19,0.0,0.00036,0.007,0.327,0.026,1.48,0.003,0.228,0.0,0.00011
72,0.006,0.337,0.033,1.367,0.003,0.176,0.0,0.00036,0.006,0.354,0.026,1.397,0.002,0.125,0.0,0.00012
73,0.006,0.368,0.033,1.347,0.003,0.151,0.0,0.00034,0.006,0.35,0.027,1.223,0.002,0.123,0.0,0.00013
74,0.006,0.415,0.033,1.57,0.003,0.097,0.0,0.00035,0.005,0.222,0.026,1.438,0.002,0.144,0.0,0.00013
75,0.006,0.385,0.033,1.348,0.003,0.099,0.0,0.00033,0.005,0.229,0.022,1.446,0.002,0.162,0.0,0.00012
76,0.005,0.297,0.033,1.289,0.002,0.096,0.0,0.00033,0.005,0.247,0.023,1.315,0.002,0.134,0.0,0.00012
77,0.005,0.274,0.032,1.113,0.002,0.12,0.0,0.00035,0.004,0.219,0.023,1.046,0.002,0.148,0.0,0.00012
78,0.005,0.23,0.032,1.247,0.002,0.147,0.0,0.00034,0.004,0.238,0.021,1.033,0.002,0.143,0.0,0.00013
79,0.005,0.23,0.032,1.271,0.002,0.132,0.0,0.00035,0.004,0.304,0.021,1.004,0.002,0.068,0.0,0.00013
80,0.004,0.225,0.032,1.271,0.002,0.125,0.0,0.00035,0.003,0.29,0.02,1.169,0.002,0.083,0.0,0.00013
81,0.004,0.224,0.03,1.351,0.002,0.131,0.0,0.00035,0.003,0.283,0.02,0.951,0.002,0.061,0.0,0.00013
82,0.004,0.249,0.027,1.203,0.002,0.158,0.0,0.00035,0.003,0.29,0.017,0.748,0.001,0.06,0.0,0.00013
83,0.003,0.279,0.024,1.348,0.002,0.179,0.0,0.00035,0.003,0.255,0.015,0.893,0.001,0.068,0.0,0.00014
84,0.003,0.28,0.024,1.439,0.002,0.188,0.0,0.00035,0.003,0.255,0.015,0.751,0.001,0.065,0.0,0.00013
85,0.003,0.281,0.023,1.555,0.001,0.183,0.0,0.00035,0.003,0.247,0.015,0.953,0.001,0.101,0.0,0.00013
86,0.003,0.305,0.021,1.538,0.001,0.183,0.0,0.00036,0.003,0.254,0.014,0.953,0.001,0.102,0.0,0.00013
87,0.003,0.305,0.019,1.451,0.001,0.18,0.0,0.00036,0.002,0.245,0.013,0.734,0.001,0.108,0.0,0.00013
88,0.002,0.305,0.019,1.545,0.001,0.173,0.0,0.00036,0.002,0.279,0.013,0.919,0.001,0.138,0.0,0.00012
89,0.002,0.297,0.019,1.631,0.001,0.199,0.0,0.00036,0.002,0.232,0.012,0.82,0.001,0.143,0.0,0.00012
90,0.002,0.305,0.017,1.545,0.001,0.203,0.0,0.00036,0.002,0.273,0.011,0.984,0.001,0.135,0.0,0.00013
91,0.002,0.31,0.011,1.693,0.001,0.149,0.0,0.00036,0.001,0.365,0.011,1.093,0.001,0.13,0.0,0.00014
92,0.001,0.322,0.01,1.886,0.001,0.141,0.0,0.00036,0.001,0.375,0.01,1.225,0.001,0.126,0.0,0.00014
93,0.001,0.322,0.01,1.922,0.001,0.151,0.0,0.00035,0.001,0.377,0.008,1.385,0.0,0.134,0.0,0.00014
94,0.001,0.36,0.01,1.796,0.001,0.138,0.0,0.00035,0.001,0.388,0.005,0.834,0.0,0.124,0.0,0.00015
95,0.001,0.36,0.011,1.471,0.001,0.121,0.0,0.00035,0.001,0.401,0.004,1.075,0.0,0.177,0.0,0.00016
96,0.001,0.384,0.01,1.623,0.001,0.117,0.0,0.00035,0.001,0.378,0.002,1.435,0.0,0.187,0.0,0.00015
97,0.001,0.361,0.009,1.574,0.001,0.105,0.0,0.00035,0.0,0.327,0.003,1.199,0.0,0.186,0.0,0.00015
98,0.001,0.294,0.009,1.511,0.001,0.126,0.0,0.00036,0.0,0.297,0.003,1.17,0.0,0.181,0.0,0.00015
99,0.001,0.311,0.008,1.442,0.0,0.133,0.0,0.00036,0.0,0.285,0.0,1.159,0.0,0.164,0.0,0.00014
100,0.001,0.311,0.008,1.442,0.0,0.134,0.0,0.00037,0.0,0.291,0.0,1.052,0.0,0.177,0.0,0.00015
