Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
15,0.057,1.014,0.212,4.292,0.039,0.682,0.0,0.00012,0.058,1.618,0.197,2.226,0.041,0.698,0.0,0.00011
16,0.055,0.604,0.203,5.469,0.036,0.595,0.0,0.00014,0.056,0.937,0.192,2.97,0.037,0.328,0.0,0.00011
17,0.051,0.47,0.197,5.11,0.031,0.622,0.0,0.00012,0.053,0.541,0.184,2.988,0.035,0.432,0.0,0.00011
18,0.048,0.812,0.188,4.311,0.029,0.556,0.0,0.00011,0.051,0.595,0.18,2.422,0.034,0.737,0.0,8e-05
19,0.044,1.272,0.184,4.14,0.029,0.916,0.0,0.00013,0.048,0.741,0.172,2.575,0.031,0.691,0.0,9e-05
20,0.043,0.967,0.176,3.0,0.027,0.799,0.0,0.00016,0.046,0.473,0.166,2.482,0.029,0.568,0.0,8e-05
21,0.04,0.966,0.166,1.887,0.025,0.712,0.0,0.00014,0.043,0.526,0.153,1.454,0.027,0.434,0.0,8e-05
22,0.038,0.712,0.163,2.608,0.025,0.716,0.0,0.00015,0.039,0.544,0.147,2.148,0.026,0.557,0.0,8e-05
23,0.036,0.827,0.15,2.263,0.022,0.75,0.0,0.00019,0.039,0.508,0.145,2.599,0.025,0.497,0.0,8e-05
24,0.033,0.945,0.146,2.403,0.021,0.663,0.0,0.00018,0.038,0.644,0.143,2.538,0.025,0.354,0.0,6e-05
25,0.031,0.807,0.137,2.437,0.02,0.464,0.0,0.00017,0.037,0.646,0.137,1.776,0.024,0.248,0.0,6e-05
26,0.027,0.81,0.135,2.165,0.019,0.424,0.0,0.00017,0.035,0.623,0.133,2.385,0.022,0.231,0.0,7e-05
27,0.026,0.844,0.126,2.52,0.017,0.53,0.0,0.00019,0.033,0.644,0.122,2.434,0.02,0.314,0.0,9e-05
28,0.026,0.916,0.125,1.745,0.017,0.508,0.0,0.00021,0.032,0.699,0.117,2.188,0.018,0.381,0.0,0.0001
29,0.025,0.779,0.118,2.304,0.017,0.519,0.0,0.0002,0.029,0.704,0.115,2.218,0.017,0.363,0.0,0.00012
30,0.024,0.622,0.116,2.377,0.016,0.408,0.0,0.0002,0.028,0.713,0.116,1.831,0.017,0.425,0.0,0.00011
31,0.024,0.565,0.112,2.512,0.015,0.415,0.0,0.0002,0.026,0.849,0.111,1.296,0.016,0.365,0.0,0.00011
32,0.023,0.598,0.111,3.488,0.015,0.529,0.0,0.00019,0.024,0.868,0.111,1.547,0.015,0.32,0.0,0.0001
33,0.022,0.506,0.095,2.689,0.014,0.486,0.0,0.0002,0.023,0.768,0.11,1.634,0.014,0.306,0.0,0.00011
34,0.021,0.443,0.095,2.496,0.014,0.347,0.0,0.00019,0.023,0.763,0.102,2.097,0.014,0.173,0.0,0.00011
35,0.02,0.471,0.095,2.356,0.014,0.406,0.0,0.0002,0.021,0.626,0.097,1.947,0.013,0.165,0.0,9e-05
36,0.019,0.511,0.093,2.258,0.013,0.363,0.0,0.00022,0.02,0.584,0.096,1.413,0.012,0.131,0.0,0.00011
37,0.018,0.585,0.091,2.258,0.013,0.376,0.0,0.00023,0.019,0.48,0.094,1.111,0.012,0.137,0.0,0.00012
38,0.018,0.61,0.09,2.094,0.012,0.412,0.0,0.00022,0.019,0.483,0.095,1.012,0.012,0.183,0.0,0.00012
39,0.016,0.562,0.086,1.908,0.011,0.404,0.0,0.00021,0.019,0.458,0.09,1.072,0.011,0.177,0.0,0.00011
40,0.016,0.558,0.084,1.935,0.01,0.414,0.0,0.00021,0.018,0.548,0.083,1.282,0.01,0.149,0.0,0.00014
41,0.016,0.592,0.084,2.861,0.01,0.406,0.0,0.00021,0.018,0.467,0.081,1.536,0.01,0.278,0.0,0.00013
42,0.015,0.589,0.082,2.321,0.011,0.437,0.0,0.00021,0.017,0.42,0.078,1.372,0.009,0.257,0.0,0.00011
43,0.015,0.599,0.08,2.51,0.01,0.427,0.0,0.0002,0.017,0.402,0.076,1.418,0.009,0.281,0.0,9e-05
44,0.015,0.501,0.076,2.563,0.009,0.313,0.0,0.00021,0.016,0.351,0.074,1.362,0.009,0.29,0.0,9e-05
45,0.015,0.433,0.079,2.547,0.009,0.294,0.0,0.00021,0.015,0.398,0.075,1.256,0.008,0.207,0.0,0.0001
46,0.014,0.406,0.076,2.313,0.008,0.214,0.0,0.00022,0.015,0.4,0.077,1.316,0.008,0.226,0.0,9e-05
47,0.014,0.337,0.072,2.03,0.008,0.152,0.0,0.00022,0.014,0.348,0.074,1.584,0.008,0.182,0.0,9e-05
48,0.014,0.401,0.07,1.901,0.008,0.107,0.0,0.00022,0.014,0.301,0.07,1.565,0.007,0.149,0.0,9e-05
49,0.014,0.408,0.069,1.901,0.008,0.1,0.0,0.00023,0.013,0.338,0.069,1.926,0.007,0.146,0.0,0.0001
50,0.012,0.505,0.068,1.736,0.008,0.102,0.0,0.00023,0.012,0.45,0.068,1.223,0.007,0.164,0.0,0.0001
51,0.012,0.544,0.069,1.705,0.008,0.12,0.0,0.00023,0.012,0.285,0.065,1.404,0.006,0.15,0.0,0.0001
52,0.012,0.559,0.069,1.904,0.008,0.12,0.0,0.00023,0.011,0.298,0.064,0.98,0.006,0.089,0.0,9e-05
53,0.011,0.571,0.067,2.111,0.007,0.131,0.0,0.00024,0.011,0.273,0.06,1.836,0.006,0.088,0.0,9e-05
54,0.011,0.638,0.061,1.906,0.007,0.117,0.0,0.00024,0.011,0.294,0.057,1.189,0.006,0.073,0.0,9e-05
55,0.01,0.653,0.055,1.625,0.006,0.191,0.0,0.00025,0.01,0.324,0.058,1.371,0.005,0.075,0.0,9e-05
56,0.01,0.609,0.054,1.16,0.005,0.207,0.0,0.00025,0.01,0.361,0.054,1.175,0.005,0.08,0.0,9e-05
57,0.009,0.566,0.053,1.876,0.005,0.253,0.0,0.00026,0.009,0.32,0.053,1.342,0.005,0.093,0.0,9e-05
58,0.009,0.503,0.052,1.826,0.005,0.253,0.0,0.00025,0.008,0.312,0.045,1.526,0.005,0.161,0.0,9e-05
59,0.009,0.481,0.049,1.766,0.004,0.265,0.0,0.00026,0.008,0.314,0.045,1.381,0.005,0.177,0.0,9e-05
60,0.008,0.555,0.047,2.122,0.004,0.245,0.0,0.00027,0.007,0.35,0.043,1.1,0.005,0.227,0.0,0.00011
61,0.008,0.507,0.045,2.238,0.004,0.224,0.0,0.00027,0.007,0.335,0.041,1.255,0.005,0.202,0.0,0.0001
62,0.008,0.533,0.044,1.854,0.004,0.239,0.0,0.00027,0.007,0.335,0.042,1.356,0.004,0.217,0.0,0.0001
63,0.008,0.539,0.044,1.845,0.004,0.239,0.0,0.00028,0.006,0.361,0.042,1.305,0.004,0.205,0.0,8e-05
64,0.008,0.576,0.041,2.081,0.004,0.249,0.0,0.00027,0.006,0.331,0.041,1.42,0.004,0.165,0.0,9e-05
65,0.007,0.487,0.038,1.165,0.004,0.262,0.0,0.00026,0.006,0.304,0.033,2.226,0.004,0.188,0.0,8e-05
66,0.007,0.569,0.035,1.82,0.004,0.309,0.0,0.00024,0.006,0.273,0.033,2.467,0.004,0.195,0.0,9e-05
67,0.007,0.57,0.035,1.776,0.004,0.297,0.0,0.00024,0.006,0.299,0.029,2.17,0.003,0.19,0.0,9e-05
68,0.007,0.538,0.035,2.099,0.003,0.291,0.0,0.00024,0.005,0.228,0.026,2.359,0.003,0.171,0.0,9e-05
69,0.007,0.551,0.035,2.207,0.003,0.275,0.0,0.00024,0.005,0.264,0.022,2.38,0.003,0.183,0.0,9e-05
70,0.007,0.596,0.035,1.866,0.003,0.324,0.0,0.00023,0.005,0.206,0.021,1.95,0.003,0.167,0.0,9e-05
71,0.007,0.618,0.03,1.449,0.003,0.33,0.0,0.00025,0.004,0.266,0.021,1.762,0.003,0.182,0.0,0.0001
72,0.007,0.572,0.03,1.5,0.003,0.333,0.0,0.00023,0.004,0.279,0.019,1.88,0.003,0.167,0.0,0.0001
73,0.007,0.559,0.03,1.847,0.003,0.322,0.0,0.00023,0.004,0.279,0.015,1.769,0.002,0.142,0.0,9e-05
74,0.006,0.556,0.03,1.74,0.003,0.305,0.0,0.00024,0.003,0.261,0.017,1.531,0.002,0.144,0.0,9e-05
75,0.006,0.507,0.029,1.789,0.003,0.305,0.0,0.00024,0.003,0.267,0.016,1.587,0.002,0.146,0.0,8e-05
76,0.006,0.405,0.03,2.371,0.003,0.286,0.0,0.00024,0.003,0.278,0.015,1.761,0.002,0.138,0.0,8e-05
77,0.006,0.359,0.028,2.339,0.003,0.283,0.0,0.00024,0.003,0.264,0.016,1.341,0.002,0.163,0.0,9e-05
78,0.005,0.344,0.028,2.055,0.003,0.25,0.0,0.00025,0.003,0.271,0.016,1.271,0.002,0.17,0.0,0.0001
79,0.005,0.347,0.026,2.036,0.003,0.239,0.0,0.00024,0.003,0.29,0.012,1.204,0.002,0.133,0.0,9e-05
80,0.005,0.343,0.023,1.95,0.003,0.272,0.0,0.00023,0.003,0.259,0.012,1.126,0.002,0.117,0.0,8e-05
81,0.005,0.343,0.022,1.502,0.003,0.264,0.0,0.00022,0.002,0.259,0.011,1.427,0.002,0.115,0.0,8e-05
82,0.005,0.424,0.022,1.422,0.003,0.232,0.0,0.00022,0.002,0.192,0.011,1.068,0.001,0.12,0.0,7e-05
83,0.004,0.443,0.017,1.288,0.002,0.2,0.0,0.00023,0.002,0.154,0.009,0.678,0.001,0.12,0.0,8e-05
84,0.004,0.439,0.012,1.48,0.002,0.221,0.0,0.00023,0.002,0.169,0.009,0.548,0.001,0.146,0.0,6e-05
85,0.004,0.439,0.014,1.357,0.002,0.22,0.0,0.00023,0.002,0.199,0.009,0.99,0.001,0.112,0.0,7e-05
86,0.003,0.393,0.014,1.468,0.002,0.2,0.0,0.00024,0.002,0.179,0.009,1.944,0.001,0.085,0.0,7e-05
87,0.002,0.382,0.011,1.629,0.002,0.2,0.0,0.00024,0.002,0.223,0.008,2.462,0.001,0.084,0.0,7e-05
88,0.002,0.382,0.011,1.629,0.002,0.2,0.0,0.00023,0.002,0.223,0.008,2.462,0.001,0.084,0.0,7e-05
89,0.002,0.327,0.009,2.251,0.001,0.186,0.0,0.00024,0.002,0.2,0.006,1.443,0.001,0.071,0.0,8e-05
90,0.002,0.255,0.009,2.146,0.001,0.186,0.0,0.00025,0.001,0.159,0.006,1.359,0.001,0.064,0.0,8e-05
91,0.002,0.25,0.006,2.124,0.001,0.202,0.0,0.00024,0.001,0.161,0.005,1.382,0.001,0.066,0.0,7e-05
92,0.002,0.249,0.004,2.124,0.001,0.184,0.0,0.00024,0.001,0.161,0.004,1.359,0.001,0.083,0.0,7e-05
93,0.002,0.198,0.004,1.96,0.001,0.173,0.0,0.00024,0.001,0.138,0.004,1.87,0.001,0.081,0.0,6e-05
94,0.002,0.206,0.004,1.516,0.001,0.201,0.0,0.00024,0.001,0.142,0.004,1.87,0.0,0.072,0.0,6e-05
95,0.002,0.228,0.004,1.451,0.001,0.177,0.0,0.00024,0.001,0.106,0.004,1.942,0.0,0.074,0.0,7e-05
96,0.002,0.177,0.003,1.596,0.001,0.148,0.0,0.00023,0.001,0.127,0.003,1.583,0.0,0.068,0.0,7e-05
97,0.002,0.169,0.003,1.589,0.001,0.118,0.0,0.00021,0.0,0.138,0.003,1.576,0.0,0.084,0.0,7e-05
98,0.002,0.167,0.002,1.295,0.001,0.119,0.0,0.00021,0.0,0.138,0.003,1.24,0.0,0.082,0.0,8e-05
99,0.002,0.178,0.001,1.192,0.001,0.091,0.0,0.0002,0.0,0.138,0.003,1.145,0.0,0.068,0.0,8e-05
100,0.002,0.234,0.0,1.1,0.001,0.091,0.0,0.0002,0.0,0.138,0.001,1.977,0.0,0.07,0.0,7e-05
